Unnamed: 0,1_서부운수기점,2_북가좌2동주민센터,3_DMC래미안e.편한세상2.4단지,4_북가좌삼호.DMC아이파크아파트,5_DMC파크뷰자이별동상가,6_DMC파크뷰자이,7_모래내삼거리,8_모래내시장.가좌역,9_사천교,10_연희104고지앞.구성산회관,11_연남동,12_동교동삼거리,13_신촌오거리.현대백화점,14_신촌오거리.2호선신촌역,15_이대역,16_웨딩타운,17_아현역,18_충정로역,19_서대문역사거리,20_서울역사박물관.경희궁앞,21_광화문,22_종로1가,23_종로2가,24_종로3가.탑골공원,25_종로4가.종묘,26_종로5가.광장시장,27_종로6가.동대문종합시장,28_동대문역.흥인지문,29_숭인동,30_동대문우체국.서울풍물시장,31_용두동신동아아파트,32_용두역,33_동대문구청,34_신답초등학교.청계한신휴플러스,35_답십리역사거리,36_청년회의소.서울새활용플라자,37_장한평역,38_군자교입구,39_능동사거리.군자역,40_능동교회앞,41_어린이대공원앞.세종대학교,42_어린이대공원역.화양천주교회,43_서울화양초등학교,44_건대입구역사거리.건대병원,45_건대로데오거리입구,46_대동아파트앞,47_뚝도변전소앞,48_광진문화예술회관,49_건대입구(가상),50_건대입구역사거리.건대병원,51_어린이대공원역.화양천주교회,52_어린이대공원앞,53_능동사거리.군자역,54_군자교입구,55_장한평역,56_청년회의소,57_답십리역사거리,58_신답초등학교.청계한신휴플러스,59_동대문구청,60_서울시동부병원,61_신설동역.서울풍물시장,62_동묘앞,63_동대문(흥인지문),64_종로6가.동대문종합시장,65_종로5가.광장시장,66_종로4가.종묘,67_종로3가.탑골공원,68_종로2가,69_종로1가,70_광화문,71_서울역사박물관.경희궁앞,72_서대문역사거리,73_충정로역,74_아현역,75_웨딩타운,76_이대역,77_신촌오거리.2호선신촌역,78_신촌오거리.현대백화점,79_동교동삼거리,80_연희동대우아파트,81_연희104고지앞.구성산회관,82_사천교,83_모래내시장.가좌역,84_삼성래미안2차아파트,85_DMC파크뷰자이,86_동부센트레빌아파트,87_북가좌삼호.DMC아이파크아파트,88_모래내우체국.증가교회,89_북가좌초교사거리,90_북가좌2동주민센터,91_서부운수기점(가상)
2022-04-04 18:00:00,6,7,14,15,16,11,12,17,19,19,20,17,15,14,17,16,17,17,21,23,25,29,31,33,34,33,38,40,36,42,40,37,42,40,33,37,40,41,33,32,33,27,22,11,7,5,6,16,15,29,26,29,29,27,22,22,22,20,29,26,24,29,26,29,39,41,45,42,42,47,53,53,49,45,41,39,42,52,46,43,44,42,43,39,28,20,18,14,8,5,0
2022-04-04 19:00:00,2,4,8,9,11,11,10,16,17,16,18,17,15,15,15,13,13,10,11,11,12,15,16,21,22,24,26,23,22,22,24,23,23,20,19,25,22,16,14,13,12,10,8,7,3,3,5,10,5,22,24,22,20,26,20,19,19,17,18,17,18,13,14,11,10,11,19,24,25,41,42,41,38,29,36,36,39,44,40,37,32,32,45,41,34,19,16,12,8,5,0
2022-04-04 20:00:00,2,5,7,5,6,7,7,10,11,12,12,9,10,9,8,7,8,6,8,11,7,14,13,17,11,17,19,27,26,25,24,22,22,21,18,17,15,13,12,11,11,8,7,6,2,2,2,6,0,19,19,19,19,17,12,12,11,12,14,13,14,16,13,11,13,12,15,14,18,25,28,28,29,27,23,25,25,30,31,30,28,27,26,25,21,13,10,8,6,3,0
2022-04-04 21:00:00,1,2,6,5,5,6,7,5,2,7,8,7,7,10,10,11,12,11,10,11,12,15,19,24,25,26,25,29,27,25,21,22,21,22,18,17,15,12,13,14,6,10,7,4,7,6,7,8,0,20,22,20,21,18,14,12,15,14,8,9,9,7,8,9,12,11,12,13,17,22,19,21,20,18,19,18,19,21,22,19,22,21,24,23,19,14,11,9,3,2,0
2022-04-04 22:00:00,1,2,4,5,4,3,7,9,7,5,6,3,7,8,10,7,6,6,10,11,9,11,14,14,15,17,22,25,22,28,28,26,24,15,20,17,18,11,10,9,10,6,6,5,8,6,6,9,0,22,24,23,22,19,16,14,12,10,10,10,9,5,10,10,12,4,8,17,18,19,18,18,18,19,20,18,22,26,27,24,16,26,25,22,19,14,10,9,5,3,0
2022-04-04 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,0,0,6,7,10,16,17,11,13,17,17,15,14,15,12,14,13,11,10,9,7,6,0,4,3,5,6,5,6,7,0,18,17,18,16,15,15,15,15,16,10,10,10,9,10,11,13,9,16,19,19,20,12,13,13,17,17,13,12,14,13,12,19,11,11,12,18,11,9,7,4,3,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,11,16,21,24,25,28,24,23,24,12,17,27,22,21,14,26,26,24,21,26,24,22,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,1,5,6,8,11,11,13,10,11,10,9,10,11,12,10,6,15,14,13,12,10,10,9,9,7,20,24,34,36,36,38,39,38,38,39,36,29,20,15,10,14,5,3,9,6,4,2,0,0,3,5,2,1,6,0,7,8,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,3,6,10,15,26,28,31,28,27,25,26,14,12,12,11,11,15,15,14,13,13,12,11,11,9,9,9,6,7,8,7,6,9,8,8,7,9,10,8,9,7,7,7,6,3,4,3,3,2,5,5,6,11,12,12,11,17,19,19,20,18,16,12,10,7,8,9,8,9,7,5,8,5,5,4,5,4,5,0,3,2,4,4,3,0,2,1,0,0,0,0
2022-04-05 07:00:00,7,14,25,30,47,49,46,42,39,29,36,34,30,32,30,33,36,32,26,26,25,25,24,22,21,20,18,14,14,15,16,9,13,14,12,11,15,15,15,14,6,10,9,5,3,5,7,10,9,11,12,14,16,26,28,32,43,48,48,48,38,42,33,26,20,19,18,16,15,13,9,10,11,7,5,4,4,5,5,5,5,4,3,2,3,1,0,2,1,0,0
2022-04-05 08:00:00,11,19,26,34,44,47,45,41,43,41,44,43,34,38,42,46,56,51,47,37,34,25,23,26,27,27,28,30,27,40,41,39,40,39,41,36,33,30,19,17,13,14,11,6,3,4,4,10,7,13,16,16,21,40,44,43,46,49,45,47,49,44,38,31,27,24,24,27,23,19,10,13,8,9,8,7,8,7,6,5,8,8,7,7,6,4,5,3,3,2,0
2022-04-05 09:00:00,4,9,16,21,33,36,33,28,26,27,35,31,23,23,24,24,28,25,22,22,23,21,20,20,19,14,10,10,11,17,17,14,14,15,15,16,17,18,17,18,15,11,8,4,4,5,5,5,1,9,12,14,13,20,23,27,30,34,34,31,28,28,25,18,17,16,14,13,11,10,7,7,9,12,6,11,7,12,11,7,7,3,7,5,3,4,3,3,1,0,0
2022-04-05 10:00:00,3,8,12,13,18,17,15,19,17,20,20,20,18,16,17,21,18,17,16,18,20,20,17,16,14,12,11,13,12,13,14,14,14,15,18,16,19,19,16,14,10,13,11,7,4,3,4,5,0,11,9,12,16,16,19,20,19,21,25,36,36,34,31,19,17,15,12,10,10,9,13,12,13,11,8,12,12,13,12,11,8,7,8,9,8,4,6,4,3,1,0
2022-04-05 11:00:00,3,6,13,14,14,15,15,18,18,17,19,17,17,19,20,21,23,22,16,23,15,17,17,18,17,16,16,17,14,15,16,14,15,16,15,14,15,14,13,12,12,10,7,8,3,2,2,4,0,10,13,11,14,15,15,15,21,25,27,27,30,25,19,17,18,16,18,19,17,13,12,14,16,14,11,11,10,10,8,7,7,9,8,6,7,7,5,4,4,0,0
2022-04-05 12:00:00,2,5,9,13,14,12,11,13,16,10,15,16,17,16,18,17,17,18,17,17,17,16,12,12,14,15,13,20,20,20,19,18,20,20,19,19,17,16,16,16,15,10,7,6,4,3,7,12,0,15,18,21,23,21,19,18,15,16,14,17,19,23,21,19,19,18,12,12,11,13,8,11,12,12,10,11,9,11,11,10,11,13,12,6,9,6,7,6,3,2,0
2022-04-05 13:00:00,2,7,12,13,16,14,14,18,17,19,21,21,18,21,21,20,18,16,14,14,14,18,17,14,11,13,17,18,14,16,16,14,18,17,19,18,18,18,16,15,12,13,11,7,8,5,7,9,1,14,13,15,14,13,15,18,21,20,21,22,23,21,23,19,17,17,14,18,17,16,14,16,15,14,14,15,15,14,16,15,12,13,13,11,14,12,8,6,4,2,0
2022-04-05 14:00:00,5,12,12,12,14,9,13,12,10,11,13,18,17,18,18,17,17,17,17,17,19,19,20,21,18,21,26,24,23,23,20,19,16,17,16,18,18,17,12,13,13,10,9,4,4,2,5,6,6,14,11,13,15,18,21,24,26,24,22,21,20,20,20,20,23,25,25,22,22,21,22,26,25,29,15,27,24,26,25,22,15,19,20,17,14,14,12,10,4,5,0
2022-04-05 15:00:00,4,9,8,11,14,17,16,14,14,13,16,17,13,14,14,13,12,11,14,16,17,16,18,20,20,26,31,32,33,31,26,26,25,25,22,22,19,20,20,15,15,14,10,10,5,4,5,7,0,14,13,14,16,16,18,18,21,22,23,22,23,20,19,23,22,21,27,25,25,22,24,25,22,20,15,20,20,23,17,21,22,25,25,25,22,18,15,12,6,5,0
2022-04-05 16:00:00,2,7,11,12,11,14,13,16,9,19,20,19,15,14,15,15,18,17,16,20,22,26,20,21,25,24,28,27,27,33,34,29,34,33,27,25,24,22,21,20,14,19,10,6,5,5,5,9,6,16,18,22,23,23,20,20,17,14,14,17,16,13,15,22,23,24,25,23,26,24,24,25,27,31,33,32,30,33,32,27,27,38,43,42,35,27,22,20,16,7,0
2022-04-05 17:00:00,2,5,12,16,19,20,19,21,19,21,21,18,14,13,14,14,13,13,15,16,17,21,22,24,27,29,37,38,37,44,41,39,43,40,35,33,29,25,23,22,21,20,19,13,10,6,9,16,0,21,22,22,21,18,15,17,20,19,20,21,20,20,19,22,23,20,24,27,30,33,38,47,44,39,38,32,25,27,26,23,25,27,30,26,23,16,14,11,9,4,0
2022-04-05 18:00:00,6,4,15,16,18,20,18,21,21,22,25,24,17,16,17,12,16,16,16,22,31,35,35,37,40,47,50,52,50,50,43,42,44,41,41,40,40,36,32,31,31,24,20,10,8,7,8,10,7,27,28,27,27,28,29,32,33,33,29,33,24,23,21,24,27,30,33,34,42,50,56,58,52,47,48,38,36,37,38,33,35,43,44,44,27,23,18,12,8,7,0
2022-04-05 19:00:00,1,5,9,8,10,11,12,13,8,12,9,12,11,11,13,5,15,14,13,15,19,21,23,15,27,30,33,39,36,35,33,30,29,28,24,22,23,17,12,11,12,11,15,11,8,5,5,8,15,14,15,15,14,14,17,17,26,28,24,22,22,19,15,14,19,22,23,26,32,31,34,36,32,29,28,29,30,35,36,35,36,36,38,37,32,23,16,13,8,5,0
2022-04-05 20:00:00,1,4,5,6,8,6,9,8,9,14,19,15,15,15,15,13,11,9,14,7,22,23,23,24,17,20,24,23,24,23,21,20,19,18,17,16,15,12,8,7,11,10,7,4,3,3,3,9,4,21,19,18,15,18,17,18,19,20,22,22,20,19,12,10,12,14,20,19,12,16,20,19,18,19,19,19,18,24,22,22,22,31,24,30,26,18,16,14,10,7,0
2022-04-05 21:00:00,2,2,3,4,5,3,5,5,0,9,11,13,13,15,17,17,15,14,13,7,15,15,17,14,13,26,27,24,26,25,24,22,24,20,15,13,16,14,10,15,15,9,5,6,6,3,4,10,3,16,18,18,20,19,17,14,13,11,10,8,7,6,5,10,13,14,19,25,25,26,25,28,28,25,23,21,22,35,23,20,18,25,24,22,17,14,11,9,7,4,0
2022-04-05 22:00:00,0,1,3,5,7,4,8,7,7,6,7,7,9,10,7,9,6,8,8,9,9,10,12,15,15,20,21,21,22,22,19,17,18,17,16,13,14,12,10,8,7,6,7,4,6,3,4,8,0,18,19,21,25,19,17,13,9,7,10,8,7,7,8,11,8,8,14,19,25,25,30,32,30,28,26,25,27,33,33,27,27,30,28,26,21,17,14,12,8,7,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,4,8,5,10,8,10,9,10,12,4,9,8,11,12,12,9,8,8,8,6,0,7,6,9,8,6,6,7,6,20,23,14,23,24,19,18,17,16,15,8,6,8,10,9,10,5,11,13,14,14,19,19,15,12,10,10,11,17,15,14,15,19,20,15,12,8,7,7,5,3,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,13,17,22,24,28,30,25,21,9,22,9,29,27,0,5,0,29,23,20,23,21,20,18,19,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,2,5,7,8,10,9,9,9,9,10,9,13,15,15,12,6,6,8,12,13,12,8,8,11,9,9,19,28,32,34,35,32,32,33,33,29,28,20,14,15,0,13,12,5,2,0,1,0,0,3,4,5,0,7,2,0,8,10,7,6,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,3,8,14,20,29,33,31,29,17,17,16,18,17,16,16,11,17,18,16,8,10,7,6,6,5,7,5,8,9,8,9,7,8,9,8,10,7,8,8,10,2,8,7,3,2,2,3,3,0,5,7,4,10,12,12,13,18,17,18,19,23,20,18,14,15,14,13,10,9,7,8,9,10,8,7,8,6,4,6,3,7,4,3,2,2,1,1,0,0,0,0
2022-04-06 07:00:00,8,14,22,31,41,52,49,43,42,41,45,40,28,27,25,25,27,25,25,24,23,17,15,14,16,14,13,14,17,23,18,17,16,17,17,16,17,16,12,13,11,12,10,8,7,6,8,13,0,18,21,14,16,26,28,33,39,43,45,48,44,38,34,27,24,23,25,19,17,12,10,9,7,6,7,6,5,4,5,6,4,4,4,1,3,2,0,3,1,0,0
2022-04-06 08:00:00,7,18,28,37,49,62,54,40,37,36,42,43,39,44,49,52,58,57,49,41,37,24,20,19,20,18,17,22,21,32,35,37,37,35,31,36,31,28,21,15,13,12,11,8,3,4,5,7,7,11,20,23,27,35,33,44,57,53,52,56,50,44,39,39,38,38,40,30,21,18,12,13,14,12,10,7,10,6,10,8,8,7,7,6,5,3,3,2,1,0,0
2022-04-06 09:00:00,4,14,20,26,38,39,36,33,34,34,33,31,24,22,22,24,27,25,27,20,17,15,13,13,11,10,12,12,14,16,14,13,18,19,17,16,17,19,17,15,10,11,9,6,2,2,4,7,3,11,14,18,20,16,18,27,28,28,29,31,30,25,25,25,19,18,14,12,11,9,7,8,8,7,6,6,5,6,8,9,9,5,5,5,5,4,3,3,1,1,0
2022-04-06 10:00:00,4,5,10,14,21,24,25,23,24,16,21,23,20,21,20,21,22,18,22,20,21,20,20,13,18,14,10,14,16,17,16,11,17,13,16,15,18,19,23,21,16,18,11,4,3,3,4,7,0,8,9,13,14,17,21,17,23,23,25,24,25,25,22,15,11,13,9,9,7,8,9,12,11,13,12,12,12,11,7,9,7,7,9,9,6,4,5,3,2,2,0
2022-04-06 11:00:00,3,5,10,12,18,19,16,18,19,8,18,16,20,19,18,12,18,16,13,14,13,13,14,12,13,10,11,14,13,17,22,21,22,20,20,18,18,16,13,13,11,7,6,5,3,2,4,6,0,12,13,15,9,15,18,17,18,16,18,20,21,21,19,16,15,14,13,18,15,16,9,17,18,19,17,17,15,15,10,9,11,12,12,10,9,9,6,4,2,0,0
2022-04-06 12:00:00,2,6,12,13,17,21,20,19,19,21,23,25,24,26,23,23,23,27,27,27,23,19,17,16,16,13,13,13,15,19,20,19,18,15,21,20,20,19,15,14,10,7,6,4,1,3,10,15,6,18,18,19,20,23,21,21,21,23,23,23,27,28,22,19,18,18,17,15,18,14,15,11,11,15,11,11,12,14,14,13,12,14,13,11,11,7,5,5,3,2,0
2022-04-06 13:00:00,5,7,12,16,19,22,22,20,18,20,21,23,19,20,22,20,14,19,18,26,23,23,26,24,18,17,13,17,17,17,17,17,15,18,17,19,18,17,13,13,10,7,8,5,4,3,3,7,3,11,12,14,11,14,15,18,18,17,17,21,19,19,18,14,20,21,20,22,21,16,19,22,20,18,17,19,17,18,19,16,14,14,15,14,13,11,6,4,2,1,0
2022-04-06 14:00:00,3,7,7,10,13,13,13,15,14,11,16,15,17,18,16,15,11,13,12,11,13,16,16,16,23,17,19,20,24,26,25,21,21,21,18,15,17,20,18,18,12,15,9,7,5,4,5,7,2,14,16,15,16,17,19,21,19,18,19,19,19,20,19,15,18,15,16,15,16,17,16,16,17,18,14,11,15,18,19,18,17,14,15,13,12,7,8,7,4,1,0
2022-04-06 15:00:00,4,9,11,9,10,10,8,11,11,10,19,15,14,16,13,13,18,18,16,15,16,17,18,18,19,21,21,28,30,30,28,27,25,20,23,19,17,17,16,17,14,12,11,5,6,4,5,9,0,22,22,24,24,17,17,18,20,22,23,22,19,18,18,17,19,18,20,24,23,23,26,26,26,21,21,17,21,24,24,17,17,19,22,21,17,11,10,9,6,4,0
2022-04-06 16:00:00,1,6,9,13,12,13,11,11,8,12,17,15,13,16,19,17,23,21,17,20,20,19,19,24,25,25,30,32,30,34,28,28,26,24,25,23,22,23,25,21,23,21,15,16,6,8,8,12,0,18,21,23,20,18,18,18,19,21,23,20,22,23,22,27,31,28,28,28,31,34,30,31,34,29,29,28,26,33,32,27,29,34,32,31,24,21,19,16,8,4,0
2022-04-06 17:00:00,3,7,9,11,16,20,19,18,17,15,17,15,15,15,18,16,14,15,10,12,11,18,17,19,18,25,35,34,36,45,46,45,46,41,38,37,39,37,33,24,23,17,13,10,8,6,6,8,0,18,25,34,32,33,26,28,28,22,19,26,23,26,20,26,26,26,28,28,31,44,51,54,50,44,43,41,39,40,39,37,37,34,30,28,22,14,11,12,7,3,0
2022-04-06 18:00:00,3,6,11,12,15,16,14,15,14,16,18,18,17,16,18,19,18,18,18,29,33,37,39,44,47,48,49,48,42,40,41,40,44,43,40,44,44,33,27,31,29,28,26,15,9,7,6,10,4,27,28,28,28,25,25,28,28,30,27,28,25,29,24,26,35,37,38,39,42,46,48,51,49,50,48,46,45,45,44,40,42,46,57,51,39,21,14,12,6,4,0
2022-04-06 19:00:00,2,10,9,12,14,6,11,15,5,7,14,14,16,17,16,15,18,13,11,16,19,14,15,16,22,24,25,28,23,28,29,26,29,27,32,29,26,22,24,23,21,19,15,10,8,6,7,11,5,21,20,17,15,15,14,13,15,13,14,17,15,14,17,18,21,24,23,25,31,38,40,39,34,37,42,35,31,33,30,28,23,39,36,32,24,18,16,11,7,2,0
2022-04-06 20:00:00,2,3,5,7,10,6,5,7,6,5,8,8,11,10,10,11,9,11,8,10,12,17,15,15,12,16,19,21,22,27,26,23,25,25,23,22,21,17,15,15,14,10,8,6,4,3,4,6,0,21,21,17,18,15,16,15,14,11,15,23,20,15,11,14,15,14,17,18,21,25,22,21,21,20,20,21,20,27,30,23,23,25,27,25,22,13,9,8,5,2,0
2022-04-06 21:00:00,1,3,4,4,7,6,5,5,4,3,9,8,10,8,8,8,9,12,8,10,15,17,20,20,21,22,25,27,26,25,20,23,21,20,18,17,15,11,13,11,14,10,8,7,6,3,2,4,0,14,13,18,16,13,12,12,11,9,10,9,8,7,9,9,9,9,12,15,18,19,21,21,21,22,21,20,21,22,20,19,20,22,23,22,20,15,12,9,4,1,0
2022-04-06 22:00:00,0,1,4,5,2,6,10,5,10,11,10,11,12,13,13,11,11,10,11,12,11,14,16,21,21,23,28,27,24,23,23,21,21,19,18,15,15,13,13,12,12,10,9,9,5,6,6,6,5,14,19,21,23,16,16,16,13,12,12,13,13,12,9,12,11,11,15,22,23,22,24,28,30,28,28,26,25,31,31,31,27,23,26,18,21,14,12,9,9,8,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,1,0,0,0,8,9,14,9,10,15,15,11,14,16,10,14,13,16,18,13,10,8,8,11,10,9,8,9,8,6,6,1,23,25,19,25,24,21,16,14,16,11,17,15,13,14,14,16,18,20,22,22,22,23,27,22,20,12,17,15,17,16,13,15,18,20,19,14,9,8,7,4,2,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,13,17,22,25,30,32,30,23,9,9,25,21,20,0,10,11,23,20,19,19,19,17,14,14,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,4,6,7,8,12,8,16,15,12,11,11,9,9,10,9,11,11,11,12,13,12,11,13,12,12,10,29,31,32,34,34,33,32,32,29,27,23,18,17,0,15,11,6,4,1,2,2,0,1,3,3,0,3,5,5,5,8,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,3,7,17,18,23,28,28,24,20,14,21,14,11,11,9,7,9,9,9,9,8,7,8,10,1,8,6,7,8,13,11,8,7,10,8,7,8,6,5,8,7,5,4,3,2,2,3,2,0,4,5,6,7,11,12,12,17,20,19,18,16,15,13,11,12,9,8,7,7,6,5,5,5,4,3,7,5,6,5,4,3,2,3,0,2,0,1,0,0,0,0
2022-04-07 07:00:00,8,19,33,38,55,65,58,44,41,41,45,42,27,25,27,29,30,31,28,23,23,22,16,15,13,15,14,13,13,15,12,13,13,14,12,11,13,10,10,12,12,12,8,4,2,3,9,9,0,12,13,15,17,30,30,37,38,44,44,45,41,40,39,34,29,19,17,14,12,10,7,6,8,5,3,6,5,3,6,7,6,8,7,6,6,3,0,2,1,0,0
2022-04-07 08:00:00,9,19,32,46,67,68,57,48,43,44,46,53,50,53,59,56,59,58,45,39,30,27,25,24,26,27,25,32,31,40,38,34,37,36,32,27,28,28,25,23,14,14,13,5,4,6,5,9,5,13,17,16,19,31,40,47,51,56,56,53,51,47,49,37,31,28,25,29,23,20,16,20,16,13,15,13,13,9,9,7,6,7,6,5,4,5,4,1,4,1,0
2022-04-07 09:00:00,3,9,14,19,24,29,26,28,28,27,27,27,20,19,20,21,25,25,23,18,16,17,16,14,13,11,10,8,9,10,10,11,12,9,15,16,20,22,17,16,14,12,10,4,2,2,4,9,2,12,15,12,15,20,22,22,27,30,29,30,28,29,26,22,18,16,14,13,9,9,6,10,6,12,6,5,9,9,8,6,8,7,7,5,6,5,2,2,1,0,0
2022-04-07 10:00:00,4,9,11,16,17,22,23,24,25,24,25,22,18,17,19,18,19,19,16,17,19,19,17,18,16,16,16,16,16,17,16,17,17,19,22,26,23,25,22,20,16,12,11,5,2,4,6,13,12,16,15,8,9,14,18,20,24,26,26,21,25,22,20,12,13,11,9,9,8,6,8,10,10,11,10,9,8,10,9,6,8,8,11,9,5,4,4,8,0,0,0
2022-04-07 11:00:00,3,10,11,17,18,21,23,19,16,11,15,15,14,14,16,15,17,19,18,19,16,15,12,15,14,17,17,20,20,18,19,20,20,19,18,15,14,13,12,18,18,17,12,6,6,4,4,6,0,14,16,16,17,16,17,18,19,19,17,21,20,20,22,20,14,13,12,7,7,13,7,11,9,9,9,10,10,16,13,9,7,9,6,7,5,4,5,3,5,2,0
