Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_삼송주유소앞,4_삼송역,5_세수동,6_명현학교,7_고양중학교,8_고양동산초등학교,9_동산마을22단지,10_스타필드고양,11_창릉동주민센터.용사촌입구,12_큰골입구,13_동산동능모퉁이.한국지역난방공사,14_은평뉴타운10단지,15_구파발역입구,16_박석고개.신도고등학교,17_세명컴퓨터고등학교,18_연신내역.연서시장,19_동명여고.천주교불광동성당,20_불광역3.6호선,21_불광역3호선.서울혁신파크,22_한전성서지사.북한산푸르지오,23_녹번역,24_산골고개,25_홍제역(중).서대문세무서,26_홍제삼거리.인왕산한신휴플러스,27_무악재역,28_안산초등학교,29_독립문역.한성과학고,30_영천시장,31_금화초등학교.서울시교육청,32_서대문역사거리.농협중앙회,33_서울역사박물관.경희궁앞,34_광화문,35_을지로입구역.광교,36_롯데백화점,37_신세계앞,38_남대문시장.회현역,39_경찰청.동북아역사재단,40_서대문경찰서.농협은행.유관순활동터,41_영천시장,42_독립문역.한성과학고,43_무악재역,44_인왕산.홍제원아파트,45_홍제역(중).서대문세무서,46_산골고개,47_녹번역,48_한전성서지사.북한산푸르지오,49_불광역3호선.서울혁신파크,50_불광역3.6호선,51_동명여고.천주교불광동성당,52_연신내역.연서시장,53_세명컴퓨터고등학교,54_박석고개.신도고등학교,55_구파발역입구,56_은평뉴타운10단지,57_동산동능모퉁이.한국지역난방공사,58_창릉동주민센터.용사촌입구,59_스타필드고양,60_동산마을22단지,61_고양동산초등학교,62_고양중학교,63_명현학교,64_세수동,65_삼송역,66_삼송주유소,67_진관공영차고지,66_힐스테이트삼송역,67_삼송주유소,68_진관공영차고지,3_삼송테크노밸리,6_삼송마을16.17단지,11_용사촌입구,58_용사촌입구.밥할머니공원앞,63_삼송마을20단지,67_삼송테크노밸리
2022-03-08 08:00:00,1,0,0.0,7,7,8.0,9,11,19,17,25.0,30,28,28,25,30,30,26,27,31,30,35,34,34,44,49,51,51,47,49,41,31,25,18,10,5,5,7,10,7,9,5,8,10,11,14,14,13,11,13,17,30,34,33,32,29,21,15.0,7,11,10,10,3.0,11,3,0.0,0.0,,,,,,,,,
2022-03-08 09:00:00,0,0,0.0,3,2,4.0,6,11,16,16,18.0,20,11,11,17,20,25,19,20,19,21,22,20,21,26,32,28,27,30,28,26,20,15,12,8,9,5,3,3,3,5,0,4,1,2,4,5,8,5,8,6,7,10,9,11,11,8,6.0,4,3,5,4,0.0,3,1,0.0,0.0,,,,,,,,,
2022-03-08 10:00:00,1,0,0.0,2,2,0.0,6,8,10,11,12.0,13,14,12,10,11,15,12,13,12,11,12,11,13,18,22,12,0,20,20,15,9,9,9,6,7,4,4,3,5,5,5,7,8,11,12,13,13,10,17,6,7,8,8,9,10,5,6.0,2,0,2,0,2.0,2,1,0.0,0.0,,,,,,,,,
2022-03-08 11:00:00,0,1,0.0,1,0,1.0,5,6,8,9,7.0,8,8,8,9,13,15,14,16,14,16,17,10,17,18,18,20,0,21,22,20,20,17,15,13,10,7,8,7,8,8,9,7,6,9,10,10,16,18,17,17,13,15,17,18,18,0,13.0,3,1,3,4,0.0,2,0,0.0,0.0,,,,,,,,,
2022-03-08 12:00:00,0,0,0.0,1,2,0.0,6,11,10,15,19.0,9,0,18,15,16,17,14,12,13,15,15,14,13,12,11,0,0,9,5,0,7,6,4,3,3,4,6,8,5,12,12,11,11,14,17,16,14,10,10,9,11,9,11,12,12,13,9.0,3,1,4,3,0.0,2,1,0.0,0.0,,,,,,,,,
2022-03-08 13:00:00,0,0,0.0,1,0,3.0,4,4,11,11,7.0,12,14,15,13,13,11,11,11,9,14,15,14,12,22,23,22,21,20,16,13,11,11,10,8,9,9,8,9,6,7,9,6,8,12,17,16,15,14,19,17,17,16,14,15,15,14,12.0,8,5,4,2,1.0,3,0,0.0,0.0,,,,,,,,,
2022-03-08 14:00:00,0,0,0.0,1,2,0.0,2,5,3,9,10.0,10,11,11,10,12,13,15,12,10,8,7,6,8,7,6,0,0,6,7,4,7,6,7,8,7,8,14,12,13,14,10,9,16,13,12,10,12,15,16,12,18,21,22,28,31,29,28.0,11,8,5,3,1.0,2,0,0.0,0.0,,,,,,,,,
2022-03-08 15:00:00,1,0,1.0,3,2,3.0,6,8,10,22,24.0,23,4,13,11,16,12,14,13,14,13,12,8,10,10,13,6,15,12,8,4,6,5,6,10,12,10,13,17,21,24,26,25,24,21,18,20,18,15,15,15,17,18,17,15,15,14,13.0,8,6,7,6,4.0,0,0,0.0,0.0,,,,,,,,,
2022-03-08 16:00:00,0,0,1.0,1,0,1.0,3,2,8,10,11.0,12,13,19,16,17,29,22,21,20,20,19,24,21,16,19,17,16,16,19,17,13,15,16,7,9,9,18,22,25,27,26,25,23,21,24,22,20,21,23,23,24,26,25,24,26,24,19.0,13,12,12,6,0.0,3,1,0.0,0.0,,,,,,,,,
2022-03-08 17:00:00,0,0,1.0,4,3,4.0,4,9,16,24,27.0,28,27,26,24,16,23,18,12,8,10,7,9,6,8,0,0,2,9,6,5,3,7,7,17,14,15,29,36,34,35,38,36,34,30,29,31,30,31,32,26,29,27,25,21,21,19,14.0,9,6,20,20,7.0,17,1,0.0,0.0,,,,,,,,,
2022-03-08 18:00:00,1,0,2.0,6,5,6.0,6,7,10,21,18.0,20,22,22,18,17,20,26,25,22,20,24,23,15,11,13,12,12,16,15,12,11,12,13,15,23,22,28,50,60,59,57,55,51,48,47,46,47,40,35,30,32,27,29,35,36,31,23.0,21,8,7,7,1.0,7,1,0.0,0.0,,,,,,,,,
2022-03-08 19:00:00,1,0,2.0,6,3,0.0,4,5,7,16,20.0,19,19,0,20,24,19,16,17,13,17,14,22,21,13,11,10,5,7,9,0,3,8,5,6,11,18,21,23,29,31,30,28,24,19,19,22,21,25,24,20,26,22,23,23,26,21,13.0,15,11,7,5,3.0,2,0,0.0,0.0,,,,,,,,,
2022-03-08 20:00:00,0,1,0.0,2,1,0.0,2,2,6,16,12.0,4,0,9,9,10,8,9,3,6,11,10,6,5,6,4,0,0,6,5,4,0,4,3,3,5,12,13,19,24,30,25,24,24,26,26,24,22,22,19,19,18,14,13,11,0,21,20.0,17,14,8,7,2.0,7,0,0.0,0.0,,,,,,,,,
2022-03-08 21:00:00,0,0,0.0,5,3,1.0,2,1,2,9,11.0,12,11,13,10,11,8,10,0,7,9,0,5,5,4,4,5,0,4,5,4,3,2,1,2,3,5,10,15,17,17,12,15,16,14,18,19,16,20,20,18,21,16,13,15,14,13,11.0,13,11,8,6,3.0,1,2,0.0,0.0,,,,,,,,,
2022-03-08 22:00:00,0,0,0.0,0,0,0.0,1,2,10,16,21.0,3,2,20,17,15,10,9,2,8,8,9,8,7,10,12,9,2,7,3,4,3,2,3,5,5,6,10,13,12,11,13,7,13,15,18,14,14,15,19,15,18,16,17,17,15,15,14.0,10,11,9,5,5.0,3,0,0.0,0.0,,,,,,,,,
2022-03-08 23:00:00,0,0,0.0,2,0,1.0,1,1,3,0,2.0,0,0,4,5,0,6,13,4,14,17,16,17,4,7,8,3,0,7,0,0,1,0,1,1,0,0,5,6,9,11,0,0,10,16,16,14,12,10,8,9,17,13,12,12,14,9,11.0,9,6,4,2,0.0,0,1,0.0,0.0,,,,,,,,,
2022-03-09 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 04:00:00,1,0,0.0,3,0,4.0,3,3,3,2,4.0,0,0,2,3,0,6,7,7,7,6,0,7,0,6,8,9,8,6,7,6,0,5,4,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 05:00:00,0,0,0.0,1,0,0.0,2,2,5,7,9.0,10,0,4,9,1,8,8,10,12,3,0,0,9,0,0,0,6,5,5,0,1,4,3,2,1,0,8,2,9,12,11,9,4,10,10,9,10,9,7,6,5,4,4,0,0,0,0.0,0,0,1,0,0.0,2,0,0.0,0.0,,,,,,,,,
2022-03-09 06:00:00,0,0,0.0,1,0,0.0,2,3,5,1,7.0,8,6,0,5,4,8,8,6,8,8,10,7,6,8,6,0,7,4,8,2,7,6,4,3,1,1,3,3,5,6,8,0,10,11,11,5,10,4,7,6,5,6,5,5,6,5,2.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 07:00:00,0,1,0.0,0,0,2.0,3,7,10,5,4.0,0,0,3,0,4,9,7,9,9,8,3,5,7,8,4,0,6,7,5,6,6,3,2,1,5,0,1,0,2,1,1,0,0,4,3,3,2,0,0,4,4,4,4,5,5,2,2.0,0,1,3,0,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-09 08:00:00,0,0,0.0,1,0,0.0,2,5,5,6,7.0,8,0,7,8,0,11,9,9,10,10,9,10,11,11,11,11,12,11,11,10,9,8,8,7,5,5,4,5,4,3,4,5,3,5,5,6,7,9,10,9,7,11,14,19,15,13,5.0,2,0,2,0,1.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 09:00:00,0,1,0.0,1,0,3.0,4,7,12,13,13.0,15,10,14,11,12,16,11,13,16,17,20,19,16,20,16,21,0,16,13,9,8,11,10,8,7,5,4,2,2,6,7,9,3,14,17,20,20,21,13,14,9,12,12,15,18,17,14.0,8,4,2,0,0.0,1,0,0.0,0.0,,,,,,,,,
2022-03-09 10:00:00,0,0,0.0,1,0,0.0,4,8,10,11,15.0,15,14,16,15,15,17,17,15,13,14,18,20,17,15,18,19,20,19,15,14,13,13,15,16,11,8,5,7,11,14,13,12,10,11,6,9,13,13,14,15,15,16,19,21,22,14,6.0,5,4,4,1,0.0,2,0,0.0,0.0,,,,,,,,,
2022-03-09 11:00:00,0,1,0.0,2,2,0.0,5,14,16,24,26.0,27,10,9,29,27,29,24,20,21,20,21,20,18,18,20,0,22,19,19,17,14,13,10,10,8,6,5,6,7,9,6,0,8,9,10,17,16,15,18,15,24,23,25,32,31,26,20.0,8,6,5,5,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 12:00:00,0,0,0.0,2,3,3.0,4,10,13,18,19.0,0,9,11,17,20,17,19,20,21,20,22,26,24,17,17,18,20,19,20,0,16,15,15,10,12,8,8,9,3,11,12,12,9,16,18,19,20,20,24,23,25,26,27,24,26,24,15.0,5,1,6,5,0.0,4,0,0.0,0.0,,,,,,,,,
2022-03-09 13:00:00,1,0,0.0,1,2,1.0,5,6,11,17,14.0,19,17,13,15,15,21,24,24,25,26,30,27,24,24,20,25,24,25,26,24,20,15,13,9,9,10,10,11,14,16,13,12,19,24,21,17,16,17,19,20,26,24,28,31,23,22,14.0,10,8,6,5,2.0,1,0,0.0,0.0,,,,,,,,,
2022-03-09 14:00:00,0,0,0.0,3,4,1.0,4,3,6,15,19.0,17,16,17,16,17,17,16,18,12,12,9,12,13,16,14,13,15,15,12,13,0,12,13,11,15,11,14,16,15,19,21,20,17,22,21,26,27,24,29,28,31,25,23,29,30,31,27.0,10,9,4,4,5.0,0,2,1.0,0.0,,,,,,,,,
2022-03-09 15:00:00,0,0,0.0,1,0,0.0,3,6,10,16,18.0,19,0,20,17,16,16,13,11,10,11,9,10,11,13,14,15,12,13,15,12,11,12,11,11,14,11,14,17,18,16,15,0,15,15,13,19,17,19,19,17,30,31,21,26,0,30,22.0,5,3,5,4,2.0,4,0,0.0,0.0,,,,,,,,,
2022-03-09 16:00:00,1,1,0.0,0,0,1.0,0,2,4,23,30.0,31,0,25,0,23,20,19,20,20,27,21,16,13,11,14,10,0,15,13,9,5,8,6,5,9,12,26,25,29,34,34,32,13,14,12,14,13,13,14,15,20,23,25,29,16,28,16.0,10,7,6,4,1.0,3,0,0.0,0.0,,,,,,,,,
2022-03-09 17:00:00,1,0,0.0,0,0,0.0,5,3,9,27,38.0,39,12,36,35,31,27,20,19,20,19,14,16,14,11,14,11,10,9,11,0,9,7,7,5,6,12,24,25,27,29,33,29,30,29,28,26,25,23,23,21,24,31,22,32,36,33,27.0,13,10,5,1,0.0,5,0,1.0,0.0,,,,,,,,,
2022-03-09 18:00:00,1,0,0.0,2,0,0.0,4,4,7,26,30.0,31,30,30,31,26,25,21,21,21,23,22,17,18,13,13,11,10,12,10,8,11,10,10,5,3,5,10,14,19,21,21,17,18,19,18,5,17,17,15,14,18,17,18,22,21,20,16.0,9,7,5,3,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 19:00:00,0,0,1.0,2,0,0.0,1,2,3,22,28.0,23,27,26,23,22,18,12,13,11,14,16,13,12,10,6,0,0,6,3,5,3,2,7,9,14,14,18,21,22,15,22,20,18,17,19,19,16,20,22,19,16,12,12,14,13,12,12.0,9,7,5,2,1.0,1,0,0.0,0.0,,,,,,,,,
2022-03-09 20:00:00,0,0,0.0,2,1,0.0,2,1,5,24,25.0,23,23,11,19,17,14,12,11,11,8,7,6,4,3,2,0,1,3,4,0,2,3,2,4,9,11,16,9,8,12,11,0,10,11,11,9,14,15,13,14,16,15,14,13,11,12,10.0,8,6,3,2,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 21:00:00,0,0,0.0,1,0,0.0,0,1,5,18,16.0,18,8,16,13,11,10,9,4,7,12,10,8,4,6,5,4,3,4,4,0,1,0,1,1,4,3,3,7,18,9,16,14,13,11,12,12,11,13,14,11,13,12,7,11,9,9,8.0,5,6,4,1,0.0,0,1,0.0,0.0,,,,,,,,,
2022-03-09 22:00:00,0,0,0.0,1,2,3.0,3,3,2,8,19.0,0,18,1,16,1,14,18,16,13,18,15,15,12,8,8,7,0,5,5,0,3,1,3,6,8,7,13,14,13,12,10,0,13,9,8,9,7,8,6,3,12,14,5,14,13,12,8.0,5,5,3,1,1.0,0,0,0.0,0.0,,,,,,,,,
2022-03-09 23:00:00,0,0,0.0,2,3,0.0,1,2,3,0,6.0,7,0,0,6,6,0,7,8,7,8,5,9,2,4,3,2,0,2,0,0,1,0,3,4,4,3,10,8,8,7,0,0,1,13,7,0,11,10,12,11,13,9,8,10,7,9,8.0,5,4,2,3,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-10 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-10 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-10 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-10 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-10 04:00:00,2,0,1.0,1,2,0.0,9,11,13,12,13.0,12,11,10,0,0,13,14,16,16,17,14,18,19,22,25,16,0,23,22,0,20,16,13,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-10 05:00:00,0,1,0.0,2,3,2.0,6,7,9,11,15.0,5,4,13,10,10,13,9,12,11,9,10,15,19,18,19,0,0,9,19,18,14,12,8,4,5,6,4,3,9,10,8,7,6,10,9,11,11,9,8,8,10,9,9,7,6,3,4.0,3,2,3,4,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-10 06:00:00,0,0,0.0,2,0,3.0,6,14,14,15,16.0,17,16,12,15,11,13,13,14,17,17,18,19,17,11,18,0,18,16,15,14,11,8,3,4,2,0,1,3,2,4,3,2,0,5,2,4,0,5,4,5,6,7,5,4,6,3,2.0,1,1,4,0,2.0,4,1,0.0,0.0,,,,,,,,,
2022-03-10 07:00:00,0,1,1.0,2,3,5.0,9,21,29,32,35.0,41,40,38,33,34,38,22,24,25,26,28,31,33,35,34,35,26,37,32,32,26,18,15,12,7,4,2,3,3,5,4,9,11,15,14,21,22,27,28,11,21,18,17,17,16,13,9.0,2,7,18,18,17.0,8,0,0.0,0.0,,,,,,,,,
2022-03-10 08:00:00,1,0,0.0,8,3,12.0,13,17,24,25,30.0,32,29,29,26,32,40,31,37,46,47,50,48,48,48,49,55,56,57,52,43,38,26,19,10,5,3,5,5,9,14,11,9,8,9,9,12,20,14,18,15,24,24,25,30,27,13,12.0,14,13,14,13,16.0,16,3,0.0,0.0,,,,,,,,,
2022-03-10 09:00:00,0,0,0.0,1,1,0.0,4,12,17,20,21.0,24,8,24,22,16,25,22,23,22,16,19,17,19,22,27,30,28,32,27,24,19,17,19,14,6,3,2,3,5,7,6,4,7,10,11,12,11,12,11,11,11,13,10,14,13,7,6.0,5,3,3,1,0.0,2,0,0.0,0.0,,,,,,,,,
2022-03-10 10:00:00,0,1,0.0,1,3,4.0,5,8,12,12,14.0,15,14,16,13,17,17,14,11,15,16,16,17,16,15,18,0,10,18,8,14,12,12,14,9,7,6,6,6,5,6,4,3,4,6,5,6,7,8,8,7,8,10,11,11,7,10,6.0,4,3,2,0,2.0,2,0,0.0,0.0,,,,,,,,,
2022-03-10 11:00:00,0,1,0.0,2,1,2.0,4,5,7,8,10.0,12,8,12,10,8,9,7,4,5,6,5,7,5,6,7,9,6,4,18,17,13,10,9,8,6,5,4,7,9,3,0,0,9,4,8,9,10,0,8,3,7,6,0,7,6,6,5.0,4,3,4,3,1.0,2,0,0.0,0.0,,,,,,,,,
2022-03-10 12:00:00,0,0,0.0,2,0,2.0,2,6,9,12,12.0,13,11,12,10,10,10,10,11,10,16,15,13,8,10,12,7,0,11,11,8,9,11,12,10,7,12,10,11,13,14,14,7,6,15,14,15,16,16,20,18,21,22,23,22,8,17,14.0,7,6,5,4,3.0,5,1,0.0,0.0,,,,,,,,,
2022-03-10 13:00:00,0,1,0.0,1,2,3.0,10,11,13,13,15.0,5,8,14,12,11,14,15,17,18,15,15,14,10,12,13,13,15,14,11,11,8,6,9,10,7,7,9,9,10,10,13,9,11,11,13,0,11,11,9,12,14,12,18,17,15,5,13.0,6,3,3,2,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-10 14:00:00,1,0,1.0,2,0,0.0,3,5,12,17,11.0,18,17,10,15,14,14,22,19,17,17,16,15,13,12,0,11,10,12,10,8,11,11,10,9,8,8,8,10,12,15,11,9,14,18,19,19,20,22,12,10,16,19,21,24,23,11,8.0,6,5,5,3,0.0,2,0,0.0,0.0,,,,,,,,,
2022-03-10 15:00:00,1,0,1.0,1,2,0.0,4,6,7,14,17.0,14,10,18,15,17,17,11,12,14,14,9,11,9,13,12,11,10,12,10,5,4,5,11,11,13,12,16,17,18,16,16,17,17,18,16,16,14,20,25,20,23,17,20,26,16,25,18.0,11,8,7,5,6.0,2,0,0.0,0.0,,,,,,,,,
2022-03-10 16:00:00,0,0,0.0,3,2,1.0,5,4,9,13,19.0,6,19,10,16,15,18,24,41,37,34,31,20,18,12,10,9,8,6,10,9,4,5,5,5,6,14,26,30,33,24,24,22,21,24,23,21,21,20,18,18,20,21,23,18,17,13,12.0,10,8,13,5,6.0,4,1,0.0,0.0,,,,,,,,,
2022-03-10 17:00:00,0,0,2.0,4,5,4.0,5,11,14,19,22.0,25,23,20,17,17,15,12,9,6,7,8,10,8,6,11,8,12,10,9,7,9,14,13,12,24,17,25,31,38,39,36,33,39,39,36,30,31,29,31,25,27,25,22,25,25,22,19.0,11,8,34,31,29.0,4,1,0.0,0.0,,,,,,,,,
2022-03-10 18:00:00,0,2,3.0,6,0,3.0,5,8,13,23,28.0,29,31,29,25,23,21,16,17,12,12,15,10,8,5,6,5,6,3,3,4,8,19,21,24,22,22,24,38,53,58,56,52,50,47,43,41,42,42,48,46,52,42,39,39,36,32,19.0,12,8,7,3,2.0,3,1,0.0,0.0,,,,,,,,,
2022-03-10 19:00:00,0,0,0.0,3,4,0.0,2,3,4,9,10.0,11,8,12,10,11,11,10,8,4,8,9,9,7,5,3,0,0,3,3,3,4,6,5,7,9,17,20,23,25,25,26,28,32,38,33,29,27,26,21,24,39,33,33,34,34,33,24.0,20,18,9,2,1.0,1,0,0.0,0.0,,,,,,,,,
2022-03-10 20:00:00,0,0,0.0,2,3,0.0,3,4,6,11,14.0,13,5,13,12,9,11,9,8,6,8,7,6,4,5,8,0,6,2,1,1,2,3,4,3,6,11,12,20,19,21,17,21,20,17,18,18,17,15,21,20,24,20,19,18,10,14,11.0,9,7,7,4,0.0,1,0,0.0,0.0,,,,,,,,,
2022-03-10 21:00:00,0,1,0.0,5,4,3.0,3,4,6,15,17.0,18,12,17,8,13,12,10,11,12,11,9,5,10,6,7,8,5,7,6,4,4,6,5,4,5,6,9,11,14,10,14,9,9,13,10,9,9,9,10,8,16,16,15,13,12,11,9.0,6,7,5,4,3.0,4,1,0.0,0.0,,,,,,,,,
2022-03-10 22:00:00,0,0,0.0,1,0,2.0,1,0,9,21,25.0,2,26,2,7,22,0,11,9,10,11,10,7,3,2,3,4,3,8,8,7,5,4,2,2,6,5,13,12,16,14,16,15,14,15,14,14,14,17,16,14,21,22,21,23,11,22,19.0,16,10,6,4,3.0,1,0,0.0,0.0,,,,,,,,,
2022-03-10 23:00:00,0,0,0.0,2,0,0.0,1,1,1,0,2.0,0,0,2,3,5,3,8,9,8,11,12,2,5,8,8,7,0,5,4,2,3,0,1,4,2,6,11,8,10,10,0,9,9,12,11,10,8,10,10,9,14,13,13,16,14,10,9.0,6,6,3,2,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-11 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-11 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-11 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-11 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-11 04:00:00,2,1,0.0,2,2,2.0,8,10,16,0,17.0,9,15,10,9,0,17,19,0,20,22,0,21,22,23,24,13,12,22,19,18,16,15,14,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-11 05:00:00,0,0,0.0,1,2,1.0,5,6,7,13,15.0,16,0,9,10,12,14,12,12,7,12,15,13,6,9,10,0,3,11,10,9,10,8,5,3,5,2,5,0,6,6,5,7,8,9,7,8,9,6,7,6,7,6,7,0,6,4,3.0,0,0,2,2,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-11 06:00:00,0,1,0.0,1,0,2.0,7,16,14,15,15.0,16,17,18,15,16,16,16,17,15,12,17,18,18,23,10,12,16,17,17,16,8,7,6,5,2,2,1,2,3,2,0,0,0,5,9,8,9,8,8,7,5,4,3,1,2,1,0.0,1,0,2,3,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-11 07:00:00,0,0,0.0,2,3,5.0,10,20,30,27,36.0,37,35,36,32,39,49,31,29,25,28,28,28,28,30,32,35,32,29,27,25,17,15,13,10,8,4,2,2,3,4,6,7,11,20,22,21,25,28,31,15,23,19,16,14,6,6,1.0,5,4,11,12,14.0,12,1,0.0,0.0,,,,,,,,,
2022-03-11 08:00:00,0,0,0.0,5,7,8.0,12,11,14,11,17.0,30,28,30,29,29,40,33,34,28,26,30,24,29,43,47,49,49,43,42,34,28,27,24,13,6,3,5,6,6,4,7,0,6,10,12,11,10,11,16,19,27,29,32,34,29,12,8.0,7,9,10,10,10.0,17,2,0.0,0.0,,,,,,,,,
2022-03-11 09:00:00,0,0,0.0,1,0,0.0,5,11,17,14,0.0,0,18,22,21,21,24,18,17,16,16,17,16,19,26,29,28,31,32,31,27,24,21,18,14,12,5,2,2,5,3,3,4,6,6,8,7,10,7,8,9,8,10,8,8,9,7,4.0,2,1,2,1,2.0,8,2,0.0,0.0,,,,,,,,,
2022-03-11 10:00:00,0,0,0.0,3,4,1.0,4,8,11,12,13.0,14,12,14,12,15,17,16,15,18,18,20,18,19,21,22,19,24,24,20,17,14,14,10,11,7,3,3,5,4,6,6,8,6,8,10,12,12,12,15,15,11,10,11,16,6,5,5.0,1,0,1,0,0.0,2,0,0.0,0.0,,,,,,,,,
2022-03-11 11:00:00,0,0,0.0,1,0,2.0,6,8,11,13,12.0,15,17,12,15,17,17,12,14,11,13,14,14,14,15,14,15,14,17,15,14,15,11,11,11,8,6,6,8,5,8,7,7,8,9,11,13,12,13,12,9,11,8,11,16,0,17,15.0,9,8,4,2,3.0,4,1,0.0,0.0,,,,,,,,,
