Unnamed: 0,1_덕은동종점,2_덕은동입구,3_대덕동주민센터,4_월드컵파크9.10.11.12단지,5_DMC첨단산업센터,6_수색교,7_수색역앞,8_디지털미디어시티역,9_북가좌동삼거리,10_DMC래미안e.편한세상요진아파트,11_모래내시장.가좌역,12_사천교,13_연희104고지앞.구성산회관,14_연남동,15_동교동삼거리,16_신촌역,17_신촌로터리,18_서강대학교,19_광성중고등학교,20_대흥역,21_용강초등학교,22_동도중학교.서울디자인고등학교,23_공덕역.1번.출구,24_공덕오거리,25_용마루고개.브라운스톤공덕아파트,26_용마루고개.효창파크푸르지오아파트,27_효창공원앞역,28_용산꿈나무종합타운.보건분소,29_원효로제1동주민센터,30_전쟁기념관,31_녹사평역,32_용산구청.크라운호텔,33_한강중학교앞,34_반포한강공원.세빛섬,35_서울지방조달청.서울성모병원,36_서울중앙지방검찰청대검찰청,37_서초역1번출구,38_지하철2호선교대역2,39_서초동유원아파트,40_롯데칠성,41_강남역.역삼세무서,42_역삼역.포스코타워역삼,43_한서병원,44_한국자산신탁.센터필드,45_선릉역,46_포스코빌딩,47_한국무역센터.삼성역,48_포스코건너편,49_선릉역,50_서울상록회관.한국기술센터,51_아가방빌딩.하나은행,52_역삼역,53_강남역12번출구,54_강남역.강남역사거리,55_서초동진흥아파트,56_서초동유원아파트,57_지하철2호선교대역4출구,58_교대역10번출구,59_서초역.서울중앙지법등기국,60_서울중앙지방검찰청,61_서울지방조달청.서울성모병원,62_반포한강공원.세빛섬,63_한강중학교,64_용산구청.크라운호텔,65_녹사평역,66_전쟁기념관,67_용산꿈나무종합타운.보건분소,68_효창공원앞역,69_용마루고개(서울자동차고등학교),70_용마루고개.신공덕삼성아파트,71_공덕오거리,72_공덕역.2번.출구,73_동도중학교.서울디자인고등학교,74_대흥역,75_광성중고등학교,76_서강대학교,77_신촌로터리,78_현대백화점,79_동교동삼거리연희동방면,80_연희동대우아파트,81_연희104고지앞.구성산회관,82_사천교,83_모래내시장.가좌역,84_DMC래미안e.편한세상요진아파트,85_북가좌동삼거리,86_디지털미디어시티역,87_수색역앞,88_수색교,89_DMC첨단산업센터,90_월드컵파크9.10.11.12단지,91_대덕동주민센터,92_덕은동입구,93_덕은동종점,27_효창공원앞역.이봉창역사울림관,68_효창공원앞역.이봉창역사울림관
2022-04-04 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,10,9,9,10,10,9,7,,5,4,4,6,5,3,4,6,3,7,10,9,6,8,6,4,4,1,3,4,6,10,12,11,12,14,18,18,17,17,16,18,0,20,21,20,20,18,19,18,,15,11,15,14,12,12,13,11,11,11,8,6,12,10,10,9,5,3,3,0,1,0,0,0,0,6.0,17.0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-05 04:00:00,0,0,1,1,2,3,4,5,6,4,12,13,17,19,24,23,15,25,15,26,14,21,15,15,0,18,,20,22,21,22,27,29,28,26,24,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0
2022-04-05 05:00:00,0,0,1,2,2,1,2,3,5,7,8,9,10,11,14,14,7,11,16,15,16,12,13,16,8,17,,9,18,22,21,22,21,15,20,20,25,23,19,27,26,20,20,18,15,7,5,6,7,4,9,8,7,6,8,7,6,5,6,0,7,0,9,0,10,11,10,,0,0,3,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,4.0
2022-04-05 06:00:00,1,0,0,5,6,10,8,9,10,14,19,21,22,30,28,24,9,12,25,14,16,18,19,21,22,24,,26,30,29,30,21,33,20,18,16,26,15,17,17,12,11,10,9,12,2,1,2,3,4,4,5,3,6,6,4,5,6,8,8,6,5,8,8,9,9,8,,4,6,7,7,4,6,7,6,6,9,6,8,9,14,6,13,12,18,18,16,13,12,9,0,0,24.0,5.0
2022-04-05 07:00:00,0,1,4,12,15,20,19,22,23,24,26,27,27,27,28,24,25,26,23,25,26,28,29,32,35,40,,41,46,48,50,48,47,32,37,33,30,34,34,30,31,26,19,15,24,4,6,4,6,6,7,6,8,10,13,17,20,25,33,28,20,19,26,23,21,19,18,,24,23,26,24,20,19,18,18,15,9,5,6,5,4,4,10,10,6,7,8,4,2,1,0,0,40.0,16.0
2022-04-05 08:00:00,0,0,1,6,11,18,16,13,14,15,16,17,17,26,26,26,28,28,28,28,30,26,30,30,30,29,,36,47,47,52,49,52,51,40,38,43,45,46,41,52,47,35,27,51,7,16,12,19,11,9,10,9,16,18,25,23,15,28,31,32,33,45,42,37,32,29,,30,29,22,18,18,16,14,12,10,9,8,7,6,0,5,4,4,11,11,11,4,3,1,0,0,31.0,29.0
2022-04-05 09:00:00,0,1,1,4,6,13,11,12,14,15,15,18,12,20,22,23,17,22,20,18,18,15,18,22,23,26,,24,30,34,39,39,41,40,33,30,28,27,29,29,37,32,25,20,33,6,4,6,12,18,13,11,10,18,18,19,21,21,27,25,26,24,24,21,20,21,13,,22,23,23,13,10,10,10,9,11,10,9,10,5,4,3,5,2,3,5,5,4,3,1,0,0,27.0,19.0
2022-04-05 10:00:00,0,1,1,5,6,4,6,5,9,6,12,10,8,13,12,12,10,13,13,10,11,12,13,14,18,19,,23,26,27,26,25,26,25,20,16,16,16,16,14,17,14,11,10,10,7,3,9,10,14,13,11,12,18,19,17,16,16,17,16,17,13,18,17,19,18,13,,17,18,15,18,18,20,18,19,17,14,13,8,6,6,5,6,4,4,5,0,3,2,1,0,0,22.0,15.0
2022-04-05 11:00:00,1,2,2,4,5,7,5,6,7,9,9,9,9,13,15,13,15,15,14,14,11,11,13,20,18,11,,15,24,21,23,24,25,21,23,15,21,14,15,13,12,8,7,9,10,6,5,7,8,9,10,11,14,21,19,10,16,16,23,23,22,19,18,18,15,16,15,,16,15,16,17,18,18,17,18,17,11,8,7,5,5,6,4,2,3,3,1,1,0,0,0,0,16.0,15.0
2022-04-05 12:00:00,0,2,0,3,5,3,6,5,4,6,7,8,7,11,5,10,11,13,9,16,17,19,20,16,16,15,,15,18,19,22,19,23,21,19,15,19,21,22,21,12,9,10,8,8,4,5,7,9,9,9,10,10,12,11,16,14,14,19,11,20,15,19,18,15,16,15,,15,12,10,10,10,10,6,1,9,9,7,7,3,2,3,3,2,4,3,2,1,0,0,0,0,16.0,18.0
2022-04-05 13:00:00,0,1,3,4,3,4,6,7,3,6,7,8,13,12,9,9,8,10,12,13,12,14,19,23,23,25,,26,27,26,27,21,25,20,19,17,16,17,16,16,13,11,11,10,7,3,7,9,11,12,13,15,15,19,18,18,20,18,23,19,26,24,20,24,23,21,19,,18,21,19,17,16,13,16,17,14,10,12,10,9,5,4,6,5,4,4,5,4,2,1,0,0,25.0,20.0
2022-04-05 14:00:00,0,1,0,5,8,8,10,10,12,10,9,10,10,11,14,15,13,10,14,12,11,11,13,14,13,14,,7,22,15,16,18,17,18,26,26,10,20,22,20,12,10,9,8,5,2,4,7,8,13,11,16,19,21,21,19,15,16,21,21,21,15,19,20,21,18,15,,16,17,17,16,14,15,10,9,9,9,8,6,6,5,5,6,4,4,3,3,2,1,0,0,0,20.0,15.0
2022-04-05 15:00:00,0,1,1,5,9,7,10,5,5,10,7,6,8,8,10,13,17,17,14,13,15,18,21,22,18,16,,14,15,17,17,14,14,16,14,13,18,20,21,22,19,15,13,11,10,5,6,7,10,11,11,13,13,18,21,18,19,20,26,28,36,37,35,40,38,36,33,,17,17,26,20,20,22,12,22,16,15,12,11,8,7,9,7,5,6,4,4,2,1,0,0,0,15.0,34.0
2022-04-05 16:00:00,1,26,9,28,25,23,14,8,7,7,8,9,10,12,13,18,16,17,21,17,20,25,28,28,23,24,,19,23,20,21,18,16,19,19,18,18,14,12,13,8,9,7,6,5,3,4,9,10,14,15,13,14,19,18,17,22,20,29,25,32,31,32,30,26,25,29,,31,29,25,21,22,20,21,21,23,20,16,13,14,13,14,11,15,16,7,16,10,1,0,0,0,21.0,30.0
2022-04-05 17:00:00,0,22,12,24,25,25,22,12,12,13,12,8,11,16,15,14,14,16,15,16,18,18,20,23,22,21,,21,21,30,31,23,24,25,32,28,24,18,21,26,21,18,11,8,9,3,4,18,18,24,20,22,24,24,24,22,19,20,28,30,54,56,52,51,44,41,29,,32,30,25,23,20,21,22,22,18,18,16,14,9,11,12,14,13,14,9,9,7,5,1,0,0,20.0,31.0
2022-04-05 18:00:00,0,2,8,18,53,47,41,22,22,20,19,21,19,22,19,22,25,27,25,27,27,28,31,41,42,40,,39,47,50,50,43,40,39,32,28,26,25,18,17,15,14,9,10,4,5,11,27,20,31,35,43,39,40,43,42,41,44,57,60,62,54,57,59,42,38,34,,28,28,25,30,29,35,32,31,28,26,21,18,18,20,16,15,16,19,13,9,8,4,0,0,0,40.0,33.0
2022-04-05 19:00:00,0,1,0,2,6,7,3,9,10,10,9,11,13,11,11,16,19,18,18,17,16,16,15,18,17,14,,14,16,26,27,26,24,27,23,22,16,22,20,13,9,6,7,9,5,4,5,20,12,19,23,29,27,35,34,35,35,37,41,40,42,52,49,46,39,38,30,,31,28,24,23,24,26,25,24,21,20,19,15,14,11,12,9,10,11,10,8,6,2,0,0,0,13.0,29.0
2022-04-05 20:00:00,0,2,0,5,5,4,5,4,4,5,6,7,8,11,14,16,14,16,16,13,15,16,17,21,18,17,,20,19,20,21,17,14,21,18,17,14,14,15,13,14,9,7,7,4,2,5,7,8,11,11,15,17,19,18,18,18,20,26,25,25,32,35,38,35,32,26,,21,19,20,21,17,16,13,11,12,11,14,15,11,11,9,9,5,9,10,4,3,1,0,0,0,17.0,23.0
2022-04-05 21:00:00,0,0,1,2,4,3,2,3,2,3,2,3,4,8,10,13,20,22,14,23,24,22,17,21,19,18,,14,13,15,14,13,12,17,20,14,14,13,12,11,15,11,5,8,5,8,6,11,10,13,14,18,22,27,27,23,25,27,36,37,36,46,46,44,40,36,33,,29,26,27,27,21,20,19,17,15,11,10,11,8,10,8,7,6,7,6,5,3,1,0,0,0,15.0,33.0
2022-04-05 22:00:00,0,0,1,2,3,0,4,4,5,5,5,6,6,8,10,15,19,20,21,19,20,31,28,30,26,21,,18,12,17,18,17,18,18,18,17,15,16,17,15,10,8,5,3,2,6,7,10,14,17,18,23,35,44,47,48,49,49,51,13,52,58,54,56,51,45,33,,24,22,19,17,26,28,28,29,24,23,22,16,13,11,9,7,8,6,7,6,5,1,0,0,0,19.0,29.0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,9,5,7,11,5,10,9,7,4,,5,4,6,7,5,5,6,8,7,9,10,11,7,9,9,6,4,3,2,4,8,7,9,13,12,11,15,14,14,14,17,19,13,18,16,17,19,20,26,21,,19,18,17,15,12,12,9,17,15,11,12,11,10,8,7,4,6,5,4,2,2,1,0,0,0,4.0,20.0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-06 04:00:00,0,0,0,1,3,5,6,7,7,6,17,16,22,21,26,24,23,27,28,30,19,23,18,19,13,23,,26,25,24,26,32,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0.0
2022-04-06 05:00:00,0,1,0,2,2,3,2,4,5,4,8,9,0,7,15,16,15,7,15,16,9,8,13,13,14,15,,17,17,15,18,18,17,13,18,19,22,21,18,18,19,18,15,15,11,6,7,5,3,4,8,9,7,8,9,8,6,7,7,5,7,0,6,0,0,0,0,,6,5,6,0,0,6,7,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,5.0
2022-04-06 06:00:00,0,0,0,4,2,6,6,6,8,10,11,15,15,18,17,17,18,17,15,20,21,21,21,24,26,22,,29,33,32,31,31,31,20,23,6,29,17,16,13,11,11,9,6,6,4,2,2,4,4,4,5,6,7,6,8,9,11,14,12,6,5,7,6,9,9,7,,6,6,7,5,6,6,5,4,4,3,5,3,2,7,7,6,7,16,16,15,13,10,10,0,0,29.0,6.0
2022-04-06 07:00:00,0,2,4,12,16,18,19,15,19,22,27,28,29,36,34,30,30,24,33,34,35,28,25,28,30,33,,36,47,48,52,48,50,47,36,35,37,36,39,39,38,31,21,18,36,5,3,7,7,11,12,11,12,17,19,17,16,16,30,19,23,27,32,29,27,16,16,,19,21,19,16,16,14,15,13,10,8,9,7,5,6,4,7,5,7,9,10,6,3,1,0,0,35.0,19.0
2022-04-06 08:00:00,0,2,1,7,11,14,13,10,14,14,14,15,16,24,25,25,26,23,24,22,22,18,17,21,21,28,,37,39,38,42,43,48,47,40,31,36,39,37,34,44,47,44,27,44,8,7,7,12,8,9,8,7,18,21,19,22,24,28,22,33,34,40,41,37,34,32,,31,32,26,20,23,20,16,14,9,8,9,8,7,6,2,5,1,9,6,8,3,3,0,0,0,28.0,34.0
2022-04-06 09:00:00,0,0,0,3,8,11,14,15,6,16,16,16,15,18,18,17,17,14,15,13,14,14,13,14,15,19,,35,44,45,48,47,56,52,51,45,41,40,39,32,35,29,22,14,26,20,5,5,9,12,13,12,11,12,15,14,16,12,15,14,19,16,27,26,17,17,20,,22,20,21,20,18,16,14,15,11,12,11,8,7,6,6,6,5,12,10,8,5,3,1,0,0,34.0,20.0
2022-04-06 10:00:00,0,2,1,4,5,5,6,7,4,9,7,5,8,10,10,11,7,12,7,11,6,12,12,18,19,23,,25,31,21,36,34,33,17,25,14,23,23,19,15,10,10,8,7,6,5,8,7,12,13,14,13,14,15,10,15,15,16,18,15,17,19,22,21,19,15,10,,11,10,11,7,10,9,7,7,8,9,7,6,4,5,5,5,2,7,8,3,5,1,0,0,0,22.0,10.0
2022-04-06 11:00:00,0,0,1,4,6,7,9,6,7,8,8,10,7,14,13,17,17,20,18,17,19,20,19,19,18,21,,15,23,23,22,21,21,19,17,14,17,18,19,17,17,12,14,20,19,5,3,5,6,12,14,15,12,20,18,17,18,16,18,17,21,17,20,21,18,17,15,,16,15,13,12,10,11,12,10,9,9,8,7,4,4,3,2,2,2,2,0,2,1,0,0,0,17.0,11.0
2022-04-06 12:00:00,0,1,2,3,7,7,7,8,8,11,11,11,10,12,13,14,15,17,8,17,15,14,14,18,11,18,,21,24,25,24,23,22,20,17,14,16,14,13,14,16,15,14,12,7,4,4,6,6,6,9,11,11,17,16,18,18,17,20,18,19,19,21,22,21,16,12,,14,16,14,13,8,10,9,7,5,6,5,3,4,3,5,5,4,5,5,4,1,0,0,0,0,22.0,11.0
2022-04-06 13:00:00,0,1,0,4,6,6,5,4,6,7,7,9,8,10,12,12,10,13,14,11,13,14,15,18,17,21,,25,28,33,36,31,33,33,23,18,17,16,17,18,16,17,14,11,8,6,6,8,9,14,12,13,14,20,21,20,18,21,27,25,17,15,17,20,19,16,16,,18,17,17,18,16,16,16,15,13,12,10,7,6,9,5,6,3,5,5,5,4,1,0,0,0,24.0,15.0
2022-04-06 14:00:00,0,3,4,6,4,6,5,4,5,5,9,7,10,11,12,13,13,14,12,14,9,12,12,14,15,9,,11,16,17,17,15,15,14,19,18,17,18,12,19,14,12,13,10,7,6,8,15,14,16,14,12,14,16,17,18,17,14,19,17,19,18,23,26,16,21,17,,18,12,15,14,14,14,13,13,11,12,10,8,6,4,6,5,1,4,4,6,4,3,0,0,0,12.0,15.0
2022-04-06 15:00:00,0,2,2,3,4,6,6,8,10,10,7,6,8,9,10,12,12,11,15,15,19,20,21,22,19,20,,18,20,23,22,21,16,16,13,13,15,14,14,14,16,12,11,11,6,4,4,9,5,9,11,20,19,25,27,26,28,30,33,33,39,24,29,33,34,31,26,,25,25,21,24,26,27,28,26,24,17,14,14,10,7,11,5,8,6,1,5,1,2,1,0,0,19.0,23.0
2022-04-06 16:00:00,0,32,0,36,35,33,16,10,11,12,11,6,7,10,11,15,14,13,15,15,16,26,26,30,21,19,,16,21,22,22,21,17,18,22,20,22,20,21,17,16,16,15,13,12,6,5,8,11,12,14,18,20,22,22,21,19,20,33,33,49,44,47,44,40,35,30,,28,26,23,22,24,19,23,24,23,21,19,18,17,15,11,9,9,10,10,13,7,1,0,0,0,22.0,28.0
2022-04-06 17:00:00,0,23,11,25,28,26,22,12,12,13,14,17,17,17,18,18,21,21,21,20,20,21,20,22,21,17,,24,27,30,32,29,26,26,30,29,18,18,18,19,18,16,11,7,10,5,6,20,16,21,27,25,30,29,30,30,31,33,41,44,51,52,49,45,38,34,32,,31,29,27,25,25,24,25,28,21,20,17,14,11,8,7,8,7,9,9,8,6,2,1,0,0,24.0,32.0
2022-04-06 18:00:00,0,4,6,14,31,29,25,16,14,15,15,14,17,21,24,27,30,30,32,28,31,30,27,28,26,28,,26,34,36,39,33,31,34,34,30,26,22,20,20,17,17,13,13,7,4,6,21,19,35,40,39,40,37,40,37,37,38,53,55,62,62,59,56,48,35,30,,30,29,31,30,28,36,33,32,25,23,24,20,15,11,12,9,7,8,7,6,1,0,0,0,0,31.0,29.0
2022-04-06 19:00:00,0,0,1,7,15,12,11,11,10,9,7,9,16,17,15,15,17,16,18,16,17,18,19,21,22,21,,15,30,32,34,37,32,27,26,23,19,18,18,15,10,9,7,5,4,3,12,20,16,20,27,31,29,35,35,33,34,34,39,47,46,43,36,44,43,43,38,,30,28,20,23,21,25,26,25,23,22,19,17,13,14,14,14,11,12,9,7,3,2,0,0,0,21.0,32.0
2022-04-06 20:00:00,0,0,1,2,6,7,2,7,5,2,4,3,5,11,15,18,22,12,21,24,28,9,30,30,26,22,,19,20,22,26,26,19,24,20,16,18,16,15,13,12,12,10,9,4,4,5,6,8,11,13,22,29,31,19,27,28,28,31,25,33,40,38,37,35,31,29,,19,18,17,15,16,15,17,15,13,14,13,14,15,13,12,10,9,10,7,5,2,1,0,0,0,22.0,26.0
2022-04-06 21:00:00,0,0,0,1,3,0,0,2,1,1,1,2,6,8,10,16,17,20,21,20,23,24,23,20,14,13,,5,13,15,17,17,16,19,16,15,12,14,13,12,9,6,4,5,3,4,5,9,12,21,22,25,31,38,40,38,41,37,43,41,43,54,51,48,44,38,30,,26,23,20,18,17,15,15,14,12,10,12,9,11,9,9,9,8,6,7,5,4,0,0,0,0,14.0,29.0
2022-04-06 22:00:00,0,0,0,0,1,1,2,3,0,4,5,2,5,4,7,21,25,28,28,27,32,36,38,35,27,26,,19,16,17,18,20,18,20,18,17,10,11,10,11,11,8,6,5,3,2,9,10,13,17,23,26,24,28,29,28,37,39,45,25,50,57,53,52,48,43,32,,29,22,20,15,18,20,21,20,22,25,26,20,18,12,10,4,8,5,4,4,3,0,0,0,0,21.0,30.0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,10,11,13,11,11,,9,12,13,14,12,10,6,8,5,9,8,8,9,9,6,4,3,4,1,5,10,15,15,15,15,19,19,18,19,12,21,19,12,26,26,26,24,22,23,20,,16,15,16,16,15,10,15,11,14,15,14,12,11,7,6,4,5,6,4,3,1,1,0,0,0,10.0,18.0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-04-07 04:00:00,0,1,1,2,3,3,3,4,6,3,14,13,20,20,23,24,10,25,11,29,10,24,16,13,16,21,,25,25,24,26,30,30,0,28,26,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0.0
2022-04-07 05:00:00,0,0,0,2,4,4,3,3,6,3,8,9,6,10,10,9,8,11,9,13,14,12,11,14,8,16,,13,18,19,18,19,16,10,16,21,27,26,24,22,25,20,16,12,8,6,5,7,8,10,12,14,14,18,5,16,13,11,11,9,10,0,12,0,12,11,10,,0,9,11,0,0,0,10,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,10.0
2022-04-07 06:00:00,0,0,1,4,5,7,8,8,7,11,14,9,10,14,17,15,13,14,16,16,16,19,19,20,19,22,,25,28,27,27,26,28,23,24,19,22,21,22,21,19,10,10,9,8,2,2,1,4,3,5,8,4,9,6,5,6,6,13,8,7,6,10,7,9,4,3,,1,3,5,4,3,5,2,0,6,6,0,8,7,6,5,4,6,18,17,16,9,10,13,0,0,25.0,4.0
2022-04-07 07:00:00,1,1,3,12,20,22,27,20,23,23,23,23,24,25,28,27,28,33,35,34,33,33,31,33,34,35,,40,47,39,48,37,38,34,29,28,28,27,27,27,22,22,17,15,32,6,9,5,8,7,7,8,8,17,20,22,21,22,33,28,19,19,21,20,18,15,19,,22,13,18,16,13,13,9,8,10,9,7,6,4,5,6,6,5,11,14,16,6,4,3,0,0,39.0,19.0
2022-04-07 08:00:00,0,0,1,7,11,18,19,18,20,19,16,19,13,20,28,30,28,29,27,27,26,26,22,28,29,30,,34,39,42,49,49,52,51,41,38,39,40,42,43,53,44,36,23,40,7,8,16,25,18,13,11,11,21,25,23,23,23,33,32,32,30,33,29,27,28,28,,34,34,29,26,25,25,22,19,11,9,10,13,10,11,9,10,11,18,19,17,9,6,4,0,0,31.0,29.0
2022-04-07 09:00:00,0,0,1,4,7,9,9,10,14,20,10,10,21,20,20,13,12,12,13,10,8,13,17,22,20,19,,26,30,36,39,40,46,42,34,31,35,32,37,34,31,27,19,15,21,4,3,7,11,11,11,11,10,12,13,15,11,14,19,18,19,19,19,17,15,18,13,,16,15,13,12,11,11,16,15,15,12,10,5,9,3,2,2,3,6,6,7,5,2,1,0,0,25.0,10.0
2022-04-07 10:00:00,0,2,3,8,5,12,11,9,10,10,9,10,10,9,20,17,15,12,10,12,12,12,13,13,9,14,,13,18,19,20,20,21,19,21,18,16,15,14,15,13,11,8,6,11,5,6,7,5,8,10,9,6,9,11,13,11,11,13,12,13,13,14,13,13,13,11,,12,13,13,13,15,12,9,8,9,8,2,6,4,5,3,6,4,4,5,3,2,0,0,0,0,14.0,10.0
2022-04-07 11:00:00,0,1,3,2,5,6,11,7,6,10,10,12,13,13,12,8,8,9,8,7,6,9,13,18,19,18,,17,18,20,20,21,20,19,18,17,12,14,16,15,14,10,9,7,6,2,4,6,7,9,9,9,9,11,12,13,12,13,13,9,17,15,19,18,16,14,13,,14,9,11,10,13,15,14,12,9,8,6,5,4,2,2,3,0,1,2,3,2,0,0,0,0,18.0,13.0
2022-04-07 12:00:00,0,1,0,6,7,7,5,5,6,8,7,10,10,11,13,12,14,15,16,18,17,19,15,21,19,16,,23,33,31,32,27,26,15,25,23,19,18,19,17,15,13,10,8,3,3,4,8,13,12,15,16,15,16,17,18,16,17,20,18,18,18,22,21,19,19,19,,20,19,13,15,16,16,17,16,15,12,10,8,7,5,4,1,2,4,3,0,2,1,0,1,0,20.0,19.0
