Unnamed: 0,1_양천공영차고지,2_트럭터미널주유소앞,3_넓은들공원,4_대일관광고.푸른마을3단지,5_푸른마을1단지.이든채아파트,6_푸른마을2단지아파트,7_신월시영아파트.강월초등학교,8_강월초교사거리,9_신한은행신월동지점,10_신곡시장.금빛새마을금고,11_동방아파트.신월종합사회복지관,12_신정네거리.신정119안전센터,13_제일여성병원,14_양강중학교,15_까치산역2번출구,16_화곡역,17_화곡본동시장,18_한국폴리텍1.서울강서대학교,19_우장초등학교,20_강서구청.한국건강관리협회,21_강서구청사거리.서울디지털대학교,22_등촌중학교백석초등학교,23_등촌역.강서보건소,24_염창역.서울도시가스,25_안양천입구,26_양평동한솔아파트,27_양평한신아파트.선유도공원입구,28_당산초등학교앞,29_선유도역.롯데제과,30_당산역,31_당산역삼성래미안아파트,32_삼환아파트,33_신화병원,34_영등포시장,35_영등포시장로터리방면,36_신길역,37_신길역1호선,38_대윤병원,39_신길새마을금고,40_대방역,41_공군호텔,42_서울지방병무청,43_대방초등학교,44_서울공업고등학교,45_대림초등학교,46_신대방삼거리,47_보라매병원입구,48_롯데백화점관악점,49_패션문화의거리입구,50_신림사거리,51_서원동문화교앞,52_서림동주민센터.신화단지,53_삼성동시장,54_대학동고시촌입구,55_서울산업정보학교.삼성교,56_관악산입구.관악아트홀.중앙도서관,57_서울대학교,58_신림중.삼성고.관악아트홀.도서관,59_서울산업정보학교.삼성교,60_신성초등학교,61_영광메디컬센터,62_쑥고개입구,63_서원동문화교앞,64_신림역2번출구,65_패션문화의거리입구,66_보라매공원.보라매병원,67_보라매삼성아파트.모자원고개,68_신대방삼거리,69_대림초등학교,70_서울공업고등학교,71_강남중학교,72_서울지방병무청앞,73_공군호텔,74_대방역,75_신길새마을금고,76_신길역,77_영등포로터리,78_영등포시장입구,79_영등포시장,80_신화병원,81_당산푸르지오아파트,82_당산역삼성래미안아파트,83_당산역,84_선유도역.롯데제과,85_한신아파트.선유도역,86_영등포아리수정수센터,87_염창역.서울도시가스,88_등촌역.강서보건소,89_등촌중학교백석초등학교,90_강서구청사거리.서울디지털대학교,91_강서구청.한국건강관리협회,92_우장초등학교,93_한국폴리텍1.서울강서대학교,94_화곡본동시장,95_화곡역.현대주유소,96_까치산역4번출구,97_KT강서지사,98_양강중학교,99_신월2동우체국,100_신정네거리해누리분수광장,101_동방아파트,102_신곡시장.금빛새마을금고,103_신한은행신월동지점,104_강월초교사거리,105_신월시영아파트.강월초등학교,106_푸른마을2단지아파트,107_푸른마을1단지.이든채아파트,108_대일관광고.푸른마을3단지,109_넓은들공원,110_신정현대아파트,111_양천공영차고지
2022-03-28 20:00:00,2,0,0,0,1,4,5,1,6,7,8,7,10,8,12,13,12,10,6,8,6,6,9,7,6,7,9,9,9,10,21,15,13,15,20,19,18,16,17,18,18,15,14,14,15,14,13,13,12,25,20,16,13,2,1,1,1,2,0,3,7,9,9,9,16,14,11,12,12,18,15,12,12,11,12,11,10,10,13,13,11,12,14,13,17,16,25,27,26,26,25,22,18,18,21,15,12,10,0,15,13,11,10,7,5,2,0,0,0,0,0
2022-03-28 21:00:00,0,0,1,4,1,6,1,6,7,6,8,6,8,8,13,11,10,8,6,6,7,6,7,6,5,5,3,5,9,8,12,13,7,16,19,19,18,15,16,14,17,16,0,14,13,14,15,13,11,19,15,9,7,3,1,0,3,4,7,10,11,11,11,10,19,13,12,15,15,17,16,17,17,18,16,15,17,15,11,10,11,9,14,16,17,23,29,26,25,22,24,20,16,16,13,14,14,12,10,13,11,9,6,5,4,3,2,1,2,0,0
2022-03-28 22:00:00,0,0,0,0,1,4,6,3,6,7,0,0,8,9,15,13,11,10,6,5,6,0,5,6,4,0,4,4,7,11,14,16,15,18,23,23,22,14,22,18,17,16,14,16,18,19,14,19,18,26,19,15,10,7,1,0,3,0,5,12,12,11,9,6,13,16,9,12,13,20,21,13,18,16,17,18,19,21,17,18,13,11,12,15,17,15,15,14,0,15,17,22,19,19,24,21,18,16,10,14,12,9,9,8,6,4,1,2,0,0,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,13,0,0,18,14,12,0,13,12,13,7,7,8,20,19,12,10,3,0,0,2,1,0,3,0,4,0,5,13,14,11,7,6,4,0,5,2,7,6,5,3,3,10,5,8,9,8,11,9,0,9,6,10,11,10,7,6,5,11,10,7,7,8,8,9,6,5,2,1,3,0,0,1,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,2,3,3,5,5,7,9,10,12,8,16,20,19,21,10,20,20,19,20,23,0,10,0,19,16,15,14,14,13,14,10,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,1,0,0,2,1,2,3,4,6,7,8,8,7,8,10,7,8,9,11,10,11,10,10,11,11,8,9,9,8,7,7,6,4,6,5,5,6,5,11,6,11,4,6,11,4,12,10,10,11,9,10,9,6,5,4,1,0,0,1,6,13,22,23,16,20,21,0,20,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,0,2,4,8,10,12,12,13,14,13,10,6,8,10,8,10,9,10,10,12,13,9,7,5,5,6,7,8,7,8,6,7,9,7,8,4,5,9,10,11,12,5,10,9,8,7,5,4,10,9,5,5,2,3,1,2,0,7,10,10,13,18,10,11,10,13,15,14,14,16,16,17,18,18,15,13,12,10,6,9,8,8,6,2,4,5,4,3,5,4,5,9,10,12,12,11,8,9,7,5,4,2,0,1,0,0,0,0,0,0
2022-03-29 07:00:00,0,0,3,4,8,13,17,20,27,30,32,25,25,26,28,31,35,35,35,36,37,31,26,21,20,18,16,13,16,16,22,26,31,37,37,35,26,22,24,24,32,32,29,27,19,21,16,14,11,21,21,22,23,21,6,1,0,2,13,27,44,64,61,23,31,32,30,29,31,23,26,27,28,29,30,19,15,15,14,15,26,13,14,7,6,7,9,12,13,15,15,18,23,20,23,25,27,24,25,26,26,24,8,7,6,4,4,2,3,2,0
2022-03-29 08:00:00,1,2,3,4,11,13,14,16,19,26,23,19,22,26,38,44,48,46,45,46,55,49,36,34,25,33,30,20,17,11,16,18,17,23,20,23,23,27,28,29,29,29,26,25,30,28,31,34,14,27,26,24,19,15,9,6,5,2,22,43,53,62,58,32,47,58,56,48,42,30,33,34,34,34,41,37,32,31,30,25,44,24,34,12,9,10,19,21,21,20,14,19,26,22,24,28,28,26,25,22,21,22,19,15,18,17,12,3,2,0,0
2022-03-29 09:00:00,1,0,2,1,6,12,13,13,15,22,22,16,16,18,24,24,27,23,19,17,14,13,15,14,15,14,13,15,14,9,12,10,11,9,11,11,10,10,11,10,12,15,16,13,17,15,14,10,8,10,9,6,11,8,4,2,0,0,0,12,26,41,49,11,12,17,18,17,19,18,20,20,24,24,30,33,28,23,20,18,19,15,14,11,10,9,9,12,9,11,15,15,15,13,14,12,10,13,4,12,5,8,5,4,2,4,1,2,0,1,0
2022-03-29 10:00:00,0,0,1,0,4,4,4,6,7,8,8,7,10,13,14,12,12,16,13,10,14,13,10,7,8,9,5,8,10,10,14,14,12,10,11,10,9,11,11,12,12,11,10,13,16,16,14,12,15,14,18,13,17,15,12,6,2,3,8,9,14,19,21,10,12,13,14,12,12,13,14,18,18,20,20,20,16,15,13,12,15,12,9,5,7,6,8,11,8,9,9,10,10,9,8,8,9,8,6,7,8,6,6,4,3,2,1,1,0,0,0
2022-03-29 11:00:00,0,0,1,2,1,3,4,3,5,8,9,4,10,10,13,9,11,13,11,9,13,12,9,11,7,8,5,14,15,15,15,13,10,11,12,7,11,13,12,11,13,14,10,11,7,8,7,9,10,12,12,10,7,5,2,1,0,1,5,7,11,19,14,6,9,12,12,9,8,11,14,18,18,20,23,22,21,22,20,19,19,12,9,9,9,7,10,9,7,8,12,17,16,16,19,10,11,8,8,8,7,6,6,5,3,2,0,1,0,0,0
2022-03-29 12:00:00,1,0,1,2,4,5,0,4,7,10,9,10,14,17,13,10,10,10,11,11,11,12,11,12,13,13,5,15,13,10,11,13,12,12,13,10,0,10,14,15,16,11,10,11,11,11,11,13,13,15,16,13,9,6,5,4,4,3,5,9,14,25,21,10,14,16,17,19,22,28,26,21,21,22,19,19,17,15,12,7,10,9,8,8,8,9,10,9,7,7,9,9,10,9,17,10,9,7,8,8,5,4,4,2,1,2,1,1,0,0,0
2022-03-29 13:00:00,0,0,2,0,3,6,6,9,12,14,16,7,14,13,12,12,13,12,11,11,13,11,10,8,7,9,0,6,9,9,10,13,11,15,17,15,14,16,15,15,14,12,9,8,11,12,9,10,7,15,12,10,11,5,4,5,6,6,8,12,14,21,25,11,12,13,14,16,19,22,25,27,26,26,26,26,23,17,16,13,17,15,9,11,7,5,8,7,5,4,8,11,18,13,12,11,14,11,10,12,5,11,7,0,6,5,1,2,1,0,0
2022-03-29 14:00:00,0,0,0,8,20,21,5,7,7,10,11,10,11,12,14,16,16,12,15,11,11,11,13,15,14,15,7,14,13,14,16,18,20,17,18,17,16,8,19,15,11,11,9,8,7,7,6,8,7,15,12,12,10,3,2,6,7,6,8,13,14,15,15,10,11,13,15,18,13,19,17,15,20,19,17,18,18,17,13,13,13,9,9,11,8,8,11,18,13,16,14,16,15,13,18,15,14,12,10,11,10,7,9,4,2,2,2,1,0,0,0
2022-03-29 15:00:00,1,0,2,8,16,18,19,20,24,25,24,24,22,25,27,22,19,18,15,14,15,14,13,12,13,14,13,14,18,15,16,17,14,17,22,21,16,22,23,22,23,21,20,18,16,17,16,13,9,9,16,11,8,2,0,7,8,18,11,22,29,31,26,10,13,15,14,14,17,24,27,29,31,29,27,28,30,30,29,27,23,22,22,20,19,18,19,26,22,24,26,26,24,19,19,15,10,13,14,13,9,7,6,8,5,3,1,2,1,0,0
2022-03-29 16:00:00,6,0,0,4,7,8,11,10,12,8,15,14,16,17,21,20,19,17,13,11,17,18,14,13,11,12,10,12,14,12,16,14,15,14,20,21,22,23,28,26,26,23,21,20,20,20,20,18,16,22,18,16,8,1,1,3,7,12,14,19,22,22,19,17,23,18,18,18,19,18,20,19,21,22,27,33,30,25,22,18,16,16,16,16,18,17,19,21,24,26,30,30,29,27,30,22,18,15,13,15,14,12,10,8,6,3,2,0,1,0,0
2022-03-29 17:00:00,1,2,1,4,4,7,6,7,11,14,10,13,12,14,20,16,17,16,15,13,17,16,13,11,6,13,14,12,14,12,13,14,19,21,24,24,25,27,26,27,22,25,24,21,21,21,20,20,17,34,28,22,21,6,1,3,6,10,9,23,27,28,26,19,17,21,20,17,21,22,23,21,21,21,21,23,27,26,26,26,23,20,26,22,24,22,26,30,30,37,38,37,36,36,32,25,19,17,14,18,16,13,16,13,10,7,5,4,2,0,0
2022-03-29 18:00:00,0,1,5,5,6,9,12,14,23,27,30,26,28,31,32,23,23,19,16,22,23,21,19,14,16,15,15,16,22,25,34,27,32,32,36,38,43,42,44,44,36,33,30,27,34,38,30,28,22,50,40,26,18,5,3,1,6,8,11,18,21,23,22,18,16,26,23,13,14,26,29,30,35,33,33,31,28,27,25,26,32,22,27,28,48,46,49,49,48,46,47,43,49,48,58,30,23,20,19,30,26,21,21,18,14,6,5,2,0,0,0
2022-03-29 19:00:00,0,0,0,5,0,8,6,7,10,14,17,12,14,10,16,19,24,14,9,6,7,5,4,5,4,1,5,8,14,4,19,15,17,19,20,19,19,20,21,22,22,19,17,19,21,22,18,17,15,34,34,24,19,5,0,0,3,1,1,10,11,11,15,8,19,25,21,13,12,11,12,12,13,16,13,13,14,14,14,19,15,13,16,16,24,15,29,26,25,27,32,32,24,22,23,20,25,22,22,32,25,27,24,20,16,4,3,2,1,0,0
2022-03-29 20:00:00,0,0,1,1,2,2,3,4,8,8,3,6,6,9,16,17,14,11,9,9,8,8,6,9,3,0,5,8,9,13,18,17,16,17,18,17,14,16,18,18,18,17,15,12,16,21,20,15,12,30,21,15,11,2,1,1,1,2,4,7,12,13,13,9,11,15,13,13,14,17,16,16,18,17,16,15,14,13,14,14,15,14,13,13,15,15,22,19,18,19,17,17,15,14,17,17,16,15,8,22,19,14,13,8,11,3,3,2,1,0,0
2022-03-29 21:00:00,1,0,1,0,2,3,4,4,7,8,11,9,9,8,9,10,9,8,7,8,6,5,5,5,3,2,5,4,7,8,14,11,10,14,18,18,16,15,15,16,16,18,17,17,17,24,18,14,13,31,27,21,15,4,1,0,4,1,5,6,8,8,9,7,11,8,7,9,9,12,12,10,11,10,9,17,12,13,16,17,20,16,24,24,24,23,32,34,33,26,25,26,22,18,19,14,17,16,15,17,16,9,9,6,3,3,1,0,0,0,0
2022-03-29 22:00:00,0,0,0,0,1,3,0,0,2,4,0,0,6,5,6,8,9,7,7,8,9,8,6,8,7,6,0,6,9,9,15,13,13,15,23,20,24,20,23,23,21,17,15,16,20,18,20,19,13,25,19,17,13,3,1,1,4,1,5,8,10,12,10,8,15,12,8,11,16,18,19,20,9,21,19,19,18,14,19,18,15,17,22,20,20,21,21,22,17,22,18,17,13,15,20,17,13,12,10,16,14,10,8,5,4,1,0,0,0,0,0
2022-03-29 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,5,8,9,10,5,10,10,9,8,7,13,30,23,18,10,2,1,0,1,0,1,4,1,2,3,6,8,10,2,4,10,11,10,11,12,1,3,6,13,14,12,5,9,8,10,9,8,6,14,13,13,14,12,11,8,6,11,10,11,10,10,14,10,9,11,8,7,4,3,3,2,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,0,2,2,3,4,9,11,13,14,14,15,15,20,6,22,23,10,22,21,22,22,10,22,0,19,17,14,15,12,11,12,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,0,0,1,1,2,2,3,5,6,5,5,5,7,9,6,5,8,12,10,6,9,6,7,0,5,9,8,9,8,8,5,3,5,3,4,2,2,14,12,13,12,1,12,5,13,11,8,6,6,7,7,9,7,0,6,0,0,1,7,21,25,26,11,13,14,0,16,15,14,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,0,2,3,8,11,8,9,10,11,12,5,9,8,9,10,11,11,12,10,13,12,10,9,7,9,8,7,8,9,11,12,9,6,10,10,4,11,14,6,11,10,9,5,5,6,9,8,4,6,6,6,4,2,1,1,1,0,5,7,10,14,17,10,12,13,14,16,15,15,15,15,15,14,15,16,15,13,12,9,11,10,8,8,8,6,4,3,2,2,3,5,9,6,7,7,9,6,3,7,6,5,3,0,2,1,0,0,0,0,0
2022-03-30 07:00:00,0,0,3,6,11,15,21,21,28,30,29,20,17,25,25,31,34,39,40,34,35,37,32,23,24,25,21,18,17,20,27,27,30,33,32,30,29,24,24,24,21,17,15,15,22,27,23,24,15,12,14,12,19,16,1,0,1,2,7,18,31,49,47,25,32,32,33,28,28,32,34,28,19,24,23,29,24,22,14,18,31,16,17,6,9,11,13,14,17,18,14,16,19,18,17,21,22,19,19,17,13,10,8,9,11,12,8,4,0,2,0
2022-03-30 08:00:00,1,1,3,4,7,14,23,25,28,29,31,19,23,30,34,37,38,41,40,44,51,52,44,43,42,41,41,34,22,16,22,28,27,30,25,32,31,33,37,33,35,34,28,22,36,40,24,15,14,21,23,20,18,14,10,6,1,4,15,40,57,61,64,22,32,32,30,33,31,30,31,32,33,32,34,38,30,28,26,27,37,25,30,19,14,18,23,26,24,20,14,19,23,17,24,21,22,21,17,23,21,20,16,14,11,13,7,2,2,1,0
2022-03-30 09:00:00,2,0,1,3,5,15,7,14,11,13,23,13,15,12,20,20,19,22,21,26,22,22,16,14,15,17,16,14,10,9,9,10,12,11,13,13,14,15,17,18,10,12,12,13,16,14,13,11,9,15,7,7,6,4,2,2,0,1,4,10,25,40,44,11,16,23,21,15,16,16,22,20,19,19,21,22,21,15,12,10,13,8,10,7,6,4,8,12,8,12,8,10,13,14,14,11,11,8,6,9,8,5,4,3,2,1,3,1,0,0,0
2022-03-30 10:00:00,0,0,2,0,5,6,7,10,9,12,9,9,10,14,26,20,20,24,19,18,18,17,13,10,8,9,9,7,7,6,13,12,11,11,13,0,13,13,12,14,16,15,16,16,15,13,14,12,12,16,15,14,13,10,8,4,2,3,4,10,14,14,17,11,11,11,11,12,11,12,13,17,15,13,15,15,14,9,13,13,9,12,9,7,7,7,8,11,14,13,13,12,13,13,11,6,7,6,6,5,4,3,3,1,3,1,0,0,0,0,0
2022-03-30 11:00:00,0,0,1,1,3,3,2,4,6,7,7,6,7,10,13,8,10,12,12,15,15,13,13,10,8,7,0,6,5,8,9,8,9,10,9,6,10,10,15,14,17,16,9,16,16,14,14,10,10,13,17,14,12,6,4,2,3,0,10,20,27,26,26,10,10,9,8,11,9,10,12,11,12,11,13,16,12,10,12,10,9,9,10,7,6,6,7,7,8,8,10,12,11,13,13,9,7,7,7,8,10,8,6,3,2,1,1,0,0,0,0
2022-03-30 12:00:00,0,0,0,1,5,8,8,10,11,10,11,9,6,13,14,10,11,13,13,10,11,12,8,11,9,10,12,11,11,10,11,11,10,13,12,13,14,15,15,19,16,14,9,8,12,12,9,10,7,10,9,10,6,4,1,3,4,7,8,11,12,16,9,8,10,13,12,14,17,16,19,16,15,15,15,14,13,11,10,9,9,9,10,7,6,7,8,10,12,10,11,14,10,13,13,14,11,9,7,10,8,7,7,5,2,3,1,0,1,0,0
2022-03-30 13:00:00,0,0,0,10,17,18,21,3,23,24,25,23,21,22,20,22,19,15,13,13,12,11,9,8,7,0,5,8,10,6,8,8,10,11,14,12,14,13,12,13,14,11,12,10,11,10,9,12,10,15,16,14,8,4,3,7,4,5,7,13,19,20,20,15,13,17,18,22,21,21,22,22,21,18,18,21,14,11,11,7,7,7,8,7,9,6,8,10,9,7,9,10,9,7,9,8,10,8,11,14,15,11,9,8,6,3,1,3,2,1,0
2022-03-30 14:00:00,0,0,2,3,8,6,10,11,10,15,13,10,8,9,15,13,14,13,15,14,13,13,13,12,12,7,10,9,12,14,17,16,17,16,16,15,11,13,12,12,13,12,10,9,12,14,12,15,14,20,16,12,9,2,1,2,3,7,12,15,24,24,23,14,14,16,15,13,15,15,19,19,18,17,23,23,20,14,9,9,9,6,10,12,15,10,14,16,13,16,17,18,19,16,17,11,10,9,8,17,17,16,8,6,4,2,0,0,1,0,0
2022-03-30 15:00:00,1,0,2,3,5,6,4,9,9,9,11,10,11,10,17,16,13,12,13,13,14,13,11,9,5,5,0,5,15,17,21,23,13,15,19,18,17,23,25,24,24,23,13,17,18,19,20,16,16,24,23,13,6,2,1,2,4,8,5,13,15,18,18,12,12,14,14,13,14,14,17,14,19,21,24,24,21,19,21,17,19,14,13,12,13,12,12,18,17,19,18,18,16,16,19,13,13,7,12,11,10,5,5,4,3,3,1,1,1,0,0
2022-03-30 16:00:00,3,3,3,3,4,5,10,7,11,11,13,12,15,21,21,15,12,11,11,10,11,10,10,12,11,10,9,11,13,16,17,19,20,20,27,27,25,32,33,30,29,24,21,18,15,14,13,13,11,16,16,11,10,3,0,4,3,6,19,21,29,29,28,21,23,25,27,24,23,26,24,23,23,20,22,24,24,23,23,20,21,18,17,22,22,21,25,22,18,16,19,21,22,20,20,16,18,17,14,18,16,13,11,8,7,4,3,3,2,0,0
2022-03-30 17:00:00,1,1,3,2,5,6,7,8,13,15,14,14,16,15,18,15,18,15,13,13,19,18,15,12,13,14,10,15,23,18,18,20,25,26,25,25,25,26,25,25,24,23,21,20,17,19,18,17,15,22,20,16,14,2,1,2,9,5,11,15,20,21,23,9,16,14,15,15,14,14,18,19,19,21,19,20,20,19,23,23,23,21,19,23,26,25,32,30,27,24,28,34,35,33,32,26,25,23,22,29,24,15,15,13,11,3,2,1,1,0,0
2022-03-30 18:00:00,2,0,3,0,4,8,11,12,19,19,20,18,24,25,44,35,30,27,22,16,18,15,12,13,13,14,15,21,33,37,44,36,48,50,48,48,46,45,46,42,42,40,41,41,41,40,39,40,38,58,48,33,22,6,3,1,4,6,10,21,39,48,43,13,24,24,25,24,25,33,32,33,34,32,29,29,28,23,20,21,28,25,28,33,40,40,49,54,49,46,53,55,42,33,36,33,30,24,22,40,38,30,23,16,11,6,3,2,2,0,0
2022-03-30 19:00:00,0,0,1,0,2,4,4,5,5,10,11,10,11,16,21,17,18,14,6,6,8,9,8,4,3,7,4,7,12,13,15,15,18,18,27,25,26,25,29,28,26,21,20,21,22,20,21,21,18,57,56,37,27,5,1,0,4,7,8,13,13,14,14,13,20,18,15,17,18,20,21,19,21,19,18,19,17,15,18,16,15,13,22,28,29,27,51,50,48,43,42,37,31,26,26,20,18,19,17,18,17,12,10,19,16,6,5,1,0,0,0
2022-03-30 20:00:00,0,0,0,0,1,2,3,4,6,6,5,4,7,8,13,10,8,8,7,9,11,5,7,7,8,6,0,8,7,8,14,10,12,13,15,11,16,15,18,16,16,13,11,10,10,13,12,11,10,17,16,11,8,4,1,0,2,2,3,8,13,14,12,9,13,11,9,11,6,12,8,10,11,11,9,9,9,9,13,11,14,12,10,15,12,11,27,24,20,19,18,16,15,15,15,16,14,13,14,18,16,12,6,4,5,3,1,1,0,0,0
2022-03-30 21:00:00,0,0,1,0,2,4,4,5,5,6,7,6,9,10,13,17,14,13,8,8,7,0,6,5,6,0,0,3,2,8,10,14,10,11,11,13,14,14,13,14,17,16,15,17,15,16,13,13,13,25,23,13,11,5,0,0,3,4,5,7,9,10,13,13,13,9,12,7,14,16,13,11,8,14,14,18,15,17,16,6,17,14,19,20,21,22,22,13,22,19,16,20,19,19,17,12,12,8,5,11,13,9,8,6,7,3,2,1,0,0,0
2022-03-30 22:00:00,0,0,0,0,1,4,6,3,8,9,10,8,12,6,13,11,11,8,5,5,3,2,3,7,8,7,0,7,9,14,15,15,16,17,21,18,23,21,20,21,22,18,16,19,14,15,13,10,13,22,19,14,8,3,2,1,2,0,3,10,11,11,9,10,14,15,13,14,13,12,14,14,14,12,11,12,12,0,12,8,14,9,12,15,17,17,19,20,18,13,15,17,14,11,16,14,16,15,0,20,15,12,9,8,7,4,3,2,0,0,0
2022-03-30 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,11,10,0,11,7,6,0,12,9,10,0,11,7,17,15,7,5,3,0,0,1,2,3,3,3,4,4,9,14,13,10,11,10,11,10,6,8,6,6,6,7,6,5,7,8,7,12,10,8,10,7,9,7,8,11,10,10,10,11,7,10,9,5,10,7,4,6,4,2,2,0,0,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
