Unnamed: 0,1_도봉산입구,2_도봉고등학교,3_도봉한신아파트,4_서울북부지방법원.검찰청.도봉역성황당,5_신도봉사거리,6_신도봉시장.도봉구청.방학북부역,7_도봉소방서.방학남부역,8_도봉보건소,9_도봉구민회관.도봉문화원(중),10_쌍문역,11_우이1교앞,12_수유3동우체국,13_수유(강북구청)역,14_수유역,15_수유시장.성신여대미아캠퍼스앞,16_미아역.신일중고,17_도봉세무서.성북시장,18_미아사거리역,19_월곡뉴타운,20_길음뉴타운,21_미아리고개.미아리예술극장,22_돈암사거리.성신여대입구,23_삼선동주민센터,24_성북구청.성북경찰서,25_보문역,26_창신3동주민센터,27_종로구민회관.창신동두산아파트,28_동묘역앞,29_성동공업고등학교(무궁화회관),30_신당동떡볶이타운.중구여성플라자,31_신당동.청구역,32_약수역2번출구.가온도서관,33_약수역8번출구.신당사회복지관,34_송도병원앞,35_버티고개,36_장충단로입구,37_서울시중부기술교육원.블루스퀘어,38_순천향대학병원.한남오거리,39_신사역5번출구,40_신사역4번출구,41_논현사거리.논현역5번출구,42_반포역,43_고속터미널,44_삼성래미안,45_반포종합운동장,46_서초구민체육센터.심산문화센터,47_삼호아파트,48_가야메디컬센터,49_방배열린문화센터(방배4동주민센터),50_내방역,51_방배1동주민센터.방배아크로타워,52_신동아아파트앞,53_상문고교,54_방배동래미안아트힐.국립국악원,55_경남임광아파트,56_서울지방법무사회,57_방배역.방배서리풀이편한세상,58_내방역2번출구,59_방배열린문화센터(방배4동주민센터),60_방배사이길,61_방배동삼호아파트,62_서초구민체육센터.심산문화센터,63_반포종합운동장,64_삼성래미안,65_고속터미널,66_반포역,67_논현사거리.논현역4번출구,68_신사역,69_한남대교전망카페,70_한남5거리,71_순천향대학병원,72_서울중부기술교육원.블루스퀘어,73_버티고개,74_송도병원앞,75_약수역7번출구.약수동주민센터,76_약수역3번출구.약수하이츠,77_신당동.청구역,78_신당동떡볶이타운.중구여성플라자,79_성동공업고등학교앞,80_동묘역앞,81_동묘역.롯데캐슬천지인,82_숭인1동주민센터.창신역4번출구,83_보문역,84_성북구청.성북경찰서,85_삼선동주민센터,86_돈암사거리.성신여대입구,87_미아리고개.미아리예술극장,88_길음뉴타운,89_월곡뉴타운,90_미아사거리역,91_도봉세무서.성북시장,92_미아역.신일중고,93_수유시장.성신여대미아캠퍼스앞,94_수유역.강북구청,95_수유3동우체국,96_우이1교앞,97_쌍문역,98_도봉구민회관.도봉문화원(중),99_도봉보건소.북한산아이파크아파트,100_도봉소방서.방학남부역,101_신도봉시장.도봉구청.방학북부역,102_신도봉사거리,103_서울북부지방법원.검찰청.도봉역성황당,104_도봉한신아파트,105_김근태기념도서관.도봉고등학교,106_도봉산입구
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,1,4,7,8,3,7,11,18,20,24,25,25,28,15,30,31,31,32,29,28,24,22,24,23,24,25,27,29,29,28,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,1,1,3,4,5,4,5,6,7,9,6,10,10,8,9,11,13,16,16,18,18,19,20,22,25,26,27,22,22,27,25,26,27,33,35,32,22,15,13,13,12,11,8,3,9,7,7,5,4,7,3,1,3,2,1,0,1,1,1,0,1,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,2,2,5,6,8,9,14,14,12,10,9,10,12,5,11,12,11,17,17,19,22,21,23,26,24,25,27,22,22,21,21,17,20,15,24,22,18,13,6,11,12,12,10,8,5,4,4,4,4,6,5,3,3,2,2,3,4,7,4,6,5,5,7,8,6,7,8,6,5,4,6,4,4,5,4,5,5,6,10,7,11,10,12,10,9,8,7,7,0,7,8,6,5,4,0,5,7,8,2,0,0,0,0,0,0,0
2022-04-05 07:00:00,2,5,18,24,19,20,24,33,36,23,25,28,29,28,34,34,35,42,38,38,42,44,47,46,42,42,37,31,30,34,36,36,34,30,31,30,34,28,15,14,13,13,11,12,14,13,17,21,22,28,28,16,6,3,8,11,12,15,18,16,30,31,23,17,14,13,14,16,14,10,14,14,14,15,16,19,18,12,16,15,16,25,23,18,18,19,18,20,20,23,18,17,19,18,19,18,21,20,19,21,20,20,17,15,3,0
2022-04-05 08:00:00,4,6,21,22,23,30,35,40,44,29,31,30,31,31,32,34,36,40,40,39,38,41,39,41,37,35,39,36,27,21,22,24,24,23,28,27,30,26,22,22,16,22,27,30,21,19,17,21,21,47,40,20,14,6,10,11,13,18,18,20,31,36,36,22,22,25,27,28,25,15,19,18,23,23,24,25,19,21,28,24,24,25,24,27,30,35,34,31,27,24,23,21,17,19,19,20,34,36,35,28,24,17,15,11,2,0
2022-04-05 09:00:00,3,4,13,14,17,17,22,33,29,16,17,21,18,18,19,20,23,21,22,31,34,35,35,34,29,26,21,22,21,19,24,25,30,31,31,30,24,17,9,9,11,13,9,14,8,7,8,10,10,17,13,7,5,5,5,7,9,15,16,12,15,13,13,11,10,11,12,14,13,11,19,18,18,17,18,18,16,19,19,13,20,21,23,20,22,23,25,21,22,22,23,20,19,23,26,23,33,30,29,24,22,21,20,17,9,0
2022-04-05 10:00:00,3,4,9,11,14,10,17,17,16,23,26,22,18,20,17,16,16,15,15,16,17,18,23,24,23,23,20,16,17,18,18,15,16,16,18,17,15,17,14,9,11,7,6,5,6,6,5,6,5,6,4,2,2,0,3,4,6,9,10,9,9,10,9,10,6,6,7,9,8,9,11,10,10,10,11,9,9,10,12,9,12,17,16,17,18,20,22,24,20,21,17,18,11,19,17,10,18,18,17,13,10,12,13,7,6,0
2022-04-05 11:00:00,5,6,6,10,12,13,16,9,14,15,13,14,14,15,14,13,16,16,15,16,19,21,18,16,19,17,13,14,16,16,17,14,16,15,16,17,16,16,12,9,12,10,10,10,9,4,10,13,14,10,6,3,4,3,3,5,6,5,4,7,8,3,9,9,7,7,10,10,5,7,11,12,14,14,15,16,12,12,15,10,13,13,14,18,15,16,14,15,13,16,15,13,12,12,9,10,15,17,17,15,13,12,13,13,7,0
2022-04-05 12:00:00,6,6,9,13,10,19,19,20,27,15,17,14,15,13,19,13,19,18,16,17,16,15,16,17,17,16,16,20,28,27,28,26,24,23,24,22,21,17,13,12,10,10,14,8,14,6,12,11,10,8,9,8,8,6,4,6,8,9,10,10,11,10,9,10,12,8,12,10,9,8,13,12,13,12,11,12,8,11,16,22,25,20,18,22,25,21,20,17,16,16,8,15,11,12,10,10,13,12,10,10,10,11,16,15,9,0
2022-04-05 13:00:00,9,14,11,18,24,24,21,21,21,19,13,17,19,18,19,20,14,12,14,18,18,18,17,19,22,22,21,12,19,19,22,19,18,17,19,18,17,13,11,11,13,11,15,14,13,11,12,10,10,8,5,4,4,4,6,5,11,12,14,14,10,12,14,14,16,16,17,14,11,10,12,15,15,12,11,11,12,12,16,13,17,18,13,18,17,14,15,16,18,17,15,11,10,13,13,14,16,15,13,9,7,5,7,5,2,0
2022-04-05 14:00:00,8,14,6,13,12,9,11,11,12,13,14,10,9,9,10,14,18,13,13,14,13,15,13,19,16,14,13,16,19,19,22,17,16,14,16,16,14,11,10,15,8,8,7,8,10,9,9,11,11,9,5,4,4,6,9,8,6,8,10,9,10,12,12,11,11,10,9,11,13,11,15,15,14,15,13,13,13,13,17,21,25,30,23,24,23,23,22,21,21,24,21,19,16,18,17,16,19,19,17,13,11,9,8,7,4,0
2022-04-05 15:00:00,8,10,12,14,12,15,13,14,17,15,15,14,16,14,15,16,16,21,25,25,25,19,20,20,17,12,11,13,13,18,21,22,22,17,16,15,13,17,16,20,19,15,16,33,29,27,24,24,19,10,9,6,5,5,4,6,11,11,10,10,10,12,8,13,16,18,9,19,11,19,26,26,20,18,17,20,18,18,27,25,22,21,24,25,27,26,24,26,29,30,34,36,20,18,18,15,19,23,28,18,10,9,8,6,3,0
2022-04-05 16:00:00,3,5,10,15,14,14,15,19,20,17,23,24,22,21,22,23,22,25,24,27,24,24,19,22,20,16,12,15,13,17,14,13,14,13,14,15,13,16,14,16,17,15,16,18,17,18,16,18,17,14,10,8,43,44,17,19,45,44,40,30,23,26,25,24,22,18,17,22,21,17,21,23,23,23,21,22,22,15,19,17,18,20,25,26,31,32,33,32,31,30,29,31,26,25,22,21,28,26,22,16,14,11,10,8,3,0
2022-04-05 17:00:00,3,4,8,12,13,16,24,21,23,20,22,22,22,21,22,21,20,20,24,23,27,26,23,23,23,22,21,23,26,21,20,20,20,19,21,20,25,27,21,23,20,17,23,25,22,20,22,23,18,18,14,11,12,10,8,7,9,12,12,19,19,24,28,17,14,20,23,23,17,26,36,36,32,32,27,27,19,23,27,31,35,36,37,35,35,35,33,28,25,19,22,24,25,22,20,18,32,23,17,15,15,13,10,5,1,0
2022-04-05 18:00:00,3,4,9,19,23,28,28,29,28,22,26,22,19,15,17,17,17,15,15,15,18,21,21,27,20,19,17,16,15,18,18,18,18,18,19,16,20,30,22,23,18,16,22,18,20,22,25,33,34,25,14,11,11,10,18,24,35,15,17,25,26,33,38,32,24,22,23,23,21,21,45,42,35,34,34,31,28,36,38,39,40,43,45,52,54,50,46,38,33,23,25,27,31,37,33,27,32,31,27,17,14,12,10,7,3,0
2022-04-05 19:00:00,2,3,6,5,8,9,13,16,18,16,15,12,10,10,12,14,16,18,18,19,20,20,18,22,19,18,14,14,16,14,15,15,16,14,18,16,18,22,17,15,15,9,14,20,17,16,15,17,15,17,8,7,7,3,3,4,17,17,16,13,13,12,12,12,9,8,13,18,5,20,23,24,20,19,19,19,20,23,23,21,25,31,26,29,30,26,40,34,29,24,23,27,24,29,31,24,34,27,23,20,18,12,11,9,3,0
2022-04-05 20:00:00,2,3,5,3,0,7,6,5,6,8,11,8,9,11,13,13,10,10,11,12,12,13,14,14,13,11,15,12,9,12,11,12,11,12,8,7,11,16,16,18,19,15,12,13,12,11,11,12,11,8,4,2,3,4,4,3,9,6,7,8,10,12,9,10,17,17,17,17,11,15,22,21,16,14,14,18,22,25,25,24,26,24,23,19,23,24,22,19,20,20,18,17,17,18,18,15,24,23,22,13,13,11,10,6,3,0
2022-04-05 21:00:00,2,2,7,6,7,7,6,7,6,8,9,11,10,14,11,11,10,10,10,11,10,10,13,15,14,18,18,17,11,13,13,13,16,15,15,9,10,17,15,17,13,13,13,12,12,12,8,7,7,7,6,2,4,3,4,5,9,10,5,12,8,13,15,11,10,10,11,11,9,13,21,21,21,20,17,20,21,23,23,18,23,20,20,22,22,23,22,21,20,19,17,13,16,11,9,7,18,17,15,10,8,6,7,4,2,0
2022-04-05 22:00:00,0,2,3,4,6,10,13,15,14,17,18,19,15,11,17,16,13,13,14,18,18,21,20,23,21,16,14,13,9,12,14,12,13,11,12,6,15,13,12,14,13,15,19,20,18,15,11,10,10,8,5,4,4,3,7,9,12,10,11,12,9,7,13,14,11,12,14,14,15,15,20,19,18,11,16,18,18,20,24,23,26,28,28,29,30,25,23,23,24,18,19,21,25,21,18,15,20,13,8,8,7,4,3,4,2,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,12,15,17,19,22,21,20,16,23,25,26,27,31,31,31,33,27,27,25,11,11,13,14,16,15,15,10,9,11,10,9,11,8,10,11,10,6,7,6,8,11,9,4,3,2,1,2,5,7,6,5,1,6,7,5,9,7,9,9,8,11,14,14,13,10,13,22,22,27,22,19,21,21,25,26,23,22,20,23,24,21,20,17,11,12,12,10,14,9,9,7,6,3,2,1,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,1,1,2,4,5,5,8,10,12,17,22,22,21,9,20,22,24,27,24,26,22,27,25,15,26,24,26,17,23,22,21,21,25,26,24,17,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,1,0,2,4,7,9,4,11,13,9,11,10,10,7,12,13,14,15,15,18,15,16,19,19,20,22,21,24,22,24,23,22,21,18,22,23,17,16,13,11,9,7,6,4,4,1,4,3,4,4,5,4,2,1,2,1,2,3,3,0,4,3,2,1,3,0,4,5,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,2,2,5,6,8,9,13,17,16,13,13,14,13,13,16,15,19,20,19,20,24,27,29,31,30,23,23,22,21,24,22,26,21,27,28,27,27,23,19,18,17,14,11,10,8,5,5,6,5,6,5,3,4,2,2,2,4,8,3,6,7,7,5,7,8,4,5,7,1,5,6,3,6,7,4,4,7,7,10,8,10,9,5,8,4,8,9,8,7,9,9,6,0,10,0,7,5,3,0,1,0,0,0,0,0,0
2022-04-06 07:00:00,4,5,13,16,17,24,32,39,34,25,27,27,25,27,27,29,43,38,38,37,38,40,41,40,32,30,28,28,24,24,26,26,25,30,33,30,28,20,16,15,14,16,22,15,14,16,21,25,28,31,28,12,5,5,9,11,5,8,8,10,15,19,22,17,9,10,11,16,8,8,11,8,13,15,16,18,14,13,18,20,22,29,27,22,23,19,19,18,17,20,19,18,18,19,18,18,18,24,28,30,30,34,31,25,4,0
2022-04-06 08:00:00,2,10,19,22,25,32,39,45,47,31,36,38,41,40,44,41,42,48,46,53,56,57,55,57,45,37,34,30,28,26,24,26,30,33,37,36,35,29,23,20,13,21,33,39,29,22,16,16,19,51,41,28,16,5,9,11,18,22,23,22,31,35,37,20,18,23,26,28,26,25,25,27,26,27,25,24,22,17,17,16,18,21,20,17,18,21,19,19,20,22,19,21,21,21,22,27,28,27,26,21,19,14,9,8,4,0
2022-04-06 09:00:00,3,4,8,9,14,15,17,20,20,16,26,26,21,21,22,23,22,23,19,25,28,27,29,29,29,28,27,25,23,22,25,22,21,26,29,25,20,20,15,15,15,16,16,14,11,9,13,10,12,18,11,8,6,3,5,6,14,14,14,14,20,21,18,18,14,15,17,15,12,13,26,24,18,17,19,19,19,15,13,12,14,20,21,18,18,17,19,15,16,19,20,23,22,18,17,15,14,16,18,15,14,11,10,10,6,0
2022-04-06 10:00:00,3,5,9,12,13,17,19,17,18,18,18,19,21,16,17,16,19,17,15,16,18,19,23,25,28,26,23,17,21,20,21,19,18,15,15,15,14,15,12,9,11,7,16,14,10,9,11,9,8,7,6,7,7,7,8,12,15,16,17,18,19,17,18,17,10,11,10,12,7,10,19,17,15,15,21,26,25,19,16,13,16,15,16,16,17,17,18,15,14,15,14,14,12,13,14,16,26,26,24,15,13,12,9,7,6,0
2022-04-06 11:00:00,4,5,8,9,7,11,12,16,17,14,15,14,13,12,14,18,14,22,20,18,19,20,20,16,20,20,16,16,16,16,19,16,19,17,20,21,23,23,21,20,18,15,8,9,10,8,9,9,7,11,8,6,3,7,12,11,10,10,9,10,9,10,12,11,8,8,9,8,8,9,10,9,10,8,9,11,10,11,16,16,15,19,20,25,25,28,31,28,22,20,15,14,17,15,14,9,13,14,17,16,13,11,9,8,4,0
2022-04-06 12:00:00,3,5,8,9,10,16,20,24,25,21,18,21,19,9,19,20,17,21,20,19,20,21,21,21,19,17,15,13,18,19,25,25,20,22,22,21,21,19,15,14,14,12,9,10,10,10,10,14,13,13,9,5,4,4,4,5,6,5,7,9,11,9,13,14,16,16,17,16,5,14,13,13,15,13,14,16,17,17,22,21,23,26,24,21,21,18,16,13,12,15,13,14,13,15,11,15,17,16,15,12,11,10,8,5,5,0
2022-04-06 13:00:00,6,8,13,10,13,11,14,15,16,20,18,15,13,14,11,12,10,11,12,15,13,13,13,19,20,21,21,25,25,17,19,17,18,19,21,14,21,16,16,14,12,11,13,12,11,11,12,12,10,10,7,5,4,3,6,10,10,12,13,13,12,16,17,15,16,14,12,14,12,14,17,14,11,12,13,14,12,16,12,14,19,20,21,24,19,18,17,15,15,15,12,16,17,23,14,18,19,17,15,11,10,9,9,7,3,0
2022-04-06 14:00:00,5,6,8,9,8,15,16,15,13,14,12,13,16,15,15,16,16,14,15,15,17,18,17,17,16,15,12,12,14,23,26,27,23,24,25,24,23,19,16,15,17,15,12,13,14,14,11,15,13,10,7,5,6,3,6,9,6,8,10,9,9,11,13,13,16,15,12,11,5,13,18,15,15,10,15,18,20,11,35,36,39,33,29,28,32,27,23,19,17,15,16,15,16,16,14,11,18,16,16,12,13,10,8,5,3,0
2022-04-06 15:00:00,6,27,26,28,4,15,17,15,18,16,13,11,10,14,15,15,15,18,17,20,21,23,24,23,22,16,17,21,21,19,19,19,18,17,22,21,19,19,17,16,12,13,14,15,14,15,13,17,13,13,10,9,8,3,6,6,7,11,13,14,11,10,11,11,8,9,12,15,13,17,19,21,19,20,21,22,21,23,25,22,32,31,29,29,34,31,30,30,28,20,21,22,24,17,15,12,19,22,21,9,9,7,7,3,5,0
2022-04-06 16:00:00,4,4,10,10,29,32,26,22,17,20,18,17,15,9,22,17,16,19,18,19,21,21,20,22,20,17,15,18,21,27,28,22,21,18,20,19,19,26,24,22,17,19,17,41,40,38,18,22,21,16,13,10,33,30,32,34,36,33,28,25,20,20,17,20,18,17,15,17,8,17,27,28,24,22,24,21,22,22,29,30,32,42,43,44,40,43,41,39,35,33,29,28,21,18,17,18,18,16,19,13,9,7,7,6,2,0
2022-04-06 17:00:00,3,6,11,15,16,18,19,23,26,27,26,24,21,20,24,21,19,18,20,21,20,18,16,19,16,14,13,16,17,14,18,17,17,17,19,20,20,31,29,30,23,15,16,17,15,20,19,20,18,18,12,10,9,11,15,16,18,13,18,18,18,22,22,21,21,20,21,20,19,20,28,27,26,22,24,25,23,24,27,26,32,33,35,36,34,37,33,29,28,29,29,29,25,23,21,18,19,16,19,16,16,12,9,7,4,0
2022-04-06 18:00:00,4,5,9,15,17,28,32,28,24,20,18,20,17,14,19,24,29,35,37,34,31,25,19,23,21,17,19,19,16,19,19,20,20,20,20,18,18,27,19,19,19,19,25,26,23,23,20,26,22,21,15,11,12,13,17,18,17,10,12,29,29,34,35,31,22,17,17,25,17,25,41,38,32,32,24,28,26,27,29,33,36,40,39,36,38,44,38,35,38,35,37,39,37,36,36,33,42,37,29,23,21,18,12,8,2,0
2022-04-06 19:00:00,2,3,4,6,8,10,18,18,16,17,18,17,16,15,21,17,15,22,23,22,18,17,14,19,20,21,18,17,13,14,14,17,15,12,17,16,17,20,17,16,15,12,16,17,16,15,13,14,16,9,8,7,6,5,5,8,12,13,13,17,17,19,22,20,17,16,21,18,17,23,31,27,21,20,20,17,16,17,18,16,18,25,23,23,26,33,29,31,31,24,25,33,29,29,25,22,44,41,34,28,19,18,11,7,1,0
2022-04-06 20:00:00,3,5,3,5,7,6,8,9,7,10,9,9,8,9,12,11,12,17,19,15,17,17,15,15,16,15,13,14,10,10,10,13,14,10,10,8,13,15,10,13,12,10,15,13,12,14,11,13,10,9,4,3,4,2,2,4,8,9,9,11,11,10,9,7,8,9,10,11,12,13,19,19,17,18,18,18,17,18,17,17,19,20,21,22,21,27,27,21,21,20,18,15,17,16,15,12,26,20,19,15,10,8,3,5,2,0
2022-04-06 21:00:00,0,1,6,4,6,8,15,17,15,12,11,12,8,9,11,12,12,13,12,13,13,21,20,19,15,13,13,16,15,11,10,10,12,11,10,11,12,14,12,15,13,12,18,18,15,13,14,10,8,8,4,3,3,1,5,5,10,12,12,10,12,11,12,12,14,13,12,13,13,14,20,25,26,25,24,21,17,20,21,20,21,22,15,19,19,22,22,22,20,20,19,20,18,17,17,15,22,15,11,8,8,7,5,3,1,0
2022-04-06 22:00:00,0,1,2,1,3,4,6,8,0,11,12,11,14,16,20,21,12,15,16,18,14,20,19,22,22,19,19,15,11,20,20,12,19,18,21,11,19,15,15,11,10,11,13,14,12,10,9,10,11,10,7,4,11,5,4,5,12,11,8,7,7,9,7,10,21,20,21,27,27,26,32,18,31,25,23,25,26,30,30,24,30,29,28,28,28,33,31,31,30,25,21,18,17,18,18,14,17,12,11,5,6,5,5,3,1,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,5,6,9,11,12,11,14,14,0,23,24,24,23,28,30,32,33,33,32,25,11,9,8,7,8,7,7,3,8,17,12,13,11,5,9,8,7,5,10,8,7,5,5,3,2,2,2,2,6,5,4,5,3,2,4,5,9,8,11,15,18,20,23,24,23,22,20,20,21,28,27,25,26,27,26,23,19,18,17,16,16,14,12,15,13,12,12,8,13,10,12,10,9,6,5,3,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,2,4,6,4,8,12,17,19,24,23,24,24,26,27,27,29,33,33,31,26,26,25,28,28,30,31,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,0,2,5,5,6,5,10,5,8,7,10,11,11,12,13,15,16,20,21,22,25,25,26,27,27,26,24,22,31,29,30,31,35,37,36,27,22,17,11,11,10,6,5,6,3,6,6,5,4,1,2,0,1,0,1,1,3,2,0,4,4,0,5,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,1,1,3,5,7,8,11,14,15,10,9,12,12,13,17,18,19,19,19,23,29,25,27,30,27,26,27,20,17,16,19,21,15,22,20,14,18,12,10,11,9,10,7,8,6,3,4,4,4,6,5,3,1,2,2,0,4,5,6,9,13,6,5,4,7,6,7,5,3,5,5,1,6,7,8,7,10,12,13,10,12,8,13,13,11,9,8,4,2,7,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 07:00:00,1,4,11,11,13,14,18,26,26,18,24,24,22,27,33,38,41,43,46,49,45,48,46,47,48,27,27,26,28,29,33,33,34,35,38,36,37,19,14,13,8,9,11,15,12,13,17,23,25,34,33,16,6,2,8,13,19,24,14,12,16,17,19,18,10,9,12,15,12,8,13,11,14,13,14,17,15,18,11,12,13,27,26,17,17,18,18,16,16,14,14,13,16,9,10,12,15,21,24,29,27,29,27,20,1,0
