Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내교회.신내데시앙아파트,4_동성프라자앞,5_중랑구청,6_신현중학교,7_엘지아파트앞,8_쌍용아파트신내테크노타운앞,9_이화연립경동제일교회앞,10_중흥초등학교,11_지하철7호선중화역2번출구,12_지하철7호선중화역3번출구,13_중화2동주민센터,14_이문동현대아파트앞,15_이문동쌍용아파트,16_이문동삼익아파트,17_종로사약국,18_외대역앞,19_외대앞,20_경희중고,21_회기시장,22_경희대입구,23_서울바이오허브,24_한국과학기술원.홍릉초등학교,25_국방연구원,26_고대앞,27_안암전철역,28_고려대이공대.고대병원,29_안암동주민센터,30_보문역,31_보문역,32_성북구청.성북경찰서,33_삼선동주민센터,34_삼선교.한성대학교,35_혜화역.서울연극센터(장면총리가옥),36_혜화역.서울대병원입구,37_방송통신대.이화장,38_이화동(이화장),39_원남동,40_혜화경찰서,41_종로3가.탑골공원,42_종로2가,43_종로1가,44_광화문,45_서울역사박물관.경희궁앞,46_서대문역사거리,47_충정로역,48_아현역,49_웨딩타운,50_이대역,51_신촌오거리.2호선신촌역,52_신촌오거리.현대백화점,53_산울림소극장,54_삼진제약,55_홍익대학교,56_홍대입구역사거리,57_홍대입구역(가상),58_홍대입구역,59_동교동삼거리,60_신촌오거리.현대백화점,61_신촌오거리.2호선신촌역,62_이대역,63_웨딩타운,64_아현역,65_충정로역,66_서대문역사거리,67_서울역사박물관.경희궁앞,68_광화문,69_종로1가,70_종로2가,71_종로3가.탑골공원,72_종로4가.종묘,73_종로5가.광장시장,74_종로5가.효제초등학교,75_종로5가.효제동.김상옥의거터,76_방송통신대.이화장,77_혜화역.마로니에공원,78_혜화역.동성중고(장면총리가옥),79_삼선교.한성대학교.조소앙활동터,80_돈암초교입구,81_삼선동주민센터,82_성북구청.성북경찰서,83_보문역,84_안암동주민센터,85_고려대이공대.고대병원,86_안암역,87_고려대학교앞,88_국방연구원,89_한국과학기술원.홍릉초등학교,90_서울바이오허브,91_경희대입구,92_회기시장,93_경희중고,94_외대앞,95_외대역앞,96_이경시장,97_이문1동주민센터,98_한천로입구,99_이문동쌍용아파트,100_이문동현대아파트,101_중화2동주민센터,102_지하철7호선중화역3번출구,103_지하철7호선중화역2번출구,104_중흥초등학교,105_이화연립경동제일교회앞,106_쌍용아파트신내테크노타운앞,107_엘지아파트앞,108_신현중학교,109_중랑구청,110_동성프라자앞,111_신내교회.신내데시앙아파트,112_중랑공영차고지,113_중랑공영차고지.신내역,114_중랑공영차고지(가상)
2022-04-09 09:00:00,1,4,6,6,9,11,13,15,18,16,11,11,12,14,13,13,15,13,15,15,15,17,20,19,20,17,17,14,15,16,16,15,13,17,13,12,11,12,12,8,11,8,7,4,8,11,12,12,11,10,10,9,7,5,3,3,2,6,7,16,17,19,18,19,22,24,26,23,20,16,14,12,11,7,6,5,3,6,10,9,7,5,8,9,7,7,9,10,9,9,7,6,7,6,7,7,11,7,9,12,11,8,9,10,9,8,7,7,3,2,1,1,0,0
2022-04-09 10:00:00,2,3,7,10,13,14,15,13,14,11,13,10,13,16,19,21,20,17,23,19,19,16,19,16,18,14,13,14,14,16,17,14,19,21,18,16,13,16,18,18,19,19,18,15,14,16,14,13,11,7,11,9,9,6,5,3,0,6,7,16,19,19,20,23,23,22,23,21,16,11,14,8,4,13,4,13,7,7,7,6,7,9,5,9,9,10,17,14,14,14,12,8,8,9,11,14,11,13,13,15,13,7,8,11,0,10,9,8,4,3,1,0,0,0
2022-04-09 11:00:00,0,7,8,8,17,14,17,20,14,16,13,17,20,22,23,22,24,21,22,22,19,19,28,31,30,29,29,29,28,16,30,29,25,26,19,19,20,21,18,16,14,17,15,13,14,14,15,13,14,14,12,14,9,9,5,9,7,13,23,25,25,12,23,24,23,20,20,22,21,21,18,17,14,11,12,10,13,21,22,20,16,12,14,16,15,16,18,21,20,19,13,14,16,15,19,18,12,18,19,17,15,10,11,11,10,8,9,6,3,3,2,1,0,0
2022-04-09 12:00:00,0,2,5,6,14,17,14,17,19,18,12,14,15,18,21,21,22,23,26,25,23,25,31,31,27,26,20,23,20,22,22,29,32,28,19,21,23,27,24,23,19,19,20,19,23,26,23,24,24,21,18,17,17,15,12,7,6,9,13,16,20,21,21,25,17,18,18,18,18,17,18,14,11,21,20,17,13,14,16,16,18,23,22,23,21,23,25,30,28,29,22,21,23,17,21,20,19,18,20,20,17,13,18,17,13,15,13,11,6,4,2,0,0,0
2022-04-09 13:00:00,0,5,7,9,15,16,18,20,21,16,16,16,16,17,16,21,23,21,27,26,21,23,27,34,35,29,24,23,15,24,29,26,26,23,23,20,18,22,23,20,21,26,21,20,20,22,28,31,28,26,23,20,18,14,14,14,7,18,19,20,24,28,26,28,26,29,23,21,22,21,20,18,21,16,18,14,13,15,13,15,16,19,21,13,20,16,27,29,27,24,16,19,18,18,19,23,21,23,23,22,18,12,15,14,18,17,16,8,7,7,1,2,0,0
2022-04-09 14:00:00,1,3,4,8,21,10,11,26,27,25,18,24,26,24,24,21,20,22,31,29,28,28,28,30,28,23,22,21,18,22,22,23,24,32,18,15,16,18,19,16,19,22,24,12,22,20,18,16,17,15,16,14,11,9,7,10,9,17,20,21,20,22,23,24,22,22,26,26,23,27,28,23,21,19,18,17,12,14,15,14,11,14,14,15,15,20,23,26,27,27,17,25,24,27,31,27,28,30,27,23,19,18,17,12,16,14,6,13,7,7,5,1,0,0
2022-04-09 15:00:00,2,3,4,7,12,13,14,14,15,9,13,15,16,18,19,21,23,24,31,34,26,26,28,30,28,25,21,23,25,24,25,24,27,26,24,19,18,19,17,15,20,21,18,18,17,20,15,19,18,16,15,13,11,10,9,16,15,17,17,26,27,24,32,31,32,30,29,30,29,26,27,25,27,28,26,27,29,33,33,32,28,29,30,9,30,31,37,35,34,31,20,25,16,17,22,23,15,22,23,23,20,17,20,7,18,14,13,12,8,7,5,4,0,0
2022-04-09 16:00:00,1,3,6,8,14,17,16,19,18,18,16,25,26,27,28,29,30,20,20,21,19,22,24,25,24,24,24,24,26,20,27,22,20,20,17,19,20,25,25,28,24,29,30,37,36,38,44,43,41,33,28,22,25,22,14,23,21,37,38,40,40,33,30,29,28,28,29,30,33,31,34,34,36,36,34,32,25,30,28,26,20,21,21,17,23,25,24,27,16,23,18,16,30,22,23,22,14,20,19,21,15,17,19,22,16,14,21,16,8,6,1,5,0,0
2022-04-09 17:00:00,1,3,7,7,9,11,13,15,17,15,11,14,15,20,22,22,18,19,25,27,24,31,34,35,30,23,24,25,26,19,28,26,25,31,20,30,33,33,34,34,31,31,35,42,42,36,38,36,36,32,21,18,18,18,13,14,13,25,26,32,33,35,31,29,27,25,23,29,29,27,30,31,33,26,27,28,35,38,33,32,30,30,28,27,28,25,25,27,23,22,24,22,22,17,19,18,18,20,15,16,14,18,19,17,16,13,12,10,7,7,3,5,0,0
2022-04-09 18:00:00,1,3,2,4,8,6,5,9,9,10,7,17,18,18,17,16,14,15,14,13,14,20,26,28,22,21,18,19,20,15,23,23,19,18,22,26,23,29,27,24,19,20,20,27,29,28,27,30,27,26,24,23,23,24,17,19,17,27,29,31,32,32,31,30,29,30,29,28,29,27,28,27,27,26,24,24,24,37,28,29,29,27,25,24,24,25,29,28,25,21,20,21,14,20,18,17,16,15,14,14,13,13,14,16,15,14,8,10,8,5,1,4,0,0
2022-04-09 19:00:00,0,1,3,6,8,6,4,4,0,0,6,13,8,13,12,10,12,11,13,12,16,20,28,18,20,19,19,20,21,13,19,18,19,17,16,17,15,16,16,14,19,20,20,23,22,21,21,18,19,18,12,12,10,13,14,15,13,17,20,21,32,27,28,27,24,24,24,26,31,32,31,30,33,26,25,30,28,31,42,38,30,30,30,29,28,26,29,28,28,24,22,25,24,26,30,30,30,28,27,23,19,18,18,17,17,18,13,14,9,4,2,2,0,0
2022-04-09 20:00:00,0,1,3,7,8,10,7,9,0,9,6,10,7,9,12,10,13,12,14,13,13,15,21,21,20,17,12,9,8,7,17,11,11,14,13,16,12,14,0,16,17,16,17,18,4,18,17,16,14,15,10,14,14,14,11,11,7,19,18,14,16,18,14,12,14,13,15,21,26,26,32,26,33,29,15,27,26,29,31,30,29,24,22,24,24,22,20,21,19,14,17,19,17,18,16,14,14,11,13,12,10,17,13,8,11,7,6,4,5,5,1,1,0,0
2022-04-09 21:00:00,0,1,1,3,7,3,7,8,4,5,7,12,12,10,10,11,11,8,11,7,10,25,25,24,19,19,16,14,13,12,10,13,10,8,12,23,22,27,24,23,18,20,17,15,16,16,14,15,13,16,14,10,9,12,10,13,3,19,20,19,20,13,18,19,19,15,21,25,24,26,23,21,27,26,28,24,30,36,37,34,37,31,34,30,33,25,29,27,25,22,21,20,19,20,21,17,16,13,14,11,8,15,15,10,4,13,11,8,7,2,0,1,0,0
2022-04-09 22:00:00,0,1,1,3,10,7,0,9,10,9,8,13,12,9,8,9,8,9,14,9,11,11,12,12,13,9,10,8,5,5,10,8,8,7,10,12,12,11,10,9,25,27,29,27,28,25,23,21,2,17,9,8,8,12,15,22,21,21,21,26,26,25,24,21,22,15,21,21,23,21,27,26,25,21,24,31,33,39,31,29,30,30,29,26,24,22,24,23,19,20,26,26,24,23,24,30,26,26,23,20,16,20,17,18,15,14,12,11,7,4,3,1,0,0
2022-04-09 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,7,0,4,6,7,9,0,6,8,7,11,14,16,16,7,13,12,9,6,8,7,5,4,3,9,19,0,26,24,24,20,23,19,17,15,17,15,14,14,16,17,18,19,17,18,19,21,23,24,21,21,22,21,22,23,25,24,21,19,16,17,16,17,12,12,9,10,12,11,11,8,13,14,15,12,14,13,11,7,3,2,0,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,2,1,4,5,0,0,6,0,2,7,7,0,2,8,9,10,11,0,10,0,8,0,0,7,10,7,4,3,4,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,2,1,2,1,0,3,2,3,2,3,0,5,2,6,4,5,4,5,5,5,4,0,0,5,1,3,1,0,2,2,4,6,5,4,5,0,0,0,3,0,2,1,0,2,0,1,1,0,2,2,1,0,1,2,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 06:00:00,0,1,2,2,3,4,6,7,8,7,6,4,5,6,5,6,6,3,6,4,7,6,5,7,8,7,4,1,0,0,5,3,6,7,5,3,4,3,3,0,4,0,2,1,1,0,0,0,0,0,2,0,0,3,3,2,0,1,2,4,0,3,2,0,4,2,0,2,0,0,4,2,0,0,0,2,3,5,4,1,3,0,2,0,2,1,2,1,0,3,2,2,0,1,2,2,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 07:00:00,0,1,3,6,6,4,7,8,4,5,2,4,4,5,5,7,8,7,5,0,6,6,5,2,4,3,4,2,3,3,2,0,3,4,3,2,3,4,3,3,3,1,2,2,2,2,2,1,0,2,1,0,0,0,1,0,0,0,0,2,1,3,0,2,0,4,5,0,0,0,1,0,0,0,1,0,2,2,3,0,5,6,3,0,2,7,3,5,1,5,6,2,1,7,4,8,7,3,2,3,2,3,4,0,3,2,0,0,2,1,1,0,0,0
2022-04-10 08:00:00,0,2,5,8,11,12,12,13,11,11,8,10,4,12,15,15,14,13,12,8,6,5,10,9,8,9,8,8,7,5,5,5,6,6,8,6,5,7,6,6,8,7,7,7,4,7,5,6,4,3,5,2,3,2,2,2,0,4,6,7,2,6,1,5,6,5,3,5,4,1,3,5,4,4,3,0,4,2,6,5,5,8,9,5,7,6,8,5,7,4,5,4,6,7,9,9,3,10,10,11,8,9,8,7,9,10,10,10,5,3,2,0,0,0
2022-04-10 09:00:00,0,5,5,8,10,11,12,14,15,12,9,8,13,10,17,16,14,14,15,16,15,13,16,16,18,11,13,9,12,9,13,13,14,16,12,11,10,9,8,4,6,7,8,6,4,7,6,8,7,8,6,8,6,2,1,2,0,5,7,15,16,15,17,18,6,14,12,10,8,7,7,0,6,5,4,5,3,5,6,7,6,8,6,5,2,7,12,6,3,8,7,7,5,6,6,7,8,9,7,10,7,9,9,11,10,8,0,8,5,4,3,1,0,0
2022-04-10 10:00:00,0,2,4,6,14,17,21,24,8,23,16,20,13,23,25,28,29,23,19,13,14,14,17,15,15,12,15,18,19,15,18,18,20,24,22,12,14,13,14,7,13,8,13,8,11,8,14,16,3,17,16,6,7,7,7,7,6,11,7,15,9,13,14,17,17,16,10,11,9,7,13,6,13,9,8,6,7,11,10,11,10,8,9,9,8,9,13,15,7,15,12,11,12,10,12,6,9,7,8,7,7,8,9,8,10,8,0,9,3,3,2,0,0,0
2022-04-10 11:00:00,0,2,3,5,8,6,8,10,6,13,12,16,16,20,21,22,24,21,20,20,16,17,22,21,24,20,23,25,24,21,23,24,24,24,16,14,14,14,15,9,13,14,13,13,11,8,10,10,13,11,17,16,14,13,11,11,4,11,11,14,15,13,12,13,12,10,14,16,17,10,21,13,11,10,7,8,6,18,25,24,25,26,27,15,26,29,40,47,46,39,26,27,29,15,14,16,16,20,19,22,21,9,11,11,10,7,8,6,3,2,1,0,0,0
2022-04-10 12:00:00,0,2,4,10,11,14,15,16,12,12,7,12,14,14,16,20,22,19,21,19,18,28,31,32,21,24,21,22,23,27,31,30,32,28,19,16,19,17,20,19,15,15,14,11,11,13,14,15,14,13,13,14,11,9,8,9,8,11,13,13,13,14,13,14,15,14,14,14,16,21,20,21,25,24,17,23,16,20,20,18,16,14,13,15,9,19,21,22,23,19,14,14,12,15,15,16,14,18,17,16,12,10,11,12,11,12,3,3,9,3,2,1,0,0
2022-04-10 13:00:00,0,5,7,10,16,18,7,19,21,22,14,17,14,19,18,18,21,21,22,21,25,27,33,34,29,28,25,24,27,26,27,28,33,30,22,29,26,26,25,27,26,25,24,20,20,18,18,20,16,17,16,18,17,15,12,13,10,13,12,14,17,21,21,20,18,20,23,24,24,22,27,23,22,26,25,23,16,22,25,22,20,20,22,26,24,23,25,26,22,19,12,9,12,12,17,16,15,16,18,15,15,11,10,9,9,7,8,7,6,5,0,1,0,0
2022-04-10 14:00:00,1,4,3,5,13,14,16,21,20,17,12,14,15,18,21,21,26,26,27,25,21,19,23,21,22,21,17,16,16,16,17,17,16,17,15,22,17,18,19,17,17,18,19,20,19,19,18,24,25,23,18,16,12,10,13,11,10,13,13,12,14,13,12,15,18,17,9,20,27,17,16,18,15,14,14,13,16,19,19,18,17,18,20,19,22,23,34,31,23,25,27,27,29,25,26,25,23,17,16,13,18,14,15,14,15,15,9,14,4,4,3,1,0,0
2022-04-10 15:00:00,0,5,1,7,9,13,15,18,21,20,11,15,17,18,20,23,27,27,23,23,23,26,29,27,28,22,22,21,20,20,20,21,19,23,17,18,14,18,19,17,17,17,20,17,16,18,17,17,17,17,16,13,12,11,10,12,9,13,16,16,15,14,10,15,13,14,18,22,26,25,21,22,30,29,28,23,24,27,22,20,20,22,21,17,20,27,35,38,39,36,22,19,19,17,21,17,13,15,10,14,15,15,19,6,18,17,15,14,6,3,1,1,0,0
2022-04-10 16:00:00,1,1,6,8,11,15,10,17,16,16,12,15,17,16,21,26,27,24,45,49,48,28,28,29,28,25,24,26,18,27,24,25,25,21,20,22,23,24,23,22,23,22,24,27,25,21,22,20,21,19,20,17,17,12,10,16,14,23,24,28,28,27,19,27,26,25,26,25,24,23,24,23,24,24,19,22,22,31,24,21,18,18,19,18,19,20,23,22,24,19,19,21,20,15,17,17,17,12,13,16,13,20,22,16,17,17,14,12,10,5,4,1,0,0
2022-04-10 17:00:00,0,3,4,5,8,0,8,9,6,9,8,12,10,17,14,16,18,17,25,25,52,56,60,34,58,42,34,32,32,31,32,30,29,26,18,27,24,23,21,23,22,26,31,39,38,34,33,29,23,25,19,19,20,16,16,18,15,23,24,24,27,24,23,22,21,18,17,19,22,21,22,21,18,12,20,22,23,32,27,27,21,21,21,24,26,25,30,29,28,25,19,16,17,18,24,26,21,20,18,20,17,18,23,22,19,13,15,12,7,9,7,6,0,0
2022-04-10 18:00:00,0,2,1,5,13,12,14,15,14,9,7,13,8,11,12,13,16,15,20,16,18,26,25,26,25,17,15,15,13,13,19,15,14,18,15,18,17,14,15,9,16,16,16,20,21,22,21,18,19,16,15,11,10,12,9,16,0,22,23,24,19,25,26,28,27,27,20,28,25,35,37,34,35,35,34,23,23,27,27,23,25,24,23,23,22,23,23,22,28,28,33,33,32,30,28,23,21,16,14,13,12,9,12,10,6,9,8,8,7,7,1,6,0,0
2022-04-10 19:00:00,1,3,2,6,9,3,12,4,5,4,6,11,8,10,12,15,18,14,13,11,13,15,20,15,19,10,12,10,12,9,12,13,11,12,12,11,7,9,15,9,14,14,23,24,9,22,18,15,16,14,9,6,6,5,5,9,5,15,15,16,17,15,13,11,12,12,14,16,15,16,18,19,22,23,15,32,35,43,40,39,33,30,29,15,29,29,37,38,36,27,24,22,21,17,18,20,14,19,16,14,11,11,13,12,0,11,11,10,8,5,4,2,0,0
2022-04-10 20:00:00,0,2,7,8,10,10,2,3,6,4,4,13,16,15,13,12,14,14,16,15,19,25,28,10,27,17,14,9,7,15,11,11,9,9,8,15,15,17,15,11,15,14,15,18,18,18,16,16,10,12,8,6,3,3,6,13,3,17,20,25,18,24,23,22,9,21,22,24,22,24,24,25,26,17,23,21,24,33,28,28,28,27,26,28,23,30,27,28,25,18,18,19,18,16,19,20,19,17,16,13,14,11,12,11,6,9,8,9,5,2,1,0,0,0
2022-04-10 21:00:00,1,0,0,5,5,6,4,6,11,10,11,12,11,12,11,10,10,6,6,7,9,17,15,0,9,11,11,9,10,7,10,11,11,8,10,17,11,18,14,0,22,10,13,15,11,14,10,12,11,6,8,9,10,10,7,11,10,19,17,22,20,21,20,15,18,17,18,18,15,17,22,16,22,21,21,23,29,35,34,31,29,29,30,22,25,26,25,26,24,22,22,21,20,15,15,17,18,10,16,10,8,17,17,16,7,14,10,4,6,1,0,0,0,0
2022-04-10 22:00:00,0,1,2,5,7,0,2,0,6,0,10,10,10,9,7,7,10,10,10,9,10,12,15,15,14,10,11,11,10,7,8,8,8,8,11,12,11,10,9,8,8,21,19,22,22,21,17,18,17,12,8,5,8,8,6,12,6,25,24,28,25,26,22,19,21,20,18,21,23,26,29,31,22,26,30,28,30,43,35,33,30,27,26,25,26,26,27,25,20,20,26,25,26,22,22,17,16,14,13,12,10,13,14,13,11,9,7,6,4,3,2,1,0,0
2022-04-10 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,9,8,10,9,0,0,11,10,7,6,2,6,0,5,0,4,10,11,9,10,9,8,8,5,6,5,10,10,11,9,12,7,0,14,14,16,11,10,0,17,16,15,15,14,15,8,17,10,17,16,15,13,19,22,20,0,20,19,21,20,16,19,16,20,20,15,14,15,13,10,11,10,8,8,8,7,6,10,5,9,6,2,5,3,4,3,1,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,2,1,3,7,8,10,13,0,16,17,22,24,26,24,22,23,24,30,31,28,27,28,27,28,32,31,25,24,25,23,25,21,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,0,1,2,4,6,2,5,7,7,8,7,7,8,9,10,7,9,8,10,8,10,9,9,8,7,9,8,7,5,0,6,6,7,11,21,13,11,8,9,4,9,9,7,6,3,4,3,3,4,2,3,1,1,4,3,2,1,3,0,6,0,5,1,6,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 06:00:00,3,1,3,7,17,20,22,23,25,21,10,8,8,10,12,15,16,14,11,10,10,9,11,7,8,9,5,3,4,4,5,7,6,8,8,10,10,6,10,5,9,10,7,4,3,3,3,3,2,2,1,2,2,3,4,3,2,5,3,7,8,10,9,10,5,6,6,5,6,4,6,5,6,7,6,6,4,7,9,10,12,14,16,15,14,11,15,13,9,7,6,5,0,3,7,7,3,6,5,7,2,2,0,2,0,2,0,0,1,0,0,0,0,0
2022-04-11 07:00:00,0,9,16,18,18,20,20,22,23,22,17,18,24,35,43,47,54,51,51,48,45,32,26,24,28,56,50,15,16,17,17,20,21,26,24,25,21,20,19,20,14,19,16,12,8,7,10,9,7,6,0,7,8,10,6,8,0,9,13,16,20,22,24,26,30,29,25,22,19,16,21,22,18,16,11,5,6,6,7,6,10,12,11,9,9,12,17,19,17,13,13,11,9,10,10,12,12,11,15,26,21,23,24,22,25,24,20,11,5,4,2,1,0,0
2022-04-11 08:00:00,0,13,24,29,34,28,28,31,31,31,15,22,24,27,36,43,56,53,53,44,45,45,53,53,52,40,31,26,28,30,36,30,30,37,30,38,33,28,28,26,26,35,30,28,21,14,13,10,11,12,9,13,9,7,4,6,0,16,19,23,23,27,36,42,43,40,32,27,22,21,24,22,18,13,12,10,9,13,16,14,16,18,21,20,20,27,32,27,26,24,18,21,10,13,14,11,12,15,16,25,21,26,33,34,32,30,30,23,9,7,4,6,0,0
2022-04-11 09:00:00,1,4,7,9,15,15,17,19,23,19,13,21,21,22,25,28,26,24,24,23,24,22,23,22,23,23,20,19,19,18,21,19,19,30,19,15,18,18,16,15,13,14,14,13,12,11,12,13,12,15,15,20,16,14,7,5,3,7,13,14,14,18,21,28,25,27,23,18,16,12,12,12,14,13,11,9,11,11,11,8,12,16,18,16,10,12,18,20,18,15,12,11,10,8,10,8,13,9,12,13,10,13,19,18,19,8,18,15,11,8,4,2,0,0
2022-04-11 10:00:00,1,4,8,10,8,9,10,12,13,13,9,17,18,19,19,20,22,18,18,17,23,26,31,31,28,25,14,11,10,11,14,14,14,18,13,12,8,11,8,9,9,11,10,8,7,7,7,7,8,8,8,9,6,5,4,3,0,7,10,9,10,11,12,13,12,9,12,14,13,13,13,14,12,8,7,6,8,9,12,16,21,16,26,25,17,13,22,24,21,19,15,15,13,13,12,12,10,13,14,13,10,9,10,0,10,3,0,8,3,2,0,1,0,0
2022-04-11 11:00:00,0,1,2,6,8,9,10,11,8,12,11,14,15,15,17,16,17,16,14,14,15,18,17,14,15,13,15,16,16,16,18,18,17,17,13,13,17,13,14,15,10,11,10,11,12,8,11,7,11,9,8,8,9,7,4,4,3,7,9,17,10,19,21,21,13,22,19,22,24,21,15,14,12,11,10,11,11,12,12,10,12,13,12,11,11,10,10,11,10,14,15,15,14,10,13,15,15,7,13,10,12,9,13,0,6,13,4,11,7,3,1,0,0,0
2022-04-11 12:00:00,0,3,5,6,7,8,10,12,6,9,8,16,15,17,18,18,17,13,16,16,17,17,15,16,17,18,16,15,13,11,16,16,18,25,22,11,11,11,10,8,11,13,14,13,14,15,15,14,12,13,12,13,11,10,6,8,7,9,11,12,17,14,10,21,20,19,18,17,22,21,18,17,16,18,16,16,14,15,17,14,17,19,18,12,21,23,24,23,16,22,21,21,20,21,26,34,27,21,23,22,18,11,10,10,8,5,8,7,4,3,2,1,0,0
