Unnamed: 0,1_월암차고지,2_잿말,3_월암교,4_월암IC.월암동,5_도룡마을,6_부곡체육공원,7_장안마을,8_의왕고등학교,9_부곡복지회관,10_창말,11_켄테이너기지,12_교동,13_재활용센타,14_중앙도서관,15_의왕보건소,16_고천파출소,17_고천.의왕시청,18_오전동주민센터,19_의왕지구대.글로벌도서관,20_가구단지입구,21_포도원.현대.대림아파트.유한양행,22_호계3동주민센터,23_호계사거리,24_호계소방파출소,25_덕고개사거리,26_샘마을.대안중학교,27_안양남초등학교,28_농수산물시장.포일단지입구,29_민백마을,30_오뚜기식품.두산벤처다임.나눔초등학교,31_평촌동주민센터.인덕원대우아파트,32_인덕원초교.삼성아파트,33_인덕원역4호선,34_린파밀리에,35_갈현동부대,36_찬우물,37_정보과학도서관,38_과천주공2.3단지,39_정부과천청사,40_KT과천지사,41_경기도립과천도서관앞,42_과천8.9단지,43_과천성당,44_관문사거리부대앞,45_남태령부대,46_남태령역,47_사당역,48_이수역,49_총신대입구역.남성시장입구앞,50_경문고등학교,51_정금마을,52_이수교,53_동작대교전망카페,54_서빙고역1번출구,55_서빙고역교차로,56_국립중앙박물관용산가족공원,57_이촌역,58_용산세무서,59_용산철도고등학교,60_신용산역,61_KT용산지사,62_삼각지역,63_숙대입구역,64_갈월동,65_서울역버스환승센터.강우규의거터,66_시청앞,67_한국은행.신세계앞,68_숭례문(가상),69_숭례문,70_서울역버스환승센터,71_갈월동,72_숙대입구역,73_삼각지역,74_KT용산지사,75_용산역,76_용산푸르지오써밋,77_용산철도고등학교,78_용산세무서,79_이촌역,80_국립중앙박물관용산가족공원,81_동작대교전망카페,82_갯마을앞,83_정금마을.방배경찰서,84_경문고교.배나무골앞,85_총신대입구역.남성시장입구앞,86_사당동우체국앞,87_방배노인종합복지관,88_사당역,89_사당자동차학원,90_남태령역,91_남태령부대,92_관문사거리부대앞,93_과천성당,94_과천10단지,95_경기도립과천도서관앞,96_KT과천지사,97_정부과천청사,98_과천주공2.3단지,99_찬우물,100_갈현동부대,101_린파밀리에,102_인덕원사거리.인덕원역,103_평촌동주민센터.KT동안양지점.대우아파트,104_나눔초등학교.오뚜기식품.두산벤처다임,105_민백마을,106_농수산물시장.포일단지입구,107_안양남초등학교,108_샘마을.대안중학교,109_덕고개사거리,110_호계소방파출소,111_한성병원.민방위교육장,112_호계구삼거리,113_유한양행,114_가구단지입구,115_신안아파트.글로벌도서관,116_오전동주민센터,117_고천.의왕시청,118_의왕보건소,119_중앙도서관,120_재활용센타,121_교동,122_켄테이너기지,123_창말,124_부곡복지회관,125_의왕고등학교,126_장안마을,127_부곡체육공원,128_도룡마을,129_월암IC.월암동,130_월암교,131_잿말,132_월암차고지,133_월암차고지(종점가상)
2022-04-07 07:00:00,3,1,0,2,2,0,17,20,22,10,14,0,13,21,12,14,16,18,24,25,32,34,31,0,32,31,37,40,42,51,53,47,36,37,38,39,40,43,42,43,43,47,51,52,51,44,37,35,33,33,36,45,39,27,18,17,16,16,15,14,14,13,10,10,10,1,1,1,4,3,4,4,6,5,11,9,8,7,11,13,0,13,16,12,13,15,15,21,18,19,0,19,18,18,16,17,15,16,14,0,0,24,17,23,16,29,33,19,22,0,18,7,0,16,13,10,12,14,13,12,0,9,7,0,0,1,0,0,0,0,0,0,0
2022-04-07 08:00:00,1,1,0,0,0,4,12,8,15,5,0,0,13,11,23,24,28,35,38,37,49,52,51,25,50,47,54,58,62,65,65,55,39,42,42,47,45,39,39,41,44,53,60,60,59,46,31,25,27,31,31,33,31,20,28,26,27,27,25,24,24,22,23,21,21,0,0,0,0,2,4,4,6,8,13,14,11,12,18,20,16,13,25,26,26,30,35,31,30,32,30,39,35,36,26,16,20,17,18,17,16,34,30,32,32,28,32,31,31,30,28,25,24,21,23,20,22,24,0,23,22,21,20,16,7,6,1,0,0,0,0,0,0
2022-04-07 09:00:00,2,1,0,0,0,0,7,10,8,0,0,9,9,4,8,9,10,11,16,12,20,23,24,14,27,28,30,31,48,59,61,49,35,36,20,35,36,35,34,38,40,45,44,42,0,41,24,18,15,15,14,16,15,11,14,13,11,11,9,14,15,14,11,8,9,1,0,0,0,16,17,19,20,8,19,8,20,19,24,9,0,8,10,13,14,16,16,16,14,14,7,15,15,6,13,10,8,9,8,0,0,12,10,8,4,7,5,8,2,7,8,6,9,7,7,6,4,3,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0
2022-04-07 10:00:00,2,0,0,0,0,0,2,4,6,0,0,3,5,4,5,8,8,9,12,12,18,8,19,18,17,18,17,18,19,21,22,20,20,21,20,10,15,17,17,17,21,25,27,21,0,25,15,19,17,14,13,15,13,10,12,9,11,10,9,10,10,9,7,3,3,1,1,1,2,6,8,10,5,9,11,10,6,7,10,5,11,10,8,9,7,8,5,8,5,4,7,5,6,8,4,9,8,6,0,5,0,8,7,6,7,7,7,8,1,0,7,3,5,5,4,4,7,8,0,0,0,0,7,1,6,4,3,0,0,0,0,0,0
2022-04-07 11:00:00,1,0,0,0,0,0,2,3,4,0,0,0,5,0,5,5,5,7,8,8,10,11,11,0,10,15,20,11,12,14,15,14,15,14,19,20,21,21,16,18,20,22,22,20,17,0,17,12,12,12,16,18,10,16,19,18,17,18,15,12,10,10,8,7,6,5,1,1,2,3,4,6,6,5,7,6,6,7,5,6,5,9,11,15,13,8,9,10,9,6,0,7,7,10,10,9,7,9,8,0,0,16,13,10,12,12,10,12,0,2,11,7,0,9,8,7,5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-07 12:00:00,0,0,0,0,0,0,4,2,5,6,0,0,0,2,7,8,4,6,4,0,8,9,10,0,5,9,11,19,18,21,22,20,19,12,10,0,20,19,20,19,13,22,24,24,17,22,16,16,14,11,16,6,17,14,15,12,12,11,12,12,11,8,11,12,10,4,5,5,6,8,9,9,10,11,13,14,11,17,13,10,9,8,9,10,10,7,6,9,10,11,0,10,9,7,8,7,9,4,3,10,8,12,13,14,9,11,9,10,4,11,10,9,8,3,6,4,6,3,0,1,0,5,2,4,0,4,0,0,0,0,2,0,0
2022-04-07 13:00:00,1,0,0,1,1,0,3,3,2,5,0,3,0,1,0,2,3,3,4,0,6,10,7,8,8,9,9,15,16,18,19,18,13,14,11,15,10,16,13,12,16,17,16,15,0,13,11,9,11,10,11,13,12,11,10,12,10,11,11,12,5,10,8,8,5,3,4,4,6,8,8,14,15,9,12,11,8,10,16,13,10,8,7,8,13,12,13,14,5,15,14,14,13,13,14,9,6,13,6,7,0,15,14,14,13,11,10,8,7,7,6,5,4,5,5,3,6,4,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0
2022-04-07 14:00:00,1,0,0,2,2,2,6,5,5,4,0,4,3,5,6,10,12,15,14,12,18,20,22,23,21,22,20,20,17,16,14,10,12,3,11,13,13,12,10,14,15,17,18,17,0,16,13,11,11,11,13,14,15,12,16,20,18,17,0,14,10,11,8,2,7,3,4,4,5,9,10,11,14,16,11,9,10,9,9,11,11,7,9,7,9,11,6,15,12,16,0,7,15,13,10,12,12,12,13,0,9,15,17,16,14,13,14,13,12,0,9,7,5,6,8,8,5,4,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0
2022-04-07 15:00:00,1,0,0,0,0,0,5,2,3,0,1,0,2,4,3,5,4,6,6,5,6,7,8,0,7,9,9,9,10,15,17,16,15,10,14,0,14,12,11,14,15,16,12,17,0,13,10,6,13,12,14,12,6,8,11,12,13,11,16,13,12,9,6,3,2,5,14,14,16,18,9,19,16,18,16,17,19,20,21,22,21,18,17,13,15,18,20,22,20,24,23,22,23,14,20,21,20,21,7,8,0,13,15,17,18,20,19,16,18,0,14,11,10,9,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-07 16:00:00,0,0,0,0,0,1,4,18,5,19,0,20,2,4,20,19,20,9,16,8,8,8,8,9,23,44,44,44,36,37,17,14,15,6,17,12,18,21,23,27,30,30,31,27,0,16,16,14,18,15,16,17,15,11,15,15,14,15,13,10,8,8,8,6,7,4,10,10,8,13,13,23,24,15,23,0,27,29,19,17,31,29,28,24,24,30,20,22,20,20,21,21,20,25,25,26,24,28,31,33,22,33,31,32,34,33,27,29,0,28,27,20,17,16,11,10,10,11,0,10,0,0,0,8,4,3,0,0,0,0,0,0,0
2022-04-07 17:00:00,0,0,0,0,0,0,3,6,1,7,0,0,6,4,2,7,11,13,16,17,17,18,19,0,20,19,20,18,20,27,26,22,18,18,22,23,18,22,21,24,9,23,19,25,26,27,17,17,16,16,14,17,15,12,16,22,21,22,22,17,11,8,7,4,4,3,10,10,10,14,15,21,23,24,20,22,21,22,22,23,22,24,23,23,24,29,30,34,32,32,31,35,32,31,29,31,33,33,34,19,33,36,32,33,35,32,28,27,24,8,22,20,16,15,12,12,10,9,11,0,0,5,7,8,5,2,1,0,0,0,0,0,0
2022-04-07 18:00:00,0,1,0,0,0,5,11,13,14,15,0,16,0,2,18,20,22,23,26,16,26,30,29,14,28,27,25,27,27,45,47,39,27,25,24,25,24,22,28,38,40,38,39,35,36,37,23,21,18,14,23,34,33,14,15,21,20,27,25,22,21,19,7,4,3,4,8,8,13,25,25,27,30,32,37,36,34,34,34,35,35,31,37,39,40,44,50,49,50,48,48,47,43,43,41,38,45,53,52,36,51,64,54,55,57,58,49,49,47,42,38,36,35,34,27,23,19,15,14,14,11,15,14,11,7,4,0,3,2,0,2,0,0
2022-04-07 19:00:00,1,0,0,2,2,1,2,2,0,3,0,0,0,1,2,3,4,3,11,15,19,21,22,0,21,20,21,21,17,15,18,16,17,15,9,13,11,10,9,12,3,12,13,11,0,12,21,15,12,13,5,14,16,7,9,8,8,15,15,13,9,8,4,3,1,2,5,5,6,6,8,9,10,9,11,26,25,24,25,14,13,30,33,31,34,41,42,56,13,15,54,50,46,40,38,37,34,35,32,32,31,48,47,46,50,40,33,31,33,32,27,25,24,21,14,13,15,14,11,0,0,9,13,11,9,2,0,0,0,0,1,0,0
2022-04-07 20:00:00,0,0,0,0,0,0,2,0,2,8,0,0,0,0,7,0,8,10,9,8,10,13,13,0,10,11,13,12,9,10,10,8,8,7,6,7,5,6,6,12,10,9,8,9,10,9,12,8,9,10,9,10,12,6,8,8,8,0,7,6,5,2,3,2,1,3,5,5,7,8,10,10,13,10,16,14,17,18,20,20,20,18,21,14,20,19,20,29,29,28,27,27,24,23,20,22,14,21,10,20,19,36,29,27,26,25,25,23,23,23,19,18,16,13,12,11,11,10,11,0,0,0,0,7,5,1,0,0,0,0,0,0,0
2022-04-07 21:00:00,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,4,4,6,5,6,0,9,0,8,7,9,9,9,12,10,13,12,4,10,9,7,7,8,9,10,8,7,9,0,8,7,5,4,5,7,12,8,8,0,0,3,6,7,7,6,2,3,0,2,2,4,4,4,10,6,10,11,13,18,19,21,16,20,22,21,20,19,18,28,27,26,39,27,0,19,38,32,30,30,29,21,20,20,0,16,35,34,15,13,14,12,16,12,6,15,12,9,8,6,5,6,6,7,0,0,7,0,4,2,1,0,1,0,0,0,0,0
2022-04-07 22:00:00,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4,3,3,4,4,0,4,5,0,2,4,4,4,8,9,3,5,0,0,3,2,5,6,4,7,6,4,0,1,3,5,8,8,7,9,10,9,5,6,0,7,6,5,5,5,4,3,2,1,0,3,3,4,9,11,12,12,10,14,11,18,17,15,17,9,18,23,13,23,23,25,29,28,0,0,28,27,24,21,28,22,23,18,24,0,26,32,27,23,21,18,16,17,16,14,13,12,10,7,6,10,8,0,2,0,0,0,7,4,1,0,0,0,0,0,0,0
2022-04-07 23:00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,6,0,7,8,0,4,7,3,8,7,6,3,7,6,6,0,6,5,2,0,5,7,0,2,0,3,0,0,7,12,10,12,14,13,0,10,11,0,11,10,3,4,5,5,5,2,1,1,3,3,4,12,9,13,12,14,18,16,17,16,20,0,0,12,14,17,14,18,18,33,0,14,0,34,32,27,25,24,19,14,17,13,0,17,15,14,13,12,11,10,10,8,10,9,6,8,6,5,4,5,0,0,0,1,0,4,2,1,0,0,0,0,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,1,0,0,0,0,0,3,4,0,2,0,0,0,0,3,3,4,0,5,6,7,9,11,12,0,0,14,16,0,16,15,15,17,18,0,0,0,17,13,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,0,0,0,0,0,4,2,2,0,0,0,0,0,5,3,6,7,10,11,16,17,18,0,20,21,22,20,21,10,24,20,16,14,12,18,15,16,17,20,12,21,22,23,0,22,10,8,10,8,9,9,7,8,9,8,5,0,4,7,5,5,4,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,1,0,0,0,0,2,6,7,8,2,0,0,0,0,4,6,7,11,20,15,18,22,23,0,21,20,27,31,31,35,38,36,32,29,24,21,21,24,23,23,24,24,27,26,28,27,24,18,16,16,14,9,13,12,7,5,6,6,7,6,6,5,4,4,3,1,1,0,0,3,4,0,3,0,4,1,2,1,0,2,1,3,3,4,5,0,5,7,5,6,4,0,5,0,0,3,4,0,3,0,0,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 07:00:00,1,2,0,0,0,0,10,12,18,3,0,0,9,17,18,21,24,28,35,34,41,45,48,32,54,58,65,45,46,51,54,49,34,33,36,38,44,47,47,56,63,69,49,53,39,50,31,20,21,22,25,27,24,18,19,16,20,20,19,18,18,18,16,9,14,1,1,0,2,3,5,4,6,5,12,11,8,7,10,10,9,11,20,20,19,26,29,33,16,26,0,28,27,13,25,21,23,10,9,8,2,26,21,22,20,16,18,18,17,16,17,15,14,12,10,4,8,10,0,8,7,6,0,6,2,0,1,0,0,0,0,0,0
2022-04-08 08:00:00,1,0,0,0,0,0,11,8,14,10,0,0,0,6,18,20,23,26,28,31,35,38,37,36,38,38,48,66,65,67,65,59,39,38,37,40,37,36,33,37,38,69,67,68,66,60,31,29,34,32,32,32,30,18,19,14,18,20,18,20,19,20,22,23,20,1,0,0,1,4,5,4,7,7,16,16,16,17,20,15,21,10,14,15,19,22,25,32,31,34,33,40,35,34,34,27,21,25,19,26,28,34,37,32,36,34,32,27,25,8,26,24,21,19,17,13,13,10,0,0,9,8,0,9,6,5,0,0,0,0,0,0,0
2022-04-08 09:00:00,0,0,1,0,0,1,8,8,11,0,0,10,0,8,12,12,15,18,19,21,20,23,22,21,23,25,32,30,30,34,40,35,28,30,10,32,34,33,30,31,32,34,41,43,34,40,20,17,17,16,15,17,15,9,12,11,10,10,12,14,13,12,12,11,9,1,1,0,2,4,5,3,7,6,6,7,5,8,9,11,8,6,6,7,11,13,13,13,0,5,10,13,12,11,9,8,4,3,7,9,0,10,9,7,10,11,8,8,7,7,7,4,7,0,5,4,3,2,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0
2022-04-08 10:00:00,1,0,0,0,0,0,4,5,6,0,0,0,0,5,6,7,7,9,10,11,21,22,20,18,19,20,20,19,20,24,23,16,15,9,21,8,25,15,23,27,15,26,26,31,28,31,22,20,16,16,10,17,13,12,15,14,13,14,11,10,8,7,6,5,4,2,1,0,2,3,4,3,5,0,5,4,5,6,8,3,7,8,10,12,13,15,16,14,9,9,7,7,5,0,6,7,0,5,4,5,8,9,9,8,10,12,4,9,8,0,6,3,5,6,5,4,3,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0
2022-04-08 11:00:00,2,1,1,0,0,1,4,2,2,0,0,0,0,5,8,10,5,10,11,8,12,15,16,14,18,19,25,24,23,25,24,20,17,16,0,15,13,18,16,16,15,18,19,17,9,15,12,17,13,16,17,15,18,14,15,13,10,14,12,16,15,13,6,10,5,2,1,0,3,3,7,8,8,7,8,7,8,9,7,6,5,4,6,5,8,7,8,10,9,10,9,12,10,9,9,6,7,9,0,0,0,10,9,10,9,11,13,13,8,0,13,11,10,9,6,3,4,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2022-04-08 12:00:00,0,0,1,0,0,0,2,2,3,2,0,0,2,0,3,2,5,7,8,7,10,11,12,0,13,14,15,16,11,16,18,16,10,16,0,11,12,13,17,16,0,16,17,17,16,18,15,12,15,16,20,22,12,16,14,19,20,14,18,15,13,12,10,4,3,2,1,0,3,9,6,10,14,15,13,7,10,8,12,8,7,10,10,10,8,7,9,13,14,12,11,14,14,13,11,11,5,9,8,11,0,13,16,15,11,12,10,11,12,0,8,8,0,7,6,4,6,5,6,3,5,5,4,3,2,2,0,0,0,0,0,0,0
2022-04-08 13:00:00,1,0,0,0,0,0,4,0,5,0,0,6,0,5,6,8,9,11,9,10,10,11,12,0,17,13,13,11,11,14,18,18,9,0,7,19,21,7,19,22,0,24,25,25,14,25,16,13,10,12,13,17,11,15,19,13,11,13,14,15,11,10,8,11,10,2,8,0,9,10,8,8,9,11,13,9,15,16,16,13,11,10,9,9,10,17,19,23,21,22,13,24,20,21,18,14,12,13,0,4,7,15,12,10,16,16,18,17,15,0,13,11,10,8,7,7,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2022-04-08 14:00:00,1,0,0,0,0,0,4,3,4,3,4,0,0,3,4,4,6,5,6,6,7,12,13,0,9,9,18,23,25,25,23,17,11,18,17,19,20,18,17,16,16,18,20,19,0,21,16,14,12,10,12,13,9,9,14,17,16,13,12,10,8,12,12,9,4,4,6,0,8,12,7,10,15,17,19,10,18,14,15,16,7,14,12,9,11,11,13,13,11,12,0,12,13,17,13,15,14,15,13,12,13,17,16,15,15,13,13,8,14,9,12,8,6,11,6,5,6,4,4,3,0,0,0,3,2,1,0,0,0,0,0,0,0
2022-04-08 15:00:00,1,2,0,0,0,2,10,17,18,0,0,0,18,14,12,10,14,13,16,11,15,13,14,9,15,22,29,29,24,23,25,11,10,8,8,9,8,10,11,10,12,13,14,14,9,13,13,15,14,15,14,16,15,11,11,17,19,15,12,11,0,10,7,5,2,8,12,0,13,16,17,18,18,20,19,20,20,19,24,23,19,21,22,20,22,23,22,25,13,18,0,23,21,21,22,22,21,18,16,14,0,20,16,19,20,20,11,20,5,3,12,11,10,9,10,7,5,6,0,0,7,1,6,4,2,1,0,0,0,0,0,0,0
2022-04-08 16:00:00,2,1,0,0,0,2,4,5,6,4,0,0,0,3,6,9,11,13,12,15,16,7,18,0,17,18,20,23,24,26,24,26,18,17,23,11,21,21,22,23,21,22,28,28,17,27,26,24,8,10,11,14,0,10,19,24,21,20,21,16,11,7,6,5,3,2,10,0,11,16,15,12,20,23,29,0,33,34,30,28,29,27,25,23,25,26,23,32,30,25,30,31,33,21,33,28,28,32,34,34,30,42,43,44,19,22,18,19,11,0,18,16,16,13,11,10,7,7,11,13,0,0,12,7,2,1,0,0,0,0,0,0,0
2022-04-08 17:00:00,1,0,0,0,0,0,1,3,0,6,0,0,0,4,5,7,10,13,16,21,23,24,28,19,29,26,29,31,28,49,47,39,23,15,17,25,25,25,25,27,28,26,30,27,25,30,22,17,15,11,12,21,19,11,16,16,14,16,17,13,9,8,8,5,4,2,6,0,11,19,18,20,23,24,21,23,27,29,34,33,33,27,29,29,27,36,38,56,56,56,29,48,43,44,41,48,50,23,16,23,22,43,41,40,40,39,33,28,22,20,25,21,20,17,17,18,21,20,13,0,12,0,19,13,7,6,0,0,2,0,0,0,0
2022-04-08 18:00:00,1,0,0,0,0,2,4,9,2,10,11,0,0,0,11,11,14,19,26,31,32,33,36,0,35,32,31,34,33,61,61,51,34,33,24,19,32,34,33,32,29,23,31,31,32,31,20,19,21,21,14,22,18,12,16,21,18,21,22,16,15,9,7,5,3,4,15,0,17,27,29,32,36,35,42,42,44,40,33,37,38,41,39,36,36,40,38,37,35,36,35,36,37,36,34,39,41,51,50,50,48,51,46,62,61,60,57,55,53,46,43,39,34,30,22,17,19,14,2,0,0,0,13,9,4,1,0,0,0,0,1,0,0
2022-04-08 19:00:00,1,0,0,0,0,0,4,0,6,3,0,0,0,0,4,5,6,8,13,6,16,19,21,20,17,17,18,17,16,17,18,13,13,9,12,7,17,10,17,19,18,20,19,28,0,30,33,27,28,22,22,21,19,9,10,13,12,12,11,11,9,7,4,2,2,4,8,2,9,17,12,17,21,0,18,23,16,13,41,42,41,32,34,33,26,26,25,31,30,23,28,28,28,26,28,28,26,27,26,19,25,49,44,46,43,42,40,36,35,21,31,24,17,13,11,8,7,5,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0
2022-04-08 20:00:00,1,0,0,1,1,0,4,5,5,2,0,0,0,0,6,5,6,8,13,14,14,17,21,0,22,21,21,20,17,17,16,12,16,0,13,12,5,11,10,12,9,13,14,8,5,7,6,6,10,9,8,10,11,6,10,9,2,8,7,8,6,5,3,2,0,4,7,0,8,13,16,15,14,15,18,19,20,19,23,24,22,21,18,19,23,22,21,24,21,0,23,21,19,16,16,15,14,14,12,13,10,23,20,19,19,21,16,17,10,15,13,10,11,7,5,4,5,4,0,0,0,0,0,4,2,2,0,0,0,0,1,0,0
2022-04-08 21:00:00,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,2,3,5,6,9,6,9,0,4,8,8,4,7,9,11,10,10,0,3,2,4,10,9,8,6,8,7,7,0,9,10,9,8,9,10,10,9,5,6,5,6,6,5,6,4,3,4,3,2,2,9,0,11,11,13,14,13,16,21,22,23,18,22,20,21,20,16,19,22,20,22,34,27,22,0,22,26,25,17,28,18,19,20,17,16,33,32,32,31,26,24,23,13,0,22,21,16,13,11,10,7,8,2,0,0,0,7,6,5,3,0,0,2,0,1,0,0
2022-04-08 22:00:00,1,0,0,0,0,0,3,4,5,6,0,0,0,4,3,2,5,4,6,4,7,8,5,2,0,7,5,0,3,2,6,7,4,3,0,8,0,8,7,12,14,5,0,13,0,12,8,7,3,3,5,6,6,5,7,0,5,6,4,4,5,7,5,4,2,1,2,0,5,9,10,11,15,16,17,18,12,14,17,23,22,21,21,20,22,21,23,35,36,30,33,36,33,30,24,32,32,31,26,29,28,38,30,27,26,25,23,20,4,0,13,11,7,8,5,4,5,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
2022-04-08 23:00:00,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,5,4,6,5,6,7,0,0,7,6,6,5,7,4,4,5,11,10,3,0,0,9,8,6,7,6,6,4,0,3,17,21,22,17,0,4,2,14,2,0,0,4,3,3,7,5,2,0,1,1,3,0,4,13,8,19,22,16,25,22,23,22,26,23,27,24,19,21,20,26,28,52,51,50,20,49,44,39,32,28,30,24,23,15,0,22,18,17,18,16,12,10,10,19,19,15,14,11,11,10,7,5,0,0,0,0,4,4,3,2,0,0,0,0,1,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
