Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_은평뉴타운10단지,4_구파발역.롯데몰,5_진관동주민센터.은평우체국,6_동부센트레빌324동앞,7_동부센트레빌320동앞,8_신도초교.은평메디텍고등학교,9_신도중학교,10_폭포동.은평노인종합복지관,11_은평경찰서,12_연신초등학교,13_불광지구대,14_새장골유래비,15_연서시장,16_연신내역,17_동명여고.천주교불광동성당,18_불광역3.6호선,19_불광역3호선.서울혁신파크,20_한전성서지사.북한산푸르지오,21_녹번역,22_산골고개,23_홍제역(중).서대문세무서,24_홍제삼거리.인왕산한신휴플러스,25_무악재역,26_안산초등학교,27_독립문역.한성과학고,28_영천시장,29_금화초등학교.서울시교육청,30_서대문역사거리.농협중앙회,31_서울역사박물관.경희궁앞,32_광화문,33_종로1가,34_종로2가,35_종로3가.탑골공원,36_종로4가.종묘,37_종로5가.광장시장,38_종로6가.동대문종합시장,39_동대문역.흥인지문,40_동묘앞,41_신설동역,42_용두동사거리,43_제기동역.서울약령시,44_청량리수산시장,45_청량리역환승센터,46_청량리미주상가앞,47_서울성심병원,48_떡전교앞,49_서울시립대학교앞,50_전농로터리시장.동부교육지원청,51_전농우체국앞,52_청솔우성아파트.답십리시장,53_답십리2동두산아파트,54_답십리2동한양아파트앞,55_동답한신.대림아파트동대문체육관,56_촬영소사거리.동답초등학교,57_동답초교.대림아파트,58_동답한신동아아파트,59_동아.위더스빌아파트,60_자동차부품상가,61_답십리초등학교.현대시장,62_답십리2동시온교회앞,63_청솔우성아파트.답십리시장,64_전농우체국앞,65_서울시동부교육지원청.해성국제컨벤션고교,66_서울시립대입구,67_떡전교앞,68_서울성심병원,69_청량리역환승센타,70_청량리.청과물도매시장,71_제기동역.서울약령시,72_용두동사거리.한국의류시험연구원,73_신설동역,74_동묘앞,75_동대문(흥인지문),76_종로6가.동대문종합시장,77_종로5가.광장시장,78_종로4가.종묘,79_종로3가.탑골공원,80_종로2가,81_종로1가,82_광화문,83_서울역사박물관.경교장.강북삼성병원,84_서대문역사거리.적십자병원,85_영천시장,86_독립문역.한성과학고,87_무악재역,88_인왕산.홍제원아파트,89_홍제역(중).서대문세무서,90_산골고개,91_녹번역,92_한전성서지사.북한산푸르지오,93_불광역3호선.서울혁신파크,94_불광역3.6호선,95_동명여고.천주교불광동성당,96_연신내역,97_연서시장,98_종로약국,99_불광지구대,100_북한산대창센시티아파트,101_은평경찰서,102_폭포동,103_은평노인종합복지관.신도중학교,104_신도초교.은평메디텍고등학교,105_두산위브205동앞,106_두산위브253동앞,107_진관동주민센터.은평우체국,108_구파발(가상),109_구파발역2번출구,110_은평뉴타운10단지,111_진관공영차고지
2022-04-06 21:00:00,1,0,2,15,19,13,13,12,9,9,8,7,6,6,6,8,7,9,8,11,12,5,9,11,9,9,13,15,6,12,10,11,11,11,20,19,18,13,15,15,17,15,14,15,20,21,19,16,17,15,13,9,8,5,7,5,3,3,4,5,7,9,11,13,19,20,21,19,12,9,10,11,12,14,15,16,19,14,23,25,32,35,39,42,40,38,37,34,28,24,23,22,18,19,15,14,20,19,12,11,8,10,9,3,3,1,3,2,1,0,0
2022-04-06 22:00:00,0,0,0,10,12,9,10,8,4,5,3,4,3,5,2,5,6,9,5,7,5,8,9,10,9,2,8,8,9,10,11,15,12,13,13,15,17,19,19,18,14,20,19,20,23,22,20,21,17,15,13,10,7,6,6,6,4,5,2,6,4,2,5,8,9,15,16,15,10,3,10,10,11,14,11,16,20,21,34,38,45,49,47,49,41,38,34,31,25,24,21,20,20,20,18,19,26,25,17,13,10,12,11,7,4,3,2,1,1,0,0
2022-04-06 23:00:00,0,0,1,7,8,0,5,4,1,3,5,1,3,5,4,5,4,0,6,5,4,4,6,7,0,0,2,4,5,4,4,6,7,8,11,12,9,9,10,11,8,9,12,10,19,18,17,16,9,7,7,5,2,2,3,2,0,3,3,0,3,5,5,3,4,5,4,6,7,4,8,7,9,10,18,13,19,17,20,25,34,40,27,37,32,30,28,24,17,17,20,16,16,12,11,14,22,21,17,12,9,8,6,3,1,1,0,0,1,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,0,0,1,2,3,4,4,5,8,15,19,25,26,26,28,30,30,33,34,36,36,39,40,41,20,40,33,38,34,30,22,18,17,17,0,15,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,2,1,2,1,1,1,3,3,3,5,5,8,9,10,9,7,10,11,17,18,19,18,22,19,23,22,20,20,18,19,19,17,16,15,12,10,16,15,21,20,17,15,13,12,11,4,10,9,8,9,6,8,5,9,5,4,3,5,4,6,5,7,8,5,12,10,9,10,13,15,7,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,0,1,5,3,4,3,5,10,11,13,15,25,31,29,22,21,27,29,28,30,31,33,34,35,27,34,25,24,22,20,15,14,13,12,7,11,10,6,7,6,6,5,6,8,6,5,6,5,4,2,5,0,6,0,3,2,2,3,5,6,7,10,13,15,16,14,15,13,13,14,15,14,9,16,15,14,13,14,15,11,15,15,14,14,12,11,10,11,9,4,8,7,9,7,2,6,7,8,2,7,5,6,7,8,14,15,11,8,0,0,0
2022-04-07 07:00:00,3,6,12,34,16,18,15,18,21,26,29,40,50,44,30,33,34,39,34,38,42,45,49,52,53,44,43,42,37,29,27,31,24,22,21,17,13,9,10,9,9,11,12,12,22,9,20,10,9,7,5,6,7,6,5,4,8,15,21,22,29,36,47,46,44,40,33,33,31,35,37,38,37,40,47,24,20,17,16,16,15,12,10,10,12,11,8,10,15,21,25,26,26,31,17,20,39,38,35,31,34,17,33,27,25,26,21,16,2,1,0
2022-04-07 08:00:00,0,3,21,30,37,40,26,16,15,18,19,43,53,45,36,40,44,44,46,45,45,48,63,68,68,60,65,71,67,52,44,38,26,24,21,18,14,13,10,9,12,10,9,10,19,17,19,26,22,18,13,11,10,13,13,13,12,22,23,23,29,33,37,43,42,44,51,51,39,42,38,40,38,37,34,38,27,24,25,24,20,19,17,13,15,14,15,11,14,16,27,39,38,38,44,44,46,43,30,27,24,29,26,15,26,28,20,18,3,1,0
2022-04-07 09:00:00,0,1,2,5,9,6,6,12,12,15,15,18,22,22,20,23,25,31,34,33,32,34,40,41,42,41,42,51,49,44,44,37,30,25,22,19,12,9,9,12,13,13,15,15,24,25,23,18,13,12,11,8,8,6,4,7,6,12,14,10,16,21,23,25,29,29,32,29,29,26,27,26,25,35,33,30,27,23,22,20,20,21,17,15,14,12,14,12,12,11,9,11,10,9,8,9,14,12,11,12,9,10,10,11,14,13,9,6,1,0,0
2022-04-07 10:00:00,1,2,1,4,8,10,10,11,10,15,16,18,22,20,16,19,19,19,21,23,22,27,43,47,49,48,53,57,55,55,54,49,28,27,24,23,21,17,15,15,17,14,9,10,12,10,11,10,8,7,7,8,6,5,4,3,7,7,11,1,10,12,18,22,26,26,26,26,21,22,24,26,25,26,24,23,19,18,16,15,16,22,19,22,24,22,20,17,12,9,12,11,13,14,13,10,12,14,13,14,12,11,12,12,16,12,9,7,2,1,0
2022-04-07 11:00:00,1,1,2,5,8,6,7,8,9,11,11,15,18,17,11,14,16,22,26,27,29,32,31,27,30,30,34,33,33,31,32,34,46,39,36,26,21,19,15,13,13,13,9,11,13,9,13,12,10,11,9,10,9,4,8,9,5,6,8,3,9,11,13,16,18,22,25,25,18,19,22,21,19,20,21,24,25,22,22,20,22,23,21,23,20,19,17,17,13,12,12,15,14,12,11,9,11,11,12,13,11,13,12,11,11,9,10,8,1,0,0
2022-04-07 12:00:00,0,2,4,6,8,9,11,12,12,10,14,17,19,18,17,19,21,21,26,24,23,24,31,36,29,26,34,32,33,31,29,23,21,20,20,20,25,22,19,17,16,18,14,15,16,17,15,13,14,11,9,8,11,7,10,5,4,5,6,2,8,11,14,17,16,16,16,17,14,18,19,14,20,19,28,27,31,30,34,36,34,36,37,38,32,31,27,23,24,22,21,14,19,17,7,15,18,17,18,15,13,14,7,9,11,11,9,7,2,0,0
2022-04-07 13:00:00,1,0,2,5,6,8,8,10,13,13,14,17,17,14,13,16,16,19,19,20,22,23,27,31,25,32,33,35,34,32,33,34,33,30,29,26,26,32,30,27,26,22,19,21,23,21,20,17,15,14,13,12,9,7,5,6,5,6,8,4,9,8,13,16,19,22,21,20,15,17,16,16,16,18,23,24,30,25,31,30,31,30,34,39,37,27,35,28,25,18,17,17,16,15,14,10,12,18,17,17,9,7,17,13,12,11,10,9,4,1,0
2022-04-07 14:00:00,0,4,2,6,8,8,7,6,8,9,8,10,17,16,14,16,15,14,25,26,25,25,27,29,31,17,33,34,32,30,29,30,31,30,27,25,21,21,20,16,28,24,19,23,33,32,31,24,15,13,14,13,12,11,8,8,12,11,10,7,13,5,16,15,14,19,20,19,17,17,19,18,17,16,21,24,26,32,34,35,37,37,39,41,38,31,30,30,29,27,26,22,21,24,18,8,14,14,10,11,10,11,10,9,9,8,7,6,3,1,0
2022-04-07 15:00:00,1,7,1,9,12,13,16,33,34,29,17,31,48,49,48,46,39,35,25,21,18,18,21,24,26,24,24,24,21,23,21,27,29,26,32,31,27,27,23,24,23,20,19,20,23,21,21,31,27,25,23,21,14,19,15,10,9,6,7,6,9,6,11,15,17,18,19,15,13,15,17,16,16,20,23,24,27,28,27,29,32,34,38,48,44,40,35,34,26,29,27,27,23,29,26,20,16,16,13,13,11,13,10,12,10,10,8,6,3,1,0
2022-04-07 16:00:00,1,2,3,14,16,17,35,45,44,44,42,41,40,39,28,29,52,49,42,35,31,30,26,25,20,22,27,28,28,26,27,29,26,24,23,23,28,32,32,22,29,30,30,34,37,21,41,38,33,33,30,28,21,19,16,11,6,6,8,8,11,12,14,16,31,31,27,24,17,22,22,23,25,25,22,27,34,32,31,36,40,43,45,49,51,45,42,39,30,30,28,26,27,25,26,22,27,26,25,23,22,18,17,42,42,36,33,25,13,2,0
2022-04-07 17:00:00,1,4,3,19,21,20,19,14,13,14,13,16,18,15,15,16,17,20,19,20,16,18,16,19,18,20,23,24,22,21,21,22,22,24,27,28,24,31,31,32,35,36,34,39,47,45,47,43,36,27,24,23,20,19,17,14,12,6,5,4,6,8,10,11,15,24,23,19,13,21,26,31,32,37,34,31,35,34,40,38,41,44,45,52,46,43,40,33,38,25,27,29,28,29,25,23,31,31,29,22,22,23,17,13,13,11,8,9,4,1,0
2022-04-07 18:00:00,0,9,9,18,21,19,17,18,20,21,22,25,23,21,16,14,14,14,17,14,15,15,15,18,16,18,19,18,20,25,35,36,30,33,32,34,37,43,45,50,46,43,41,39,55,52,48,45,37,29,23,19,18,16,12,8,7,8,12,15,21,26,29,30,32,35,39,37,28,31,32,35,35,35,35,35,40,39,44,51,52,54,57,56,56,53,49,44,38,39,40,38,37,41,31,37,53,52,40,26,25,16,15,14,14,13,8,7,3,1,0
2022-04-07 19:00:00,0,1,3,13,16,18,12,12,11,9,9,14,15,16,14,17,16,15,18,19,14,12,12,11,12,3,13,14,12,14,19,19,21,24,17,24,25,25,26,29,24,22,23,21,27,27,26,24,21,19,17,12,11,10,8,6,5,5,5,6,9,10,13,17,11,14,12,11,13,12,13,14,12,12,11,14,28,31,31,36,47,51,52,50,49,46,44,38,36,30,29,27,27,26,22,27,42,39,33,27,24,20,18,10,9,7,3,5,2,0,0
2022-04-07 20:00:00,1,3,3,16,18,16,15,13,12,10,10,8,9,8,7,9,9,11,14,13,12,12,13,13,7,10,12,15,5,11,14,16,13,14,13,15,20,18,18,20,23,20,11,19,18,18,23,20,14,12,10,9,8,6,6,5,2,3,2,3,5,7,8,9,8,7,6,7,7,11,9,8,9,15,13,16,19,15,18,23,28,32,38,38,37,37,32,29,25,24,23,19,17,15,12,15,25,25,19,11,9,12,7,6,6,5,2,4,1,0,0
2022-04-07 21:00:00,0,1,2,12,14,14,9,6,6,6,5,5,8,6,8,10,9,8,10,11,10,5,5,7,3,0,10,12,11,7,7,12,10,10,14,11,17,18,18,19,20,21,18,12,31,30,25,25,20,16,16,15,13,11,10,9,7,6,4,3,5,6,8,10,11,13,7,9,9,6,8,9,12,9,13,16,20,20,26,32,37,42,44,42,40,37,36,35,26,28,25,22,20,21,19,17,28,22,18,15,14,12,11,7,4,3,2,1,1,0,0
2022-04-07 22:00:00,0,2,0,8,11,9,9,8,5,4,4,3,4,3,4,7,14,12,10,13,11,9,10,9,10,9,7,8,9,9,9,10,12,14,14,13,15,14,16,18,18,17,15,17,25,20,24,20,17,15,12,9,6,3,5,6,5,5,2,3,3,4,9,10,5,6,8,5,7,6,7,8,8,11,17,20,27,29,39,46,52,54,57,52,42,38,33,25,24,21,24,21,16,19,19,17,23,22,17,12,10,10,8,4,3,1,2,0,2,1,0
2022-04-07 23:00:00,0,0,0,9,11,9,3,4,1,0,2,3,0,0,2,2,3,4,7,10,9,7,6,7,0,4,6,7,0,8,9,12,11,14,16,15,14,16,14,13,13,11,14,12,16,10,13,12,10,8,8,6,5,5,6,5,4,3,2,3,3,4,3,5,4,3,4,4,6,7,7,8,6,10,14,13,18,20,23,32,38,39,27,39,35,32,27,24,23,18,17,16,14,12,11,11,16,15,11,8,6,5,4,3,2,2,0,1,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,1,0,0,3,1,4,5,6,7,9,13,19,23,24,24,26,20,26,28,29,30,31,36,37,38,35,35,34,32,29,28,29,29,31,32,31,30,26,29,30,28,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,1,0,2,1,0,2,3,4,0,3,2,7,7,8,9,8,10,11,11,14,14,21,24,23,25,12,23,19,19,18,19,16,17,15,15,12,11,10,13,11,16,12,12,12,9,8,2,9,8,9,10,6,5,9,8,6,3,3,2,2,0,3,6,8,11,9,8,7,7,10,6,11,6,6,9,0,0,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,0,2,5,2,3,3,6,10,12,10,11,19,24,21,16,19,23,23,27,23,22,25,32,34,20,28,34,33,26,30,27,26,21,19,18,17,16,12,8,7,4,6,4,4,4,0,3,5,6,2,2,1,0,0,4,1,5,6,5,2,6,9,11,13,16,18,17,16,15,17,18,11,12,11,17,14,13,13,12,9,9,9,10,11,15,14,13,11,11,10,13,13,10,12,8,3,5,4,2,4,0,5,6,6,9,7,8,7,1,0,0
2022-04-08 07:00:00,1,5,9,16,15,16,15,22,24,28,29,36,50,44,30,30,27,30,34,31,35,33,40,49,52,51,49,41,33,30,28,28,23,22,18,14,15,13,14,11,13,12,11,12,15,14,10,15,15,10,9,6,8,6,8,9,14,20,26,25,27,28,33,34,32,34,31,26,29,29,29,26,26,28,25,25,20,18,15,13,12,11,8,12,17,19,19,23,32,39,47,50,46,44,39,24,33,17,23,28,26,30,29,20,27,27,22,19,3,2,0
2022-04-08 08:00:00,0,4,29,34,39,39,26,16,18,23,31,50,56,49,30,36,43,44,42,42,43,40,52,59,59,59,58,60,58,53,48,39,33,32,26,20,17,16,11,13,13,11,11,12,23,21,18,27,26,25,18,17,17,8,11,13,13,24,25,24,39,49,42,45,41,42,42,38,38,40,38,37,34,35,35,28,25,24,23,22,19,15,10,11,16,14,16,14,11,11,18,33,33,40,41,42,46,44,35,28,29,30,28,14,18,24,19,14,2,1,0
2022-04-08 09:00:00,2,3,2,5,6,8,10,12,13,16,20,27,29,23,21,23,29,25,29,33,31,29,30,34,38,48,45,44,43,34,31,31,26,24,23,17,15,14,11,10,11,8,8,11,14,13,13,12,11,10,5,8,9,3,10,8,7,8,10,11,13,14,16,19,22,22,24,23,22,20,23,23,22,23,27,26,24,21,15,14,14,15,14,15,18,17,18,15,14,13,12,14,15,14,7,3,12,10,8,9,4,11,12,15,15,18,15,14,3,0,0
2022-04-08 10:00:00,0,1,2,10,14,8,9,9,10,18,16,19,21,20,18,18,28,28,26,28,28,27,32,34,36,38,39,40,37,32,33,31,27,25,21,22,20,18,17,14,11,12,10,11,21,9,21,16,12,9,8,8,7,6,5,5,5,6,7,5,9,11,14,16,18,18,20,17,17,19,20,19,17,17,19,24,24,21,22,19,18,17,16,21,16,14,15,12,9,8,7,9,8,10,8,7,9,10,9,11,9,11,10,11,13,12,12,10,5,0,0
2022-04-08 11:00:00,0,1,2,6,8,14,13,12,11,12,15,19,19,21,17,19,23,21,23,27,25,27,33,29,35,28,33,37,32,37,36,33,35,29,33,26,21,23,19,21,17,13,14,19,23,22,22,20,12,11,10,5,6,7,6,6,4,4,4,4,5,7,12,19,25,31,30,28,22,27,27,26,20,25,23,22,26,30,32,30,29,29,27,27,25,24,25,21,19,10,10,9,7,11,10,8,9,10,7,6,6,6,5,11,12,10,6,4,2,0,0
2022-04-08 12:00:00,0,1,2,11,15,16,7,11,10,11,10,15,16,17,16,17,17,18,18,17,16,18,20,21,21,22,24,27,27,25,25,27,27,23,22,20,20,25,24,23,23,20,17,20,28,27,26,21,18,14,11,11,10,8,10,3,8,9,8,4,9,11,11,15,18,20,23,18,23,28,15,13,22,25,21,22,26,26,27,27,26,27,27,27,24,24,23,24,22,21,25,23,20,16,14,9,12,13,12,11,13,14,12,20,23,23,8,21,11,1,0
2022-04-08 13:00:00,0,2,5,10,11,10,15,17,17,11,19,21,22,20,16,18,16,16,26,25,28,31,29,33,34,27,33,33,32,29,27,21,26,27,26,26,24,24,19,19,17,19,17,17,23,22,19,19,16,14,10,12,11,9,10,8,8,8,8,9,12,14,14,19,22,27,25,25,24,27,28,25,25,26,29,32,38,37,33,34,33,33,29,32,31,28,28,25,25,22,23,23,23,22,17,14,22,21,18,16,16,14,13,21,26,17,25,21,4,0,0
2022-04-08 14:00:00,0,2,4,6,8,9,10,10,11,7,12,29,20,19,27,26,21,17,16,17,18,19,21,21,22,22,24,26,25,26,23,25,28,27,26,24,18,21,22,20,21,21,16,18,22,24,24,19,23,15,14,12,9,8,2,7,6,8,7,5,9,8,10,13,20,22,24,23,20,18,16,15,23,26,24,28,33,32,31,30,35,35,41,43,33,31,28,25,22,21,19,19,20,19,16,16,20,17,17,16,11,18,14,14,17,16,13,12,3,2,0
2022-04-08 15:00:00,1,5,5,14,19,14,17,18,18,17,18,19,20,20,17,19,21,19,20,18,20,21,21,23,22,23,24,28,26,27,27,29,33,31,32,33,37,24,32,29,30,27,20,23,27,27,29,32,29,34,33,30,27,26,24,19,15,11,6,5,7,10,14,16,20,21,23,23,20,23,23,21,21,25,27,28,35,34,38,36,41,41,40,41,36,35,33,31,27,23,22,21,17,19,18,14,22,23,23,25,26,26,23,33,34,33,25,23,3,1,0
2022-04-08 16:00:00,2,4,5,19,24,25,36,44,44,41,38,44,49,48,44,45,47,41,37,27,22,21,24,24,23,23,28,31,22,33,30,28,27,22,25,25,19,36,33,27,26,28,23,25,32,28,34,37,27,31,27,18,16,15,14,11,7,8,11,10,14,17,18,21,39,42,36,35,22,28,23,26,24,32,31,29,33,33,36,40,43,46,49,48,50,46,43,39,33,30,28,27,28,25,21,23,29,27,22,15,13,13,14,23,32,33,25,21,7,0,0
2022-04-08 17:00:00,1,3,4,19,21,19,18,19,20,19,17,21,27,22,17,18,19,19,23,21,20,21,20,21,24,24,24,26,26,20,23,25,24,23,24,31,28,30,32,32,37,35,37,37,34,32,33,29,25,26,26,21,26,23,18,16,11,10,6,8,9,10,14,16,19,18,16,12,15,29,26,27,25,29,36,40,41,41,39,41,50,51,51,49,52,51,48,45,43,23,24,26,21,26,23,22,26,24,18,15,17,16,11,13,14,11,7,3,2,1,0
2022-04-08 18:00:00,1,10,9,19,27,25,21,17,19,17,15,21,25,24,16,15,12,21,26,24,26,29,30,28,33,16,30,30,27,33,35,38,43,37,39,41,34,38,40,40,35,33,34,32,45,43,44,42,32,27,25,23,20,18,13,10,11,11,10,11,14,15,18,24,29,39,35,30,23,25,27,32,31,35,39,42,45,43,45,45,50,53,51,51,51,46,42,37,32,30,38,34,34,33,27,28,53,50,45,34,34,29,25,15,16,15,9,6,2,0,0
2022-04-08 19:00:00,0,2,3,22,23,23,20,16,18,17,14,13,16,15,15,12,11,11,9,10,10,8,9,11,10,10,10,14,14,16,18,15,21,21,23,24,22,26,26,26,27,25,24,25,36,38,31,34,28,27,26,21,16,15,12,9,7,6,4,5,8,8,11,14,20,22,20,18,15,19,19,14,16,17,17,20,20,21,25,28,32,36,38,41,42,41,34,32,35,26,25,21,20,19,18,19,38,33,25,19,18,16,20,16,13,7,6,6,1,0,0
2022-04-08 20:00:00,0,4,4,12,16,15,10,12,9,7,9,6,7,9,7,9,11,14,12,8,10,9,11,13,13,8,11,11,7,14,14,15,17,16,14,14,14,13,15,15,16,15,14,17,24,22,21,19,17,15,14,13,11,10,8,9,3,2,3,4,2,5,7,10,10,11,8,9,9,10,10,9,11,14,16,19,21,20,26,30,34,37,39,43,38,32,29,27,22,19,20,16,15,18,15,18,28,27,18,15,14,14,13,7,5,4,3,3,2,1,0
2022-04-08 21:00:00,1,0,3,11,12,10,9,6,7,6,5,6,7,6,6,8,8,8,9,6,7,7,11,8,8,5,9,9,5,9,7,8,10,9,11,13,16,17,13,14,15,14,13,15,22,20,21,18,16,13,14,12,11,7,6,8,6,5,5,2,8,9,9,11,8,7,8,6,8,9,8,6,8,9,9,16,24,18,24,26,33,36,38,39,37,34,31,31,29,32,34,29,20,19,16,12,28,26,19,14,13,9,5,7,6,5,2,1,2,0,0
2022-04-08 22:00:00,0,1,3,10,13,12,10,7,4,5,4,4,5,7,6,5,9,10,10,10,8,6,9,6,6,7,8,8,7,8,10,13,12,13,14,15,15,18,16,15,21,12,22,20,24,20,19,17,15,10,12,9,10,9,5,4,2,3,2,1,3,1,11,14,4,11,9,7,7,7,7,1,6,7,10,14,16,15,25,39,48,51,34,52,46,43,42,38,24,23,22,18,15,14,13,14,35,30,22,11,6,9,8,5,3,2,2,1,2,0,0
2022-04-08 23:00:00,1,0,0,5,0,3,2,4,3,0,0,2,2,3,3,3,3,5,5,3,5,6,5,6,7,0,5,7,6,3,4,6,7,8,8,7,9,10,10,11,12,13,9,12,15,10,16,12,11,11,3,6,5,3,4,3,2,1,1,1,4,5,5,7,6,6,8,6,7,8,8,8,10,12,13,16,19,21,25,38,48,36,46,48,45,31,30,37,31,29,15,26,23,18,16,19,22,21,18,13,11,10,7,5,3,0,0,0,1,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
