Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_DMC첨단산업센터,4_상암고등학교,5_월드컵파크5단지,6_월드컵파크4단지후문.JTBC,7_월드컵파크3단지.난지천공원,8_월드컵경기장서측.문화비축기지,9_증산종합시장.증산중학교입구,10_증산역.증산동주민센터,11_북가좌119안전센터,12_북가좌사거리,13_DMC두산위브아파트,14_연가초교.DMC래미안클라시스,15_명지대,16_명지대삼거리,17_명지중고등학교,18_명지전문대.충암중고등학교,19_응암정보도서관,20_서울중앙교회앞,21_은가어린이공원구150번종점,22_우성공인중개사,23_응암정보도서관,24_충암고교앞.대주피오레아파트,25_응암초교.백련산힐스테이트3차,26_백련산힐스테이트2차,27_시립은평병원,28_영락중학교입구,29_녹번센트레빌아파트,30_응암1동주민센터,31_은평구청,32_녹번역,33_산골고개,34_홍제역(중).서대문세무서,35_홍제삼거리.인왕산한신휴플러스,36_무악재역,37_안산초등학교,38_독립문역.한성과학고,39_영천시장,40_금화초등학교.서울시교육청,41_서대문역사거리.농협중앙회,42_서울역사박물관.김구집무실(경교장),43_광화문,44_서소문,45_경찰청.동북아역사재단,46_서대문경찰서.농협은행.유관순활동터,47_영천시장,48_독립문역.한성과학고,49_무악재역,50_인왕산.홍제원아파트,51_홍제역(중).서대문세무서,52_산골고개,53_녹번역,54_은평구청,55_응암1동주민센터,56_녹번센트레빌아파트,57_영락중학교입구,58_시립은평병원,59_백련산힐스테이트4차,60_응암초교.백련산힐스테이트3차,61_충암고교앞.대주피오레아파트,62_응암정보도서관,63_서울중앙교회앞,64_은가어린이공원구150번종점,65_우성공인중개사,66_응암정보도서관,67_명지전문대.충암중고등학교,68_명지중고등학교,69_명지대삼거리,70_명지대,71_DMC센트럴아이파크아파트,72_연가초.연희중.래미안클라시스,73_DMC두산위브아파트,74_북가좌사거리,75_북가좌119안전센터,76_증산역.증산동주민센터,77_증산종합시장.증산중학교입구,78_월드컵경기장서측.문화비축기지,79_월드컵공원입구.문화비축기지,80_월드컵파크3단지후문,81_월드컵파크3단지.난지천공원,82_월드컵파크4단지후문.JTBC,83_누리꿈스퀘어.MBC,84_월드컵파크5단지.상암중고등학교입구,85_상암DMC입구,86_DMC첨단산업센터,87_덕은교.은평차고지앞,88_은평공영차고지(가상)
2022-04-05 16:00:00,0,1,2,6,8,5,6,9,10,13,13,13,13,10,8,8,13,15,16,16,14,15,8,27,29,30,32,35,32,25,24,11,10,7,9,6,5,9,6,4,4,3,9,13,17,25,30,27,28,20,29,28,35,36,34,28,24,18,16,15,13,10,7,7,0,8,15,23,26,27,29,27,25,22,18,16,13,9,8,12,11,8,4,4,2,1,1,0
2022-04-05 17:00:00,0,1,3,4,6,12,14,13,11,30,29,25,20,12,11,12,12,14,11,12,9,8,11,13,15,18,21,24,26,25,21,16,16,15,16,6,3,17,13,10,7,9,17,33,44,52,54,52,38,32,33,33,52,55,52,32,26,19,14,12,15,12,10,5,4,4,9,10,11,15,25,26,28,25,23,13,4,12,10,0,8,10,6,5,3,2,1,0
2022-04-05 18:00:00,0,0,3,5,9,21,22,28,36,45,43,39,33,28,20,23,21,12,10,11,13,12,11,12,15,18,30,31,32,28,26,17,14,11,12,14,5,14,12,11,12,18,32,50,62,67,65,64,61,59,54,55,55,53,51,49,40,28,22,19,21,21,19,4,2,1,6,5,9,11,16,13,13,16,14,10,10,6,9,2,5,9,9,9,7,7,3,0
2022-04-05 19:00:00,1,1,3,4,7,9,9,10,11,31,18,36,26,17,13,13,14,9,13,10,5,4,8,6,7,7,12,10,9,7,8,7,4,6,2,2,5,4,3,0,1,3,11,25,26,37,43,43,40,40,42,42,53,53,47,41,34,24,21,19,20,19,14,3,4,0,2,2,6,7,8,5,6,6,4,2,3,3,0,1,8,9,6,2,0,1,0,0
2022-04-05 20:00:00,0,0,1,2,5,8,8,13,16,24,23,20,17,8,9,8,8,9,5,4,5,2,8,8,3,6,8,7,8,7,6,4,3,5,5,2,0,5,4,3,1,1,6,15,20,25,24,29,26,23,25,26,30,31,27,26,24,20,18,17,16,12,11,3,4,2,8,7,9,8,9,10,10,8,7,6,3,2,1,0,0,2,2,1,0,0,1,0
2022-04-05 21:00:00,0,0,1,1,6,8,0,9,8,16,15,14,13,10,9,10,11,9,7,7,2,3,5,4,5,2,7,8,7,5,6,3,2,2,1,2,1,0,3,1,2,4,9,19,21,30,22,23,20,18,19,19,25,24,23,21,21,15,14,13,7,14,12,3,0,1,5,7,4,6,5,3,3,5,4,3,2,1,0,0,0,2,2,0,1,1,0,0
2022-04-05 22:00:00,0,1,0,1,3,6,5,8,8,14,16,9,12,8,7,4,6,7,6,2,2,2,4,4,0,1,5,4,5,5,4,3,2,2,1,0,1,2,0,2,2,2,6,13,14,25,33,31,29,29,27,25,32,30,27,23,18,17,15,12,9,11,8,5,0,0,3,0,6,5,10,0,7,3,7,4,5,0,0,3,2,2,0,1,1,0,0,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,1,0,12,14,13,8,7,3,3,1,2,0,0,1,0,1,0,0,0,3,0,0,2,0,1,0,2,0,2,0,3,0,2,1,1,2,7,7,11,8,9,10,9,10,16,28,28,28,27,26,22,17,5,16,12,9,2,0,1,0,0,4,5,3,5,0,4,3,1,1,0,0,0,0,2,1,1,0,1,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,0,2,2,0,1,1,0,0,1,2,0,3,2,1,0,0,1,1,4,9,10,10,11,12,14,16,20,19,19,18,14,8,7,0,15,14,13,12,12,8,3,5,5,0,4,0,0,3,4,6,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,0,1,1,2,1,0,1,1,1,2,3,4,3,4,3,0,0,3,5,4,15,17,18,23,25,32,39,47,50,49,45,30,18,17,18,19,20,21,18,15,10,6,6,2,3,4,5,3,1,1,4,2,4,2,8,7,7,6,1,1,0,3,4,5,1,6,6,5,6,6,3,7,8,11,11,8,8,7,0,0,6,3,1,0,0,0,0,0
2022-04-06 07:00:00,1,2,5,3,4,4,5,7,11,14,14,15,17,21,20,29,7,2,5,12,24,28,30,29,37,56,71,73,63,62,58,35,36,42,45,49,44,43,35,33,21,20,10,3,2,3,3,4,5,6,8,5,19,19,24,24,20,19,17,15,2,3,4,6,6,3,8,6,8,9,10,18,27,34,32,17,16,6,4,14,13,10,3,0,0,0,0,0
2022-04-06 08:00:00,2,5,6,8,10,5,10,15,12,20,31,32,29,22,16,14,11,3,4,12,22,25,26,33,38,46,62,68,71,72,67,43,43,55,59,61,59,59,51,44,42,29,19,7,5,10,11,11,11,11,15,16,21,18,19,12,16,11,10,6,5,5,4,13,15,16,15,14,16,20,26,32,40,53,52,32,33,24,12,31,28,15,7,4,3,0,2,0
2022-04-06 09:00:00,1,1,2,5,2,4,5,6,9,12,12,13,13,12,10,11,9,2,1,2,14,11,16,14,18,26,47,55,57,55,58,28,27,27,23,28,28,27,27,25,19,18,9,7,3,4,5,6,7,5,7,5,11,9,8,6,9,6,4,4,2,5,0,3,0,6,7,8,9,10,12,12,21,23,20,14,16,21,15,14,18,13,7,2,0,0,0,0
2022-04-06 10:00:00,0,1,1,2,3,3,0,4,5,7,7,9,6,8,5,6,5,5,6,5,8,15,16,17,19,21,27,26,24,25,22,18,16,21,21,22,22,18,16,10,12,10,7,5,3,5,5,4,4,3,3,6,4,4,3,1,5,4,2,3,3,2,2,3,2,3,3,5,5,6,9,12,19,22,21,12,12,11,8,5,0,6,3,1,1,0,0,0
2022-04-06 11:00:00,1,0,0,1,2,3,3,4,3,4,3,4,3,3,2,3,1,2,3,5,5,6,5,3,8,10,12,14,17,17,16,10,9,10,6,12,4,10,9,6,6,6,5,5,6,6,11,4,9,4,4,7,9,10,11,10,9,7,7,6,6,5,4,6,7,6,7,7,4,6,7,8,9,10,16,13,3,4,7,0,1,5,2,1,0,0,0,0
2022-04-06 12:00:00,0,1,1,3,0,2,3,5,7,15,8,13,6,12,11,5,4,4,4,6,10,12,12,13,11,13,16,18,19,15,18,11,9,10,10,4,8,11,10,8,6,8,4,4,5,5,6,6,6,7,10,9,15,16,9,16,14,8,7,0,6,7,9,5,2,4,6,9,9,9,10,11,13,12,12,12,11,8,7,6,5,3,1,0,0,0,0,0
2022-04-06 13:00:00,2,2,1,4,5,2,8,10,4,12,12,9,11,9,7,6,7,6,8,7,6,5,7,9,12,11,16,15,18,16,17,13,6,12,7,6,9,11,10,5,7,6,13,14,3,7,17,16,7,8,8,12,15,17,15,14,13,13,12,11,6,10,8,5,4,6,4,2,10,10,11,12,13,14,4,11,4,2,3,0,3,4,3,1,1,0,0,0
2022-04-06 14:00:00,0,0,3,4,5,4,5,18,17,24,24,23,21,14,9,8,7,7,2,9,9,10,11,10,12,14,18,18,18,19,18,14,12,13,5,4,3,12,10,8,7,2,9,12,9,15,18,10,19,19,17,18,21,24,22,19,17,12,11,10,8,5,7,3,4,3,7,10,9,8,11,10,11,11,9,7,6,10,8,7,5,4,2,2,1,0,0,0
2022-04-06 15:00:00,0,1,2,2,5,7,6,7,7,18,17,14,13,13,11,8,8,10,8,7,6,7,9,20,15,22,22,21,24,21,17,13,8,10,8,2,4,7,7,6,5,4,6,15,18,21,21,22,18,15,22,14,19,19,21,20,17,15,9,7,11,9,9,4,3,5,7,21,24,26,34,18,15,16,15,12,11,8,0,2,6,5,4,4,2,1,1,0
2022-04-06 16:00:00,0,0,1,6,8,7,7,11,8,13,13,11,12,12,14,5,7,8,7,10,6,5,7,16,21,23,31,34,31,27,25,15,14,13,14,3,16,6,4,2,4,3,11,18,19,29,35,33,30,26,27,25,30,30,31,27,22,18,14,12,10,10,8,5,7,8,8,11,12,14,33,28,24,24,18,16,14,13,5,4,8,4,2,2,1,0,0,0
2022-04-06 17:00:00,0,0,1,4,7,11,12,15,13,28,27,24,22,18,14,14,12,14,13,10,10,4,12,11,12,11,21,21,12,17,14,8,3,9,9,7,6,13,12,4,10,9,17,26,31,37,41,40,37,39,40,39,35,32,34,28,25,22,20,17,13,12,11,6,6,7,9,7,9,12,14,18,15,15,13,6,4,3,2,4,3,3,2,2,2,1,0,0
2022-04-06 18:00:00,0,1,2,4,10,22,23,25,22,38,41,37,30,21,16,12,12,14,11,13,6,0,7,8,9,10,15,19,19,21,24,11,10,12,12,12,7,9,9,9,8,14,24,43,47,52,54,53,54,51,50,54,63,66,54,46,41,29,21,20,19,14,13,6,3,4,5,6,4,7,13,11,15,13,11,8,9,4,5,4,4,6,5,6,5,5,2,0
2022-04-06 19:00:00,0,0,3,2,6,10,0,12,13,30,28,24,19,15,15,13,15,12,13,14,4,3,4,4,5,6,9,10,7,7,9,6,5,5,4,8,0,7,6,1,5,5,11,30,27,35,36,35,38,31,34,41,43,41,57,52,43,24,20,18,17,15,11,2,2,4,7,5,9,12,11,8,8,8,7,6,5,4,2,4,3,4,2,1,0,1,0,0
2022-04-06 20:00:00,0,1,0,1,3,8,4,11,9,21,23,19,16,9,7,5,6,8,6,7,3,3,4,7,6,4,7,8,7,6,6,5,4,3,4,5,4,3,3,3,2,2,7,20,22,25,23,24,23,22,22,20,24,43,40,36,29,21,19,6,12,14,8,3,3,2,3,2,5,6,12,11,10,9,7,5,1,0,1,0,0,4,1,1,0,0,0,0
2022-04-06 21:00:00,0,0,1,3,3,6,0,14,13,16,15,14,12,9,9,8,9,10,10,9,2,1,3,4,1,5,5,5,4,3,4,3,2,3,2,1,0,0,1,0,0,3,9,19,19,22,26,28,24,22,20,23,24,26,26,23,18,13,12,10,18,9,8,3,0,2,5,1,4,9,12,8,7,7,6,4,2,0,3,0,1,4,2,2,0,1,0,0
2022-04-06 22:00:00,1,0,1,2,3,9,0,11,6,11,9,10,9,7,7,5,6,7,6,5,3,0,6,2,4,5,6,7,6,3,6,4,2,4,3,0,2,4,3,1,2,3,7,13,20,26,26,26,25,22,21,20,28,27,26,25,20,15,12,11,10,9,6,2,0,2,2,0,6,8,9,8,4,7,5,3,2,2,1,0,1,2,1,1,0,0,0,0
2022-04-06 23:00:00,0,0,0,0,0,1,0,0,0,7,6,6,0,2,3,0,0,0,4,2,0,0,3,1,0,0,4,3,2,2,3,2,2,0,0,2,3,0,0,0,1,0,3,8,9,7,10,0,8,11,9,11,22,0,21,15,20,13,13,11,9,8,5,1,1,1,0,0,2,1,2,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,1,1,1,0,1,2,2,1,2,3,0,2,0,2,1,0,1,2,3,9,11,7,6,12,13,19,22,20,23,21,18,7,18,5,0,17,15,11,10,6,4,3,1,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,0,1,1,1,0,0,2,1,1,2,3,3,2,5,1,3,0,2,1,4,14,16,12,20,25,31,44,51,39,42,35,18,17,19,21,19,22,18,16,14,10,8,4,3,3,5,4,4,4,5,5,4,5,7,3,3,2,2,1,1,1,1,2,3,4,4,6,6,9,10,8,10,13,14,11,8,8,2,0,0,7,2,0,0,0,0,0,0
2022-04-07 07:00:00,1,3,4,3,4,5,5,7,6,11,18,18,23,29,27,25,6,2,5,11,33,34,36,42,43,49,65,66,70,70,66,39,39,37,49,50,48,48,44,31,23,14,11,3,4,6,8,7,6,5,6,7,14,13,16,18,17,18,14,13,3,2,4,10,12,11,10,8,6,11,15,23,41,37,28,11,12,13,7,13,11,7,4,1,0,0,0,0
2022-04-07 08:00:00,1,5,6,5,5,6,5,8,6,15,26,19,25,16,11,20,10,3,4,7,17,19,26,28,41,46,61,66,64,66,61,46,48,50,55,56,59,57,52,43,43,29,18,6,4,7,9,10,12,14,16,24,18,15,16,17,17,13,17,11,5,4,8,11,13,14,17,18,17,19,24,32,41,50,45,25,26,25,26,25,23,12,7,1,0,0,0,0
2022-04-07 09:00:00,1,3,3,13,15,10,15,15,15,23,22,13,23,19,18,20,13,5,7,8,18,19,21,22,26,33,42,52,53,52,50,26,20,26,25,26,28,28,21,17,13,10,6,2,4,7,8,6,6,2,13,8,13,10,9,8,9,7,6,6,5,3,5,6,7,6,6,4,12,12,15,14,21,27,27,18,20,14,19,15,18,15,8,2,2,1,0,0
2022-04-07 10:00:00,0,0,0,1,3,4,3,4,4,12,13,12,13,10,6,5,5,3,0,6,10,12,13,14,9,13,16,18,18,7,21,19,18,18,19,20,8,17,13,15,10,9,7,4,5,7,6,6,7,4,8,8,7,9,11,6,8,4,7,7,3,4,3,4,1,1,6,9,8,6,10,7,11,13,13,11,10,6,6,5,9,6,4,1,0,0,0,0
2022-04-07 11:00:00,0,1,1,3,5,3,3,6,6,6,6,7,8,8,5,4,4,5,4,5,4,5,6,7,10,12,15,18,21,21,22,11,10,11,8,12,13,6,8,8,8,7,6,6,9,10,15,15,12,11,10,9,10,12,13,14,11,12,5,11,7,6,5,3,4,4,6,5,5,9,9,11,14,15,14,7,9,8,4,0,0,2,1,0,1,0,0,0
2022-04-07 12:00:00,0,1,1,3,2,4,4,6,8,9,8,6,8,6,5,6,5,7,6,4,10,10,12,11,13,14,17,18,19,16,15,11,7,8,10,9,8,7,9,7,6,5,7,9,4,7,10,7,8,9,9,10,11,11,13,10,9,10,8,4,4,3,6,2,3,4,5,5,5,7,6,6,10,11,10,5,5,3,4,0,4,4,2,1,0,0,0,0
2022-04-07 13:00:00,1,1,1,3,4,4,5,7,9,14,13,12,12,10,6,6,5,5,4,7,8,9,6,7,10,10,15,16,17,15,15,10,10,11,13,7,5,13,11,10,6,2,3,4,6,11,11,11,10,8,9,8,9,12,12,11,11,9,8,7,6,6,5,4,5,3,5,7,3,7,7,7,9,10,9,7,4,6,0,5,1,3,3,1,0,0,0,0
2022-04-07 14:00:00,0,0,1,1,4,3,7,9,8,8,9,10,9,10,5,4,9,9,8,7,9,9,8,14,15,17,17,22,13,12,18,13,7,14,13,12,9,13,12,10,8,7,6,8,10,10,16,16,14,11,13,8,12,11,14,11,11,8,12,0,6,8,7,4,4,2,6,28,30,33,33,23,21,21,19,6,0,1,4,0,3,1,2,1,0,0,0,0
2022-04-07 15:00:00,0,0,2,7,8,7,6,6,7,13,11,10,8,10,8,8,9,8,6,7,7,5,7,8,11,14,21,21,23,21,19,12,9,10,5,9,8,6,5,4,3,2,7,11,10,15,20,21,17,17,17,16,19,24,23,20,18,11,6,10,8,4,5,3,3,4,5,9,8,9,11,13,12,12,18,13,11,9,1,0,5,6,5,2,0,0,0,0
2022-04-07 16:00:00,1,2,5,5,11,12,11,13,9,14,13,15,14,13,9,9,13,21,15,13,10,3,11,26,19,29,36,34,31,27,21,10,7,10,12,10,10,14,12,11,8,7,9,17,23,32,34,39,39,32,33,34,43,38,31,27,23,19,16,15,14,12,12,4,4,4,17,16,17,21,19,19,17,18,16,9,8,5,7,6,4,4,2,2,1,1,0,0
2022-04-07 17:00:00,0,0,2,4,5,9,9,12,10,25,26,26,21,15,14,14,15,19,15,14,13,0,5,11,14,17,19,19,18,19,18,12,10,7,10,10,9,8,8,6,7,12,23,36,47,56,64,57,51,51,49,26,34,41,34,29,21,18,9,17,14,14,11,5,5,7,11,12,9,17,18,20,20,17,14,8,10,7,6,4,4,5,2,1,2,1,0,0
2022-04-07 18:00:00,0,0,1,5,13,22,24,26,19,41,38,34,29,22,17,13,10,10,9,9,11,0,12,11,12,15,24,24,14,22,18,13,11,14,13,13,14,12,9,6,8,12,19,44,56,60,60,56,56,53,51,52,73,72,63,57,46,27,21,20,13,16,15,4,0,4,10,11,13,16,18,19,20,19,15,6,4,4,2,3,0,4,2,4,1,3,1,0
2022-04-07 19:00:00,1,2,3,3,6,11,11,13,12,23,26,27,21,14,24,21,19,21,19,16,3,2,2,4,5,4,7,5,6,5,9,8,0,5,3,5,4,4,3,1,3,4,12,20,26,31,32,35,33,33,31,31,48,50,47,42,38,25,19,18,12,17,9,6,2,3,4,2,4,8,15,16,14,13,6,6,3,1,2,0,2,2,2,3,0,0,1,0
2022-04-07 20:00:00,0,1,3,4,6,9,0,12,8,19,16,12,19,13,13,13,12,10,10,12,4,5,4,2,2,5,5,4,6,5,6,4,3,3,0,1,0,3,2,0,4,3,9,21,22,24,26,25,18,21,24,25,32,32,42,37,31,19,19,13,4,14,13,1,1,2,4,3,4,5,9,8,5,9,9,4,2,0,0,0,0,2,1,1,2,0,1,0
2022-04-07 21:00:00,0,1,0,2,4,5,6,10,9,14,15,12,9,9,7,5,6,5,5,6,5,5,2,2,4,3,5,4,6,6,7,7,6,5,4,0,3,4,2,2,1,0,9,23,29,35,38,36,34,33,33,31,30,26,25,22,19,15,12,11,10,10,8,1,0,1,3,6,7,8,10,3,6,5,6,3,4,2,0,0,3,3,5,4,0,3,0,0
2022-04-07 22:00:00,0,1,0,3,6,8,3,9,9,17,15,14,12,6,6,5,5,3,7,2,2,0,1,2,1,2,5,4,7,8,6,4,2,3,2,3,4,2,2,1,2,2,7,18,20,22,24,24,23,21,17,18,26,24,26,24,22,17,13,12,8,12,8,2,0,0,0,2,3,4,4,5,7,6,4,2,1,0,0,0,1,1,0,0,0,0,0,0
2022-04-07 23:00:00,0,0,0,1,0,2,0,3,2,16,15,13,11,5,6,7,5,4,4,3,1,0,4,0,2,3,4,3,0,2,2,2,2,3,1,2,0,2,1,0,2,3,2,8,9,10,10,8,19,18,16,15,30,30,24,20,17,14,11,10,8,7,6,3,1,0,0,0,1,2,1,1,1,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,1,1,1,0,0,1,0,0,1,1,1,2,1,1,0,0,0,0,3,5,5,12,13,14,11,19,23,17,22,21,20,19,20,7,21,0,16,15,13,9,8,4,2,0,3,5,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,0,1,0,2,1,1,2,2,3,6,3,5,3,6,4,3,2,1,5,4,11,11,13,17,22,30,42,47,49,49,43,16,14,16,17,16,18,17,16,16,8,6,7,2,2,3,5,3,0,1,3,5,6,5,6,7,5,3,4,3,2,3,3,4,4,2,3,5,6,7,10,4,12,14,12,9,10,9,0,9,8,4,3,1,0,0,0,0
2022-04-08 07:00:00,1,3,7,3,4,2,5,6,8,10,12,14,11,16,14,6,12,3,4,13,26,27,29,29,35,44,58,64,66,64,60,41,40,42,43,45,46,47,41,36,23,22,12,4,4,5,6,5,3,5,7,6,13,16,17,19,19,20,19,15,2,2,4,7,9,8,7,9,13,14,12,21,35,42,37,10,14,11,10,12,10,7,4,1,0,0,0,0
2022-04-08 08:00:00,2,7,8,6,7,5,6,7,6,12,18,20,17,15,14,13,5,2,6,12,27,29,35,39,44,55,66,67,68,69,61,46,44,49,54,56,58,60,55,42,36,21,16,10,5,7,8,7,8,7,7,10,14,13,12,12,10,9,8,7,5,5,4,13,6,14,13,10,12,15,20,24,39,47,43,24,24,18,23,23,20,11,7,3,0,0,0,0
2022-04-08 09:00:00,0,1,1,6,7,7,3,7,8,13,13,11,9,13,12,14,8,3,1,4,15,18,22,27,32,37,54,61,61,59,56,32,31,30,33,34,36,33,31,28,26,14,7,3,5,5,6,4,5,4,6,7,7,5,6,0,9,8,1,3,8,7,5,5,2,6,5,7,11,10,12,13,17,21,21,19,16,15,15,9,14,10,7,3,2,1,0,0
2022-04-08 10:00:00,1,0,0,2,3,2,4,5,3,11,12,11,9,9,5,3,2,3,2,3,6,9,12,15,18,22,32,36,41,38,33,15,13,14,14,13,13,21,19,15,16,12,6,5,4,6,8,6,0,6,11,14,16,17,14,13,11,8,8,6,3,9,4,3,5,6,4,3,4,5,12,13,15,21,22,11,9,6,8,0,5,5,3,1,0,0,0,0
