Unnamed: 0,1_노온사동차고지,2_온신초등학교,3_사들,4_동창골,5_장절리,6_원가학,7_뒷골사거리,8_호봉골,9_무의공이순신장군묘,10_기형도문학관.황용사,11_충현중학교.광휘고등학교.이원익기념관,12_충현고등학교,13_광명시여성회관,14_서면초.안서중.창의경영고,15_설월리마을,16_소하성당,17_갑종주유소,18_수자원공사광명가압장,19_가리대삼거리.소하상업지구,20_소하초중고등학교,21_신촌마을,22_시흥대교,23_금천구청.금천경찰서,24_말미고개.금천소방서,25_금천우체국,26_문성초등학교,27_구로디지털단지역,28_동작상떼빌아파트,29_신대방경남아파트,30_신대방현대아파트,31_보라매공원,32_보라매역.동작세무서,33_강남중학교,34_서울지방병무청앞,35_공군호텔,36_샛강역.앙카라공원,37_진주아파트,38_시범아파트,39_원효대교북단,40_용산전자상가.전자랜드,41_용산전자상가12동,42_용산전자상가19동,43_문배동이안아파트앞,44_남영역,45_숙대입구역,46_갈월동,47_서울스퀘어앞,48_남대문시장.회현역,49_남산3호터널.서울애니메이션센터,50_북창동.남대문시장,51_숭례문(가상),52_숭례문,53_서울역버스환승센터,54_갈월동,55_갈월동4호선숙대입구,56_숙대입구,57_남영역,58_문배동이안아파트앞,59_용산전자상가17동,60_용산전자상가10동,61_용산전자상가.전자랜드,62_원효대교북단,63_시범아파트.대교아파트,64_KBS별관,65_공군호텔,66_서울지방병무청,67_보라매역.동작세무서,68_보라매공원,69_경남아너스빌아파트,70_강남성심병원.대림성모병원,71_서울영림초등학교,72_구로디지털단지역,73_문성초등학교,74_금천우체국,75_말미고개.금천소방서,76_금천구청.금천경찰서,77_시흥사거리.시흥대교,78_신촌마을,79_소하초중고등학교,80_가리대.소하3단지.소하상업지구,81_가리대사거리.소하상업지구,82_수자원공사광명가압장,83_도돌이주유소,84_소하성당,85_설월리마을,86_서면초.안서중.창의경영고,87_광명시여성회관,88_소하2동주민센터.광명동굴길입구,89_충현중학교.광휘고등학교.이원익기념관,90_기형도문학관.황용사,91_이케아.롯데아울렛.광명점,92_코스트코광명점,93_KTX광명역8번출구,94_양지사거리.체육공원,95_뒷골,96_원가학,97_장절리,98_동창골,99_사들,100_온신초등학교앞,101_노온사동차고지
2022-03-07 15:00:00,0,2,0,1,2,3,2,6,9,10,9,13,12,12,14,15,10,14,16,15,18,19,17,18,19,20,14,13,15,16,19,20,18,16,13,14,13,12,15,15,15,13,15,11,11,10,6,8,9,10,0,4,11,11,12,20,21,22,22,21,24,24,30,37,30,27,26,21,20,18,19,31,37,38,20,37,36,24,20,17,15,0,10,8,16,11,8,6,4,2,4,2,1,0,0,0,0,0,0,0,0
2022-03-07 16:00:00,1,2,3,0,2,3,7,13,16,17,23,28,30,36,19,34,20,30,29,23,20,19,17,15,16,16,20,22,21,21,18,16,18,15,15,14,13,12,12,13,12,14,11,12,9,6,5,5,8,14,13,14,15,12,18,21,22,20,20,21,20,26,29,32,28,26,22,23,22,24,23,34,33,30,29,28,28,27,23,21,19,11,12,16,15,16,12,9,9,8,4,3,1,0,0,1,2,3,0,2,0
2022-03-07 17:00:00,2,4,6,7,8,10,8,12,16,19,19,23,31,29,22,29,31,30,31,31,33,30,30,30,30,27,17,17,21,24,26,20,19,20,20,19,15,16,15,16,16,21,19,14,9,8,5,4,12,19,0,22,24,28,31,38,39,37,36,41,39,48,51,47,43,43,43,42,39,37,36,43,34,34,33,29,31,25,35,33,32,0,31,0,29,26,20,12,14,9,7,4,3,2,2,0,2,5,0,2,0
2022-03-07 18:00:00,1,4,8,9,7,11,14,12,17,19,19,25,28,32,23,32,26,30,35,37,52,47,39,35,28,25,20,22,22,22,23,29,27,14,27,21,22,26,30,34,34,37,32,22,7,7,5,4,8,18,0,24,30,30,27,33,35,36,37,44,50,57,54,55,46,42,43,41,35,31,34,72,69,67,63,52,55,51,46,37,39,28,0,26,36,27,20,12,10,9,4,3,2,2,4,5,6,7,8,6,0
2022-03-07 19:00:00,1,1,2,0,1,3,0,5,9,10,10,10,11,11,9,0,11,13,15,16,21,21,15,13,18,17,19,20,19,18,17,16,15,13,16,15,17,17,16,15,21,27,25,21,13,10,4,3,6,7,4,9,10,11,13,13,17,17,21,22,22,24,25,35,29,27,29,25,22,20,22,51,49,50,45,55,56,36,31,32,32,20,21,19,29,26,17,11,10,4,5,2,2,0,1,0,0,3,0,0,0
2022-03-07 20:00:00,1,0,2,0,0,2,4,4,9,10,11,10,9,10,4,0,0,11,10,12,13,12,13,11,14,9,20,18,10,10,7,10,10,9,8,9,8,11,8,7,7,8,8,6,5,2,3,4,4,7,0,10,13,14,15,16,17,20,21,18,13,18,19,25,22,20,19,17,16,13,15,27,23,24,23,26,28,20,17,16,13,19,12,12,17,16,10,6,7,5,2,6,1,0,0,0,0,0,0,0,0
2022-03-07 21:00:00,1,0,0,0,0,1,2,4,7,8,5,6,6,9,0,0,6,8,12,14,16,10,13,13,14,12,11,12,11,9,7,8,6,5,6,7,9,10,6,6,3,7,5,6,5,2,2,1,6,5,4,5,8,9,10,15,16,16,18,21,22,29,28,35,29,25,23,21,18,17,14,24,25,23,21,20,19,16,15,15,14,15,9,13,12,13,9,4,3,0,1,1,0,0,0,0,0,0,0,0,0
2022-03-07 22:00:00,0,0,0,0,0,0,0,3,4,1,0,5,6,7,0,0,3,8,13,12,13,13,9,7,11,9,9,7,10,8,13,13,13,11,8,9,12,10,10,9,8,8,4,2,3,2,1,2,3,4,1,5,6,7,6,9,11,9,10,12,14,12,13,31,24,19,20,18,17,18,16,25,24,28,28,20,27,18,17,19,17,16,0,0,14,12,9,5,4,0,3,2,1,0,0,0,0,0,0,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,6,0,4,1,4,5,5,5,7,7,5,6,5,4,2,4,4,1,0,1,1,0,3,6,3,3,7,5,6,3,1,4,8,7,14,13,13,14,14,13,8,9,17,15,14,15,12,13,14,13,11,9,10,0,10,9,8,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,0,0,1,0,1,1,3,0,0,6,15,17,11,0,0,0,17,18,23,29,23,22,23,25,26,24,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,1,0,2,0,3,2,3,5,10,11,10,11,10,0,9,13,14,19,18,24,15,24,27,27,26,29,33,28,31,32,35,33,26,21,20,18,12,17,16,15,13,12,8,7,3,2,1,0,0,3,3,0,4,4,0,2,3,0,5,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,1,0,0,0,1,0,5,7,6,15,32,35,28,29,17,28,30,31,35,40,38,39,30,32,34,17,17,19,24,23,22,22,22,24,19,17,18,16,15,0,14,12,11,10,7,5,3,3,1,0,1,6,7,2,9,8,8,7,7,6,9,4,10,9,8,8,8,12,12,9,12,13,12,11,14,15,11,13,8,12,11,6,10,8,7,5,6,1,3,0,0,2,0,0,0,0,0,0,0,0
2022-03-08 07:00:00,2,3,1,2,2,3,3,9,13,14,20,37,38,42,31,32,31,38,44,48,57,55,64,63,63,60,35,36,39,46,48,41,41,39,38,33,30,28,22,23,21,21,19,16,15,13,11,6,2,2,0,1,12,15,16,21,22,27,27,25,21,30,30,34,29,28,22,20,26,26,19,27,27,29,32,37,37,33,25,26,28,19,27,10,26,21,17,16,15,1,1,0,6,7,1,4,2,1,1,0,0
2022-03-08 08:00:00,3,9,4,3,4,2,5,17,21,16,19,28,32,35,0,36,35,36,46,51,57,58,57,59,53,56,35,36,29,38,41,38,41,43,45,37,38,35,29,28,25,24,23,21,21,19,14,10,6,6,4,6,15,15,24,30,29,33,28,26,17,22,17,16,35,37,30,29,37,34,24,28,27,24,26,26,30,29,26,25,19,24,0,23,22,23,21,21,22,3,2,1,7,5,8,4,3,2,1,0,0
2022-03-08 09:00:00,1,2,1,3,3,2,2,3,4,2,8,17,21,22,17,20,0,22,25,30,32,52,57,61,59,64,24,23,24,28,30,33,39,38,40,40,38,39,32,32,22,21,18,15,11,8,7,3,2,6,0,4,10,8,13,14,17,19,17,15,11,11,10,11,11,15,14,17,22,20,21,25,22,18,18,18,21,18,16,16,14,15,13,14,14,13,12,11,11,1,1,0,0,1,0,0,2,1,0,0,0
2022-03-08 10:00:00,1,1,0,0,2,1,1,5,7,0,5,10,13,15,0,9,14,13,14,16,21,21,24,22,24,24,12,14,11,16,14,15,17,15,20,19,19,19,21,20,21,22,21,17,13,7,11,8,4,5,0,3,8,7,9,6,8,6,7,5,5,5,6,8,7,10,7,6,9,10,9,9,10,7,8,10,12,13,12,10,7,0,6,9,6,8,6,7,8,2,6,4,3,0,0,0,1,0,0,0,0
2022-03-08 11:00:00,1,2,3,4,2,1,5,5,5,6,4,8,8,9,11,5,8,11,15,17,21,21,19,20,24,25,13,14,15,19,20,22,22,21,21,17,17,16,14,18,16,15,13,17,11,11,6,2,4,4,0,4,6,6,8,9,9,8,9,9,7,8,9,10,11,12,10,11,11,12,11,16,16,18,18,14,19,12,11,8,9,0,7,6,5,6,4,2,0,3,3,2,1,1,0,2,1,0,0,0,0
2022-03-08 12:00:00,0,0,1,1,0,1,0,3,5,4,6,9,10,11,0,10,11,13,13,14,16,19,18,18,19,20,10,12,11,13,14,13,15,14,17,17,16,15,17,17,16,17,16,15,10,12,8,6,4,6,0,6,10,11,12,12,16,16,14,15,15,14,12,15,14,14,10,6,7,11,9,12,10,14,13,12,16,15,15,14,15,10,14,8,9,10,7,7,1,4,5,5,3,0,0,1,1,0,0,0,0
2022-03-08 13:00:00,0,1,1,0,2,1,2,4,7,4,9,10,12,16,0,11,17,9,17,19,22,20,23,19,19,17,13,13,13,14,14,13,12,12,17,15,15,14,15,13,14,15,14,10,8,7,3,4,5,8,0,7,10,11,12,17,11,20,17,16,15,16,17,24,20,17,14,12,14,14,14,17,16,14,12,13,20,15,13,10,8,2,9,0,7,6,6,6,0,0,6,4,2,3,2,1,0,0,0,0,0
2022-03-08 14:00:00,0,2,0,0,1,2,2,5,4,2,8,12,8,10,11,0,9,15,15,16,18,21,20,19,21,22,13,15,16,16,15,17,20,21,21,18,19,19,18,16,14,13,13,13,11,9,9,3,7,10,7,6,11,12,12,17,18,18,16,14,14,16,19,26,18,13,16,12,12,14,13,18,18,17,16,18,17,15,14,13,14,12,7,11,10,9,7,6,5,4,3,1,2,1,3,2,1,0,0,0,0
2022-03-08 15:00:00,1,1,2,3,2,4,4,5,6,8,8,12,7,14,3,13,12,14,17,17,17,15,19,16,18,19,10,10,12,14,15,16,13,14,12,10,9,8,10,9,12,14,13,11,9,8,7,6,11,20,0,9,10,19,13,21,19,16,21,20,23,25,23,23,23,29,32,34,33,32,32,37,32,31,29,31,37,31,25,18,17,15,0,13,14,10,8,6,5,2,2,0,1,0,0,0,0,0,0,0,0
2022-03-08 16:00:00,1,2,0,1,4,5,4,11,10,10,23,33,37,43,0,47,0,45,40,35,32,20,18,18,18,15,10,13,16,17,15,16,13,16,16,16,13,13,16,15,17,21,19,18,18,13,7,4,6,17,0,19,23,18,19,24,17,25,24,24,22,23,34,38,30,24,23,24,25,27,20,28,29,27,23,25,24,26,24,21,21,14,9,15,18,17,9,9,9,3,5,4,2,3,1,2,1,0,0,0,0
2022-03-08 17:00:00,4,5,7,7,10,12,13,12,17,20,16,20,21,24,25,24,21,23,33,34,38,36,33,33,31,24,21,22,21,21,21,22,22,21,17,14,15,17,14,18,16,21,19,13,9,7,2,3,7,14,0,16,22,24,25,32,35,33,30,29,28,33,35,42,39,43,38,34,33,29,28,32,27,26,28,31,39,33,30,30,31,30,22,23,24,22,18,16,15,7,4,4,2,2,4,1,6,12,13,4,0
2022-03-08 18:00:00,3,4,11,3,12,4,11,9,10,13,19,27,29,30,31,15,12,33,42,46,48,45,38,34,31,35,38,34,33,27,25,25,23,22,23,22,23,28,34,34,32,32,30,22,12,5,3,5,12,19,0,25,27,30,28,33,33,30,35,36,37,47,44,52,51,45,48,45,41,44,43,62,59,52,49,43,50,40,36,37,36,36,29,35,34,25,19,15,14,0,8,6,2,0,0,1,2,0,0,0,0
2022-03-08 19:00:00,3,4,0,3,2,3,0,6,8,13,12,14,12,15,12,13,12,13,16,17,19,17,15,17,16,14,22,20,21,16,14,15,18,18,17,11,11,16,13,13,13,16,14,10,8,7,5,4,9,12,0,13,17,13,11,14,16,17,18,18,19,21,29,32,37,33,34,31,25,25,25,53,55,54,49,51,54,42,37,30,30,32,26,20,29,25,20,9,9,7,5,4,1,0,1,1,0,0,0,0,0
2022-03-08 20:00:00,0,0,1,0,0,1,2,2,5,6,4,9,9,10,0,0,9,10,12,12,13,14,12,13,18,19,13,7,11,8,10,11,9,10,10,10,9,9,10,10,7,8,7,6,5,3,2,3,4,10,0,7,20,21,9,25,24,21,22,24,31,32,31,32,33,31,37,35,31,24,24,37,38,41,37,35,38,27,24,15,13,19,12,0,18,15,10,7,6,0,2,1,1,0,1,0,0,0,0,0,0
2022-03-08 21:00:00,0,1,0,0,0,2,2,3,8,14,13,14,9,6,0,0,3,10,15,16,13,12,12,10,9,9,10,7,10,11,12,12,11,11,11,9,7,8,7,8,8,10,9,5,6,4,2,1,2,12,6,13,15,10,11,14,0,15,11,14,17,20,15,25,24,25,26,24,19,19,17,29,27,34,30,27,31,22,22,18,20,19,0,17,15,11,10,9,7,6,4,2,1,3,0,1,0,0,0,0,0
2022-03-08 22:00:00,0,1,0,0,0,0,0,1,6,0,3,6,6,2,0,0,5,5,11,13,12,11,11,10,8,9,12,11,12,11,12,12,12,12,10,9,8,6,7,9,8,4,6,5,3,2,1,2,4,4,0,3,10,10,0,12,14,12,16,17,17,21,15,31,27,25,26,24,21,15,16,33,30,33,32,33,34,30,28,27,27,23,22,12,24,18,19,8,2,1,3,0,2,1,0,0,0,0,0,0,0
2022-03-08 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,10,3,7,6,7,6,5,2,6,6,8,4,5,7,0,6,0,4,3,2,2,0,3,6,0,0,11,10,11,13,12,13,0,15,10,11,14,23,18,16,15,12,14,11,12,22,21,22,17,24,21,15,12,11,11,8,0,0,9,9,5,3,1,1,0,0,1,1,0,0,0,0,0,0,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,0,0,0,0,0,0,1,2,0,3,6,7,11,0,0,4,10,0,3,10,10,10,11,13,15,11,0,13,15,13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,0,0,0,1,0,2,1,3,0,0,4,4,6,9,0,0,0,0,11,6,12,0,11,12,15,15,16,17,19,22,20,19,18,18,14,13,8,8,10,4,12,5,11,9,8,6,4,4,2,4,0,3,2,2,0,0,0,0,0,4,3,2,0,3,2,0,0,3,0,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 06:00:00,0,0,0,0,0,0,0,2,2,0,3,7,9,7,10,9,0,10,10,12,12,13,13,15,17,16,13,13,13,14,13,15,12,14,8,11,10,0,7,10,8,0,8,7,7,6,5,2,1,0,0,0,3,1,4,0,0,0,5,6,0,7,6,1,0,0,3,4,5,2,3,6,7,9,8,10,11,9,0,0,7,3,6,0,2,3,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-09 07:00:00,0,1,0,1,0,0,0,2,1,4,8,13,12,14,11,0,0,15,14,16,23,22,26,22,21,20,10,7,8,11,10,16,13,15,16,14,10,8,10,12,5,4,3,11,10,6,7,3,0,0,0,0,1,1,2,4,5,2,0,6,0,8,9,8,9,5,9,0,5,6,7,10,11,13,15,18,16,14,0,10,0,9,8,7,6,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-09 08:00:00,1,4,2,2,0,0,0,3,3,0,7,11,13,16,14,17,13,8,18,18,22,22,23,21,21,17,12,12,13,16,14,14,14,8,16,15,13,13,14,13,12,11,6,6,4,6,5,2,3,1,0,5,4,6,4,5,6,5,4,2,3,5,6,6,5,5,6,0,10,11,5,11,13,15,16,17,16,16,15,12,7,11,0,9,10,7,7,5,0,0,0,0,2,0,2,0,1,0,0,0,0
2022-03-09 09:00:00,2,3,3,4,0,3,0,5,6,7,10,16,10,20,19,0,17,16,19,20,25,23,25,24,26,26,17,18,15,16,17,15,17,18,24,16,14,17,15,16,16,12,0,13,12,12,8,6,2,3,0,3,5,6,4,10,11,10,9,10,9,8,8,10,9,7,6,6,0,8,9,13,17,19,12,21,30,27,24,19,17,19,18,17,0,16,16,16,0,5,1,4,1,0,0,1,2,0,0,1,0
2022-03-09 10:00:00,0,1,0,0,0,1,0,3,4,0,6,12,15,16,13,0,11,18,18,22,26,22,22,21,22,26,19,20,20,22,24,23,17,24,28,25,23,26,26,25,14,26,25,23,16,17,8,3,5,4,0,4,5,6,6,8,10,6,8,7,3,5,6,7,7,6,5,6,10,9,12,17,20,20,20,21,28,14,15,14,13,12,11,8,3,10,14,11,10,9,3,1,0,0,0,0,3,0,0,0,0
2022-03-09 11:00:00,1,1,0,0,2,3,0,7,8,10,15,17,18,20,21,14,20,21,21,22,25,21,23,23,20,18,14,12,15,20,20,20,20,24,26,24,22,23,21,21,22,19,0,15,13,14,12,6,4,5,4,0,9,6,10,8,7,9,8,7,8,10,12,13,14,13,14,15,14,17,16,19,18,21,15,20,22,28,26,19,19,17,16,16,13,15,14,13,11,0,7,6,2,5,4,2,5,0,0,2,0
2022-03-09 12:00:00,0,3,1,0,0,3,4,5,6,6,8,13,16,20,0,18,10,15,22,24,30,29,26,26,27,26,21,22,24,23,21,21,23,20,21,22,21,26,28,26,25,26,9,21,18,9,7,10,6,5,0,7,9,10,11,14,10,14,15,16,5,18,14,14,18,22,21,19,18,20,20,25,25,17,16,21,31,26,21,18,17,0,12,16,15,14,14,15,14,10,3,3,2,1,1,2,0,1,0,0,0
2022-03-09 13:00:00,3,0,0,0,0,2,3,8,9,7,12,14,16,19,17,0,18,17,23,26,29,23,26,29,31,31,13,12,13,19,22,21,27,29,28,25,15,26,24,16,23,15,22,18,13,14,12,8,7,10,0,0,13,11,12,14,14,16,9,16,18,21,19,20,21,22,22,21,15,17,18,21,23,25,24,23,23,24,19,19,17,16,0,0,18,19,17,16,4,13,6,5,1,0,0,0,0,0,0,0,0
2022-03-09 14:00:00,0,1,2,3,15,1,0,15,17,13,18,21,23,24,26,25,9,29,32,36,38,36,32,35,34,33,13,14,16,10,19,17,18,12,22,19,18,14,18,19,12,13,9,17,10,13,10,4,8,7,0,12,14,14,4,14,15,17,13,16,15,13,14,17,13,10,6,9,7,9,11,19,20,23,21,23,28,30,24,23,21,0,22,21,21,20,19,17,12,13,6,3,3,0,0,0,0,0,0,0,0
2022-03-09 15:00:00,0,1,0,0,1,3,6,3,7,9,9,9,13,15,9,10,11,13,23,23,22,18,18,15,17,18,17,16,16,17,15,17,15,15,17,15,16,14,13,12,13,14,10,12,12,8,7,6,10,17,0,16,20,21,21,24,25,25,0,32,36,37,34,40,41,38,35,32,31,30,29,21,18,18,22,24,27,22,15,19,11,10,0,0,18,15,13,10,11,10,3,0,2,0,1,0,0,1,0,0,0
2022-03-09 16:00:00,2,0,1,0,1,0,3,8,16,13,16,22,22,25,26,26,26,23,28,28,28,27,30,35,37,36,23,20,22,22,21,17,12,13,13,13,10,16,17,17,12,20,17,15,14,10,8,7,11,19,0,20,26,28,25,27,29,27,28,26,28,29,24,26,27,24,22,17,14,16,12,32,29,25,26,26,26,21,20,19,16,20,0,19,17,13,9,7,6,0,3,2,2,0,0,0,0,0,0,0,0
2022-03-09 17:00:00,2,0,0,1,2,3,5,6,9,17,11,17,18,19,0,19,16,18,22,23,27,26,25,24,26,25,14,13,14,13,12,13,10,14,14,16,15,14,16,14,13,13,12,10,7,6,5,7,7,13,0,16,24,32,30,33,35,37,34,31,17,32,30,30,30,29,25,22,20,18,19,28,31,29,28,26,27,26,19,21,20,21,0,11,19,14,13,10,11,10,6,6,2,1,0,0,1,0,0,0,0
2022-03-09 18:00:00,2,5,0,2,3,7,10,11,11,12,15,18,19,13,19,14,20,22,26,24,25,24,25,23,25,26,13,13,16,13,12,12,12,9,11,10,9,7,13,12,13,14,12,8,9,7,5,6,4,9,0,8,10,16,10,17,19,16,18,20,21,22,20,26,25,21,19,21,17,16,18,25,25,29,24,26,34,29,24,21,22,23,12,0,22,18,14,10,8,7,3,0,1,0,0,0,0,0,0,0,0
2022-03-09 19:00:00,1,0,0,0,2,0,0,6,9,10,6,12,8,13,0,0,0,14,17,13,17,15,17,13,15,16,9,8,9,9,8,8,9,10,10,10,10,11,8,8,7,4,7,9,2,3,2,2,5,9,0,7,12,11,12,12,14,13,8,12,13,14,11,14,18,16,18,14,14,12,14,27,29,28,21,21,22,24,23,19,18,17,17,0,16,16,13,9,8,0,5,3,2,0,0,0,0,0,0,0,0
2022-03-09 20:00:00,0,0,0,1,1,3,1,8,3,9,10,10,11,7,12,0,0,9,17,14,16,15,16,14,13,15,8,10,9,9,7,9,7,4,2,4,5,4,5,5,2,6,5,6,3,2,1,1,4,6,0,6,10,11,13,8,10,9,13,0,5,12,14,21,19,18,17,15,10,8,12,28,27,23,21,20,23,20,19,15,14,14,0,12,13,12,6,4,0,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-09 21:00:00,0,1,0,0,0,0,4,6,17,21,23,15,24,25,0,0,18,26,29,18,16,25,23,22,16,15,12,11,11,9,8,7,5,6,5,5,0,5,4,2,5,0,4,2,6,4,2,2,4,6,0,6,11,12,15,17,17,20,0,21,22,21,18,19,17,14,11,13,11,10,13,25,24,23,25,24,24,17,17,18,17,19,17,16,0,12,10,5,0,0,1,0,0,0,3,0,0,0,0,0,0
2022-03-09 22:00:00,0,0,0,0,0,0,0,2,6,6,7,6,7,9,0,0,0,10,14,15,13,12,12,13,10,12,10,6,7,5,6,6,6,6,3,8,4,8,7,4,0,8,6,3,5,0,2,1,3,5,0,6,8,9,0,16,14,4,15,12,14,15,12,19,15,21,23,21,19,19,17,26,25,25,21,20,20,18,17,18,17,22,0,21,20,16,8,5,3,1,1,0,2,1,0,0,0,0,0,0,0
2022-03-09 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,5,9,0,9,5,3,9,5,5,4,4,3,5,1,0,4,0,3,1,4,2,3,1,1,2,0,0,3,3,4,5,3,0,0,6,0,1,4,18,18,16,15,14,11,10,8,18,13,14,12,10,11,14,13,13,0,12,0,5,8,9,7,6,4,0,2,0,1,0,0,0,0,0,0,0,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
