Unnamed: 0,1_보성운수기종점,2_구로두산아파트,3_남구로역6번출구,4_남구로역,5_남구로역,6_가리봉시장,7_디지털단지오거리.가산파출소,8_디지털단지오거리,9_가산동주민센터.금천글로벌센터,10_구립가산도서관.두산위브아파트,11_독산사거리,12_금천우체국,13_말미고개.금천소방서,14_금천구청.금천경찰서,15_시흥사거리,16_박미삼거리.국립전통예술중고,17_시흥유통센터,18_석수역,19_석수역,20_시흥유통센터,21_박미삼거리.국립전통예술중고,22_시흥사거리,23_금천구청.금천경찰서,24_말미고개.금천소방서,25_금천우체국,26_독산사거리,27_구립가산도서관.두산위브아파트,28_가산동주민센터.금천글로벌센터,29_디지털단지오거리,30_디지털단지오거리,31_가리봉시장,32_남구로역,33_구로종합사회복지관,34_영서중학교,35_대림역,36_대림역12번출구,37_대동초등학교.명지성모병원,38_대림동우성아파트,39_신길5동새마을금고우리시장,40_신길5동주민센터,41_성락교회,42_도림마을금고,43_남부지방법원등기국.구로세무서(에이스하이테크시티),44_영등포역,45_전경련회관,46_여의도환승센터,47_유진투자증권.파이낸셜뉴스신문,48_한국거래소,49_여의도역,50_샛강역4번출구.여의도자이,51_진주아파트,52_시범아파트,53_여의도중학교,54_여의나루역,55_여의도순복음교회,56_국회의사당,57_국회의사당역,58_KBS,59_영등포역,60_남부지방법원등기국.구로세무서(에이스하이테크시티),61_도림마을금고,62_성락교회,63_신길5동주민센터,64_신길5동새마을금고,65_대림동우성아파트,66_대동초등학교.명지성모병원,67_대림역,68_대림역,69_보성운수기종점
2022-04-05 22:00:00,2,3,3,4,4,3,0,2,3,4,1,4,2,1,5,6,3,0,5,5,5,8,6,5,7,6,5,5,6,7,7,6,3,3,4,9,7,5,2,2,2,1,2,3,2,0,0,1,3,5,4,4,0,0,4,7,13,14,19,21,16,14,11,11,7,4,2,1,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,5,2,4,7,4,1,0,0,1,0,0,1,0,0,2,0,2,1,4,3,3,4,5,6,7,5,10,11,8,6,4,5,3,2,2,1,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,9,10,11,13,12,10,7,9,9,10,9,12,8,9,8,11,9,0,3,5,10,14,20,22,26,29,31,36,39,36,31,25,23,16,15,16,20,31,35,38,42,45,30,31,27,24,20,15,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,6,7,7,7,13,11,12,13,11,11,11,9,14,12,10,13,11,0,2,2,3,3,6,10,11,12,15,21,20,23,26,21,25,19,17,14,17,21,21,22,26,30,23,21,15,12,8,5,4,1,2,5,4,5,4,0,4,0,3,0,4,10,11,13,13,8,4,3,0
2022-04-06 06:00:00,3,3,6,3,5,6,6,6,7,8,6,9,8,7,5,7,6,0,9,7,9,10,5,4,5,4,5,7,8,7,9,13,11,11,11,12,10,13,15,15,17,20,13,10,8,7,6,3,2,2,2,3,0,1,0,1,4,1,4,5,5,4,5,5,13,10,2,0,0
2022-04-06 07:00:00,6,9,11,7,17,16,18,17,13,24,25,25,19,17,13,9,6,0,14,20,23,28,19,20,22,15,19,22,22,20,20,16,17,19,20,19,18,26,31,37,49,62,33,34,25,13,13,10,9,7,6,6,4,3,2,3,4,5,8,5,6,5,6,7,18,14,3,0,0
2022-04-06 08:00:00,6,9,15,16,21,23,22,23,19,21,18,17,13,10,8,4,6,0,9,11,17,20,33,35,40,40,36,32,29,27,25,28,28,27,21,20,23,32,35,39,47,59,45,59,32,20,15,11,8,4,4,6,5,5,4,2,4,3,23,5,5,5,5,6,15,9,3,1,0
2022-04-06 09:00:00,4,6,7,7,12,14,13,12,12,11,9,7,8,6,2,5,3,0,3,6,3,7,8,8,13,14,10,12,11,15,16,14,16,16,12,16,18,23,30,32,37,41,37,39,33,15,13,6,6,5,3,5,4,4,2,0,3,3,8,6,5,5,7,7,10,7,4,3,0
2022-04-06 10:00:00,5,6,7,7,5,7,7,6,6,8,8,7,6,4,1,1,1,0,2,3,4,7,7,8,9,11,12,13,14,11,12,15,15,13,12,9,9,13,12,11,14,14,15,13,11,7,6,5,4,3,3,4,2,2,4,2,1,3,7,11,10,8,7,7,8,6,5,3,0
2022-04-06 11:00:00,5,5,7,9,8,9,10,9,10,12,11,9,7,6,2,3,2,0,3,4,4,5,6,8,10,11,11,13,15,16,14,13,12,11,10,8,10,11,12,15,20,21,21,10,7,4,3,4,7,1,3,2,3,4,15,16,17,18,11,5,8,9,7,6,8,6,8,5,0
2022-04-06 12:00:00,7,8,9,10,11,10,5,7,9,9,5,5,8,2,4,0,3,0,2,2,4,6,8,10,12,5,12,12,10,10,15,13,15,13,12,14,16,15,14,16,17,21,17,13,7,6,3,4,7,2,4,4,4,2,3,5,3,4,4,10,11,10,9,7,5,5,4,1,0
2022-04-06 13:00:00,3,4,3,6,7,9,8,10,12,13,12,8,4,5,4,4,4,0,2,4,7,7,9,9,9,9,8,8,11,12,14,13,14,16,16,11,12,14,13,12,13,16,14,15,13,6,9,10,15,12,8,3,2,2,4,6,8,7,10,11,12,9,9,8,10,4,3,2,0
2022-04-06 14:00:00,8,12,6,7,11,11,4,8,11,14,13,9,9,6,5,4,1,0,3,4,7,6,7,10,12,10,12,12,12,10,15,14,13,16,13,12,11,17,16,15,17,17,15,8,5,6,0,5,6,3,5,4,6,6,8,13,8,14,14,16,15,13,13,12,10,7,8,1,0
2022-04-06 15:00:00,3,7,12,11,17,15,13,14,12,14,12,10,9,7,6,8,4,1,3,5,15,20,21,23,24,21,10,12,16,16,15,12,11,11,10,10,12,13,11,12,13,15,12,13,14,9,8,9,7,6,5,7,12,12,15,14,24,30,25,23,19,16,24,23,20,19,17,16,0
2022-04-06 16:00:00,7,10,15,18,18,18,16,16,18,15,13,13,12,10,7,7,4,0,9,7,5,12,16,18,19,19,20,22,21,21,20,14,15,14,10,11,10,14,12,14,14,14,13,10,7,7,7,8,9,11,7,7,10,10,12,13,23,28,34,30,28,26,25,22,16,15,14,7,0
2022-04-06 17:00:00,6,8,10,11,19,20,18,18,20,21,21,24,21,16,10,8,5,0,6,6,9,8,13,12,16,15,19,19,23,26,22,27,22,17,14,14,15,19,22,13,22,22,22,16,15,13,4,6,7,0,4,6,11,11,15,20,23,29,24,29,21,21,19,16,14,10,9,6,0
2022-04-06 18:00:00,6,7,11,14,16,21,29,33,32,32,31,33,31,25,17,16,9,0,15,13,10,14,16,18,22,24,23,22,18,21,23,28,28,25,22,25,20,19,13,19,18,19,23,8,6,7,5,4,9,6,9,12,14,19,21,27,40,56,36,42,33,28,26,22,19,16,14,9,0
2022-04-06 19:00:00,3,6,7,8,9,11,13,22,26,24,24,17,16,14,11,7,4,0,15,11,8,5,9,8,11,14,15,14,14,17,19,19,19,22,16,15,14,11,13,7,13,14,11,8,5,5,6,3,6,5,6,3,4,9,11,10,16,20,25,25,17,20,19,15,10,5,5,10,0
2022-04-06 20:00:00,2,4,5,6,9,8,8,11,11,13,14,12,10,7,8,4,5,1,4,6,4,7,9,10,12,11,9,8,10,9,10,12,13,11,10,11,9,6,7,10,9,11,7,5,6,4,3,0,5,3,3,2,4,5,5,8,11,13,19,20,16,16,15,10,9,8,6,7,0
2022-04-06 21:00:00,2,3,0,0,5,4,7,11,11,10,9,9,7,6,4,7,3,0,3,2,0,9,7,10,12,12,12,11,9,8,6,7,6,7,6,7,6,6,3,5,5,5,4,5,1,3,1,3,7,10,6,4,5,7,9,11,22,25,24,29,20,17,14,10,9,8,7,5,3
2022-04-06 22:00:00,2,3,1,2,4,0,0,5,6,5,7,4,4,2,3,3,2,0,3,2,2,10,11,4,13,12,6,5,6,5,5,5,3,4,4,8,7,3,3,4,4,3,3,2,1,1,1,0,5,4,5,7,4,7,5,6,14,15,15,16,14,10,9,7,7,6,4,4,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,4,4,1,4,2,1,3,1,1,2,2,4,0,3,0,2,2,0,2,1,0,6,8,10,11,12,12,11,8,6,5,4,4,2,4,1,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,7,9,11,12,11,8,7,10,9,8,2,11,7,10,11,10,8,0,2,5,8,13,17,20,24,26,26,29,32,34,26,24,25,22,20,21,21,26,33,36,40,42,28,22,22,19,16,7,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,6,8,9,8,12,10,8,9,10,9,9,11,14,11,11,15,10,1,1,2,6,6,9,15,14,15,15,21,21,20,21,23,26,21,12,9,11,14,18,20,19,24,19,16,14,10,6,5,3,2,2,4,0,2,2,0,3,2,5,3,4,9,10,12,14,9,3,2,0
2022-04-07 06:00:00,3,5,7,3,7,6,7,6,6,6,4,5,6,3,2,7,6,0,4,3,4,4,6,7,8,7,7,7,4,9,7,6,9,8,7,8,9,11,9,10,18,19,13,10,11,7,5,3,4,1,1,5,6,0,7,0,6,0,7,7,5,3,4,1,6,4,2,0,0
2022-04-07 07:00:00,5,9,11,12,16,18,20,21,8,22,23,12,25,23,16,8,11,0,13,18,21,22,26,27,29,20,24,25,27,22,21,21,21,24,24,24,25,34,35,37,43,47,39,43,32,14,12,6,8,3,8,9,7,6,2,3,4,4,2,3,4,3,3,5,30,16,4,2,0
2022-04-07 08:00:00,5,10,16,15,20,20,20,20,20,19,18,18,18,16,16,14,5,0,10,13,18,21,22,25,26,35,35,35,28,27,26,22,25,26,24,23,25,40,47,54,62,69,50,66,56,18,11,7,8,5,3,4,2,7,5,5,5,6,25,6,9,9,9,8,20,14,8,3,0
2022-04-07 09:00:00,3,4,6,5,6,6,9,8,9,12,11,12,11,9,6,5,9,0,6,6,10,12,15,14,11,13,13,14,17,21,19,16,15,15,15,16,21,21,26,25,30,42,38,38,29,16,13,5,6,4,2,3,3,4,2,1,4,3,11,2,3,4,3,5,10,7,4,3,0
2022-04-07 10:00:00,6,6,5,6,7,8,5,6,6,5,6,6,4,4,3,3,2,0,2,4,6,9,9,9,13,14,13,11,14,11,14,16,17,17,18,11,12,17,19,18,19,20,16,15,11,8,7,5,10,10,9,8,3,1,2,5,3,5,5,6,3,3,4,1,6,4,1,0,0
2022-04-07 11:00:00,6,7,6,5,6,9,8,6,7,6,7,5,4,5,3,2,1,0,2,3,4,6,6,7,10,10,8,9,12,16,14,14,13,7,6,7,8,11,13,12,14,17,16,9,6,6,3,5,4,2,3,3,1,3,2,5,8,9,6,8,8,9,11,10,13,10,8,4,0
2022-04-07 12:00:00,7,9,11,12,12,11,3,9,8,10,8,9,9,7,4,1,3,2,5,6,4,7,9,4,10,12,12,10,13,16,16,17,20,19,15,12,13,14,15,16,17,18,11,7,6,5,3,3,4,2,3,4,5,0,1,6,5,7,7,7,7,5,7,6,7,6,5,4,0
2022-04-07 13:00:00,4,4,6,9,7,6,7,7,6,8,6,8,4,4,3,0,1,0,2,3,8,8,6,8,11,10,13,13,13,13,15,15,13,12,15,14,14,13,16,19,21,22,16,12,10,8,5,3,3,6,7,6,2,7,9,12,16,9,16,14,15,15,15,16,10,6,3,2,0
2022-04-07 14:00:00,6,8,7,7,5,10,3,9,11,15,13,11,8,4,4,3,5,0,3,4,4,5,6,9,10,2,5,12,12,13,17,16,12,13,12,16,15,15,14,16,18,21,17,14,11,10,6,9,8,6,6,7,6,7,13,18,24,34,30,21,15,13,14,15,10,8,6,5,0
2022-04-07 15:00:00,7,10,12,6,10,9,12,14,15,15,17,15,11,7,6,5,5,0,4,7,8,11,11,8,11,12,11,12,11,14,14,15,14,17,17,14,16,15,15,18,17,16,12,9,8,13,12,11,12,11,10,14,13,15,17,14,17,12,26,23,27,26,24,22,18,13,9,7,0
2022-04-07 16:00:00,11,12,12,12,14,14,12,13,16,16,14,13,13,7,6,7,4,0,3,5,6,13,16,20,23,24,23,22,23,23,20,19,18,15,13,16,14,13,13,13,12,19,18,17,14,11,7,9,12,10,7,7,9,11,12,16,23,25,25,28,26,22,21,17,16,12,9,10,0
2022-04-07 17:00:00,12,14,14,15,16,19,20,18,23,24,22,21,21,18,12,7,5,1,4,4,6,10,11,14,15,19,20,19,16,20,24,22,22,21,17,16,15,17,20,21,17,19,20,9,4,8,9,9,12,14,11,7,8,7,13,14,17,18,21,24,17,16,10,17,11,9,9,6,0
2022-04-07 18:00:00,3,5,6,9,14,18,20,24,24,27,26,28,23,17,14,11,10,1,20,13,12,8,9,12,13,16,19,21,21,24,27,26,34,31,23,27,24,16,17,16,15,15,26,6,4,6,7,5,6,5,5,6,7,9,9,18,28,38,30,37,29,19,19,15,12,11,7,3,0
2022-04-07 19:00:00,4,4,8,8,10,9,10,14,20,20,17,15,13,13,8,8,7,0,6,11,14,14,13,15,18,24,22,21,20,20,20,16,14,14,14,16,15,11,12,13,13,11,9,9,6,8,5,5,12,11,7,6,7,17,9,8,20,18,17,18,18,17,20,15,11,8,10,6,0
2022-04-07 20:00:00,4,5,8,5,7,5,9,11,12,11,10,11,11,8,5,4,5,0,5,4,5,9,11,9,10,12,7,11,12,13,13,13,10,8,9,10,9,8,7,7,7,6,4,7,3,5,2,4,8,6,4,3,5,9,15,13,18,20,33,35,20,17,13,11,9,8,6,3,1
2022-04-07 21:00:00,2,2,2,4,6,6,9,7,10,11,9,9,8,6,3,4,2,0,5,3,5,10,9,9,8,9,9,8,8,8,8,7,6,7,4,12,12,7,3,5,6,8,7,7,6,5,4,6,6,0,5,3,4,5,6,12,13,16,21,29,16,13,11,7,7,6,4,3,0
2022-04-07 22:00:00,1,3,2,2,0,2,0,8,9,0,8,4,3,2,7,6,7,0,4,5,4,11,13,13,12,12,10,9,9,10,12,5,9,7,6,11,10,7,8,5,3,1,2,2,3,1,5,4,3,2,4,5,4,4,3,7,10,13,20,21,15,11,10,9,7,4,4,3,0
2022-04-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,1,0,3,5,3,4,3,3,2,1,2,1,0,0,1,5,0,3,1,2,5,6,5,5,7,12,15,11,8,7,6,4,3,1,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,10,11,13,15,16,17,10,11,12,12,12,11,11,5,10,9,6,0,2,4,10,17,24,30,34,37,39,43,45,45,39,32,33,31,24,22,27,33,34,37,38,40,29,29,24,19,17,13,9,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,5,5,7,8,11,15,9,14,13,12,6,15,15,14,13,17,13,0,1,1,5,4,10,6,12,10,13,15,21,21,18,19,19,14,11,12,11,12,13,29,34,35,24,20,17,13,11,9,6,5,2,3,2,0,1,0,3,1,3,3,4,8,11,13,16,7,2,0,0
2022-04-08 06:00:00,2,2,4,5,7,5,7,6,8,9,8,7,5,6,4,10,10,0,3,3,4,4,5,8,7,4,7,8,8,7,9,10,7,9,8,7,9,10,12,10,15,19,15,12,9,8,7,5,6,0,1,1,0,0,1,0,0,2,2,3,6,7,5,3,5,3,0,0,0
2022-04-08 07:00:00,5,7,10,10,13,13,15,16,16,17,12,19,16,16,14,7,12,0,9,13,17,19,17,20,21,20,15,23,25,21,20,18,21,13,15,14,16,21,23,27,44,58,46,43,32,15,13,10,10,8,9,7,4,3,2,3,2,4,4,2,4,5,3,7,14,11,3,2,0
2022-04-08 08:00:00,5,7,11,14,23,24,27,25,24,23,15,19,16,11,10,9,10,0,8,15,18,24,29,29,32,33,32,27,23,23,23,19,20,21,19,20,20,25,33,38,51,59,39,45,28,14,11,5,6,5,2,3,1,4,4,4,5,6,11,7,8,9,7,6,12,11,4,2,0
2022-04-08 09:00:00,5,4,8,8,11,13,12,9,8,10,7,7,6,3,3,2,2,0,9,9,8,8,13,11,14,15,14,11,14,13,12,18,21,19,17,21,23,25,30,33,41,49,38,38,28,14,13,6,7,6,4,3,3,2,1,2,2,3,12,4,7,7,5,7,12,7,5,4,0
2022-04-08 10:00:00,4,5,6,7,6,8,7,6,7,6,5,7,3,5,3,2,1,0,5,7,9,13,12,12,13,13,15,16,17,18,17,17,18,18,18,19,19,20,22,16,30,34,25,18,14,12,11,10,6,9,5,10,7,4,2,2,3,3,4,4,4,7,6,6,7,8,5,3,0
2022-04-08 11:00:00,3,4,4,3,5,5,3,4,4,5,6,4,3,2,2,1,2,1,4,5,4,9,10,12,13,14,14,15,14,16,17,16,14,13,13,13,16,11,13,17,17,21,14,10,9,6,8,7,3,3,8,7,6,6,7,8,2,8,9,7,6,9,3,6,10,7,6,4,0
2022-04-08 12:00:00,5,5,5,6,7,9,9,10,10,11,12,9,3,6,4,4,3,0,1,2,4,7,6,6,9,9,13,14,7,11,13,14,15,14,14,16,16,15,15,17,16,19,15,17,15,11,9,5,7,6,5,10,9,6,9,12,12,11,7,9,8,7,6,5,9,8,6,5,0
2022-04-08 13:00:00,3,6,7,6,7,4,5,9,8,9,7,8,6,3,7,5,1,0,3,4,5,5,8,9,10,11,6,9,10,9,11,12,11,12,13,11,15,15,18,19,20,24,20,15,12,10,7,8,7,5,5,5,6,7,9,9,13,16,23,21,17,16,18,14,12,11,5,3,0
2022-04-08 14:00:00,5,7,8,8,11,10,7,7,10,12,10,8,9,6,3,4,2,0,4,6,6,4,2,7,7,6,6,11,10,10,14,8,12,16,8,19,19,23,26,25,22,22,23,18,18,11,8,9,10,10,12,13,9,9,14,19,21,25,34,36,34,29,29,26,25,16,17,14,0
2022-04-08 15:00:00,16,19,7,13,13,14,15,10,11,13,11,13,11,5,3,2,0,0,3,5,11,11,14,16,18,15,14,10,11,12,14,18,18,21,19,17,15,15,15,21,20,25,20,14,16,12,2,14,17,16,14,16,19,15,18,16,19,21,25,29,23,20,19,16,12,11,7,12,0
2022-04-08 16:00:00,7,8,11,8,11,11,10,12,14,14,11,11,9,10,7,6,3,1,7,5,6,7,11,14,15,21,22,21,20,16,18,18,17,12,10,12,11,14,15,15,16,22,16,11,12,12,10,12,11,13,12,13,15,22,23,23,29,33,28,31,32,26,22,17,16,13,10,6,0
2022-04-08 17:00:00,8,9,11,15,18,22,24,31,32,34,33,26,22,17,10,9,11,0,9,7,8,11,13,14,20,26,31,26,27,20,22,28,26,24,20,20,21,21,25,26,26,30,23,14,14,10,10,8,10,9,5,8,11,12,12,23,34,42,31,36,33,29,28,15,16,16,10,8,0
2022-04-08 18:00:00,7,8,11,14,19,24,27,31,34,33,31,33,33,25,18,19,16,1,6,8,7,13,15,17,21,24,24,22,26,26,30,28,25,28,26,21,23,23,22,25,23,25,27,14,9,12,13,12,8,9,8,8,11,13,20,25,38,46,45,49,41,36,31,19,16,16,15,11,0
2022-04-08 19:00:00,4,5,6,6,12,14,17,16,15,17,10,20,18,15,13,12,7,3,7,8,6,7,14,13,18,20,17,16,19,21,21,20,19,18,14,18,17,13,13,15,13,16,17,9,9,14,13,12,12,11,8,8,9,8,11,15,17,25,19,22,21,12,22,15,16,10,8,9,0
2022-04-08 20:00:00,4,6,12,10,7,12,14,13,14,12,10,11,8,7,9,9,6,0,6,3,3,7,9,9,10,8,6,10,7,11,12,15,13,13,13,11,10,9,7,8,9,11,15,11,6,7,6,4,5,0,7,12,7,15,15,22,31,33,33,34,23,19,16,13,9,6,4,5,0
2022-04-08 21:00:00,6,6,7,8,10,12,12,16,15,14,15,10,14,10,12,10,4,2,3,3,4,11,11,11,11,12,11,10,12,13,13,7,6,6,7,9,10,9,6,3,3,4,2,7,9,7,5,8,11,9,7,4,5,9,11,25,31,29,26,30,23,16,15,8,9,7,5,3,0
2022-04-08 22:00:00,2,4,5,0,6,0,5,6,6,8,2,11,7,4,3,0,2,0,3,4,7,12,10,9,8,6,7,9,10,12,5,7,5,5,4,15,12,6,4,5,5,4,3,3,2,0,0,2,9,4,7,6,9,11,13,16,25,28,28,31,30,25,21,18,13,11,7,3,0
2022-04-08 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,5,5,1,0,4,0,5,8,4,3,0,1,3,2,4,0,4,0,2,3,0,2,1,3,12,12,12,12,13,19,18,15,13,12,11,10,7,5,3,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,8,8,10,12,12,11,13,7,7,8,7,11,11,13,16,17,16,0,1,2,6,9,16,23,29,32,32,40,38,39,38,26,26,24,20,11,12,19,23,26,27,29,20,17,19,14,12,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,6,9,10,9,8,8,6,11,13,10,9,15,20,15,13,15,15,0,1,3,6,8,13,17,25,30,31,35,33,29,28,33,34,28,15,12,10,14,14,13,16,17,13,9,7,9,8,5,5,4,1,2,3,0,0,2,2,2,5,4,3,7,6,8,10,4,2,1,0
2022-04-09 06:00:00,2,5,3,4,4,7,6,6,6,6,5,4,4,3,2,3,4,0,1,4,3,3,4,5,6,6,7,6,6,7,8,8,7,4,4,11,14,6,15,10,16,15,13,9,7,6,8,6,3,0,1,3,4,1,3,2,0,0,4,1,3,2,0,0,7,5,1,0,0
2022-04-09 07:00:00,4,6,6,4,5,5,5,5,6,9,10,7,4,3,1,2,3,1,2,3,4,5,7,8,6,9,9,8,8,9,10,9,13,12,10,8,0,9,10,11,12,13,10,7,7,6,5,3,4,2,3,2,3,2,1,1,2,2,2,4,3,2,4,1,5,3,1,0,0
2022-04-09 08:00:00,3,5,6,5,10,10,11,13,12,12,11,7,5,5,4,3,2,0,4,10,6,8,9,10,13,14,10,13,15,11,13,14,17,15,13,15,11,19,21,21,16,18,14,13,9,3,2,0,5,0,3,5,4,2,2,4,3,4,2,4,5,3,4,4,12,8,0,0,0
2022-04-09 09:00:00,4,4,4,5,8,9,11,7,9,10,9,7,5,4,3,5,5,0,3,4,10,10,16,13,16,16,16,13,14,16,21,24,23,28,25,25,25,30,34,33,35,36,28,17,15,8,6,5,6,5,3,3,2,1,1,1,3,1,3,5,5,5,5,3,13,5,3,1,0
2022-04-09 10:00:00,7,10,11,9,12,12,14,13,13,12,11,11,11,9,5,7,4,0,1,4,4,10,15,17,17,17,19,23,23,26,26,24,24,22,20,19,19,27,30,31,34,40,37,24,20,17,12,10,12,15,11,5,6,6,4,5,13,5,13,13,13,12,8,12,11,9,9,5,0
2022-04-09 11:00:00,4,5,7,7,8,9,10,10,11,15,15,17,16,6,5,4,4,1,5,4,9,17,20,21,32,40,38,33,32,34,36,34,29,28,29,29,33,37,39,41,45,52,46,36,29,23,11,9,10,8,13,15,13,11,6,10,6,7,6,9,8,9,11,11,17,11,11,10,0
2022-04-09 12:00:00,8,8,10,8,11,14,15,15,17,20,17,14,15,10,7,9,4,0,5,4,13,15,17,17,23,25,23,22,23,26,27,24,23,26,25,24,28,37,37,40,48,52,44,41,33,22,19,17,21,0,18,17,16,9,10,12,13,10,16,16,17,15,14,15,15,11,6,4,0
